Inicio: 24/11/2023 17:13:58,68 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: key-prop-refatorado.txt
24/11/2023 19:35:11,22 143211
24/11/2023 19:35:22,20 147080
24/11/2023 19:35:33,16 148236
24/11/2023 19:35:44,12 148223
24/11/2023 19:35:55,14 142282
24/11/2023 19:36:06,14 126976
24/11/2023 19:36:17,15 145795
24/11/2023 19:36:28,14 146611
24/11/2023 19:36:39,14 140314
24/11/2023 19:36:50,20 148793
24/11/2023 19:37:01,15 128659
24/11/2023 19:37:12,21 154614
24/11/2023 19:37:23,20 121343
24/11/2023 19:37:34,19 123090
24/11/2023 19:37:45,20 123025
24/11/2023 19:37:56,19 151634
24/11/2023 19:38:07,17 139839
24/11/2023 19:38:18,12 128528
24/11/2023 19:38:29,15 129416
24/11/2023 19:38:40,13 150614
24/11/2023 19:38:51,21 138126
24/11/2023 19:39:02,16 138292
24/11/2023 19:39:13,21 134256
24/11/2023 19:39:24,18 146297
24/11/2023 19:39:35,16 156422
24/11/2023 19:39:46,20 157568
24/11/2023 19:39:57,21 157499
24/11/2023 19:40:08,17 166265
24/11/2023 19:40:19,14 139945
24/11/2023 19:40:30,17 123803
24/11/2023 19:40:41,22 129303
24/11/2023 19:40:52,21 132282
24/11/2023 19:41:03,19 131398
24/11/2023 19:41:14,16 149935
24/11/2023 19:41:25,14 129719
24/11/2023 19:41:36,12 142551
24/11/2023 19:41:47,14 144065
24/11/2023 19:41:58,19 144056
24/11/2023 19:42:09,13 161818
24/11/2023 19:42:20,19 121653
24/11/2023 19:42:31,16 147808
24/11/2023 19:42:42,20 157794
24/11/2023 19:42:53,16 135879
24/11/2023 19:43:04,14 154085
24/11/2023 19:43:15,19 136117
24/11/2023 19:43:26,17 138883
24/11/2023 19:43:37,19 151783
24/11/2023 19:43:48,18 144679
24/11/2023 19:43:59,14 145836
24/11/2023 19:44:10,15 145887
24/11/2023 19:44:21,17 140341
24/11/2023 19:44:32,19 142027
24/11/2023 19:44:43,14 130072
24/11/2023 19:44:54,16 151797
24/11/2023 19:45:05,13 121078
24/11/2023 19:45:16,21 147984
24/11/2023 19:45:27,15 138723
24/11/2023 19:45:38,12 135393
24/11/2023 19:45:49,18 154933
24/11/2023 19:46:00,18 156091
24/11/2023 19:46:11,16 156086
24/11/2023 19:46:22,18 166534
24/11/2023 19:46:33,17 133479
24/11/2023 19:46:44,18 136234
24/11/2023 19:46:55,12 137076
24/11/2023 19:47:06,12 151539
24/11/2023 19:47:17,15 146393
24/11/2023 19:47:28,18 129526
24/11/2023 19:47:39,14 130859
24/11/2023 19:47:50,15 120790
24/11/2023 19:48:01,14 155080
24/11/2023 19:48:12,15 156184
24/11/2023 19:48:23,18 140809
24/11/2023 19:48:34,15 135915
24/11/2023 19:48:45,15 137555
24/11/2023 19:48:56,15 141472
24/11/2023 19:49:07,21 136634
24/11/2023 19:49:18,16 133644
24/11/2023 19:49:29,19 143383
24/11/2023 19:49:40,16 142073
24/11/2023 19:49:51,16 152903
24/11/2023 19:50:02,13 147868
24/11/2023 19:50:13,21 149103
24/11/2023 19:50:24,15 149070
24/11/2023 19:50:35,20 154756
24/11/2023 19:50:46,16 128216
24/11/2023 19:50:57,13 151930
24/11/2023 19:51:08,15 127935
24/11/2023 19:51:19,22 151989
24/11/2023 19:51:30,20 145407
24/11/2023 19:51:41,16 134891
24/11/2023 19:51:52,20 135832
24/11/2023 19:52:03,21 149100
24/11/2023 19:52:14,15 151302
24/11/2023 19:52:25,12 152436
24/11/2023 19:52:36,14 131392
24/11/2023 19:52:47,14 132882
24/11/2023 19:52:58,17 134542
24/11/2023 19:53:09,16 155840
24/11/2023 19:53:20,17 127332
24/11/2023 19:53:31,12 126471
24/11/2023 19:53:42,20 126123
24/11/2023 19:53:53,13 134863
24/11/2023 19:54:04,16 153232
24/11/2023 19:54:15,16 146563
24/11/2023 19:54:26,12 147719
24/11/2023 19:54:37,19 147739
24/11/2023 19:54:48,12 156764
24/11/2023 19:54:59,15 124089
24/11/2023 19:55:10,12 160419
24/11/2023 19:55:21,21 136908
24/11/2023 19:55:32,13 151937
24/11/2023 19:55:43,12 138080
24/11/2023 19:55:54,21 141326
24/11/2023 19:56:05,15 142426
24/11/2023 19:56:16,18 128011
24/11/2023 19:56:27,13 137972
24/11/2023 19:56:38,19 139082
24/11/2023 19:56:49,17 165768
24/11/2023 19:57:00,20 142998
24/11/2023 19:57:11,21 144305
24/11/2023 19:57:22,15 126812
24/11/2023 19:57:33,13 134390
24/11/2023 19:57:44,18 143100
24/11/2023 19:57:55,14 143150
24/11/2023 19:58:06,21 154581
24/11/2023 19:58:17,18 131572
24/11/2023 19:58:28,20 124633
24/11/2023 19:58:39,14 125729
24/11/2023 19:58:50,13 125776
24/11/2023 19:59:01,20 152470
24/11/2023 19:59:12,16 141883
24/11/2023 19:59:23,22 154123
24/11/2023 19:59:34,22 144397
24/11/2023 19:59:45,20 156958
24/11/2023 19:59:56,18 137351
24/11/2023 20:00:07,12 130327
24/11/2023 20:00:18,19 131436
24/11/2023 20:00:29,17 129212
24/11/2023 20:00:40,16 152959
24/11/2023 20:00:51,17 152522
24/11/2023 20:01:02,16 165746
24/11/2023 20:01:13,22 136572
24/11/2023 20:01:24,14 137642
24/11/2023 20:01:35,20 148199
24/11/2023 20:01:46,13 164576
24/11/2023 20:01:57,21 130970
24/11/2023 20:02:08,18 130782
24/11/2023 20:02:19,13 154459
24/11/2023 20:02:30,20 148221
24/11/2023 20:02:41,17 150792
24/11/2023 20:02:52,13 151980
24/11/2023 20:03:03,18 151986
24/11/2023 20:03:14,13 161339
24/11/2023 20:03:25,18 138353
24/11/2023 20:03:36,14 138583
24/11/2023 20:03:47,14 159111
24/11/2023 20:03:58,12 161904
24/11/2023 20:04:09,16 142396
24/11/2023 20:04:20,20 145997
24/11/2023 20:04:31,16 126578
24/11/2023 20:04:42,21 155630
24/11/2023 20:04:53,23 157230
24/11/2023 20:05:04,16 157262
24/11/2023 20:05:15,14 170339
24/11/2023 20:05:26,16 147752
24/11/2023 20:05:37,16 135140
24/11/2023 20:05:48,16 163615
24/11/2023 20:05:59,17 132323
24/11/2023 20:06:10,19 165816
24/11/2023 20:06:21,22 165997
24/11/2023 20:06:32,13 145235
24/11/2023 20:06:43,13 142363
24/11/2023 20:06:54,16 140281
24/11/2023 20:07:05,22 141314
24/11/2023 20:07:16,14 141111
24/11/2023 20:07:27,21 165608
24/11/2023 20:07:38,14 140920
24/11/2023 20:07:49,21 159536
24/11/2023 20:08:00,18 151356
24/11/2023 20:08:11,16 160260
24/11/2023 20:08:22,22 143863
24/11/2023 20:08:33,18 137716
24/11/2023 20:08:44,15 146868
24/11/2023 20:08:55,20 146010
24/11/2023 20:09:06,19 147568
24/11/2023 20:09:17,16 147562
24/11/2023 20:09:28,14 162143
24/11/2023 20:09:39,15 134492
24/11/2023 20:09:50,20 154581
24/11/2023 20:10:01,20 161459
24/11/2023 20:10:12,21 142662
24/11/2023 20:10:23,17 161373
24/11/2023 20:10:34,18 161164
24/11/2023 20:10:45,20 138491
24/11/2023 20:10:56,22 137062
24/11/2023 20:11:07,21 163822
24/11/2023 20:11:18,20 164949
24/11/2023 20:11:29,12 164953
24/11/2023 20:11:40,16 179098
24/11/2023 20:11:51,16 157286
24/11/2023 20:12:02,13 172362
24/11/2023 20:12:13,19 148246
24/11/2023 20:12:24,19 151252
24/11/2023 20:12:35,13 128509
24/11/2023 20:12:46,20 168166
24/11/2023 20:12:57,17 139836
24/11/2023 20:13:08,16 148174
24/11/2023 20:13:19,16 149600
24/11/2023 20:13:30,20 149629
24/11/2023 20:13:41,22 162940
24/11/2023 20:13:52,16 149244
24/11/2023 20:14:03,21 146703
24/11/2023 20:14:14,17 164911
24/11/2023 20:14:25,20 136901
24/11/2023 20:14:36,19 139733
24/11/2023 20:14:47,17 168779
24/11/2023 20:14:58,16 167527
24/11/2023 20:15:09,15 154069
24/11/2023 20:15:20,17 167164
24/11/2023 20:15:31,21 168344
24/11/2023 20:15:42,16 168351
24/11/2023 20:15:53,13 131965
24/11/2023 20:16:04,13 133685
24/11/2023 20:16:15,11 143572
24/11/2023 20:16:26,21 140912
24/11/2023 20:16:37,13 162451
24/11/2023 20:16:48,17 133954
24/11/2023 20:16:59,19 152326
24/11/2023 20:17:10,11 156957
24/11/2023 20:17:21,15 157832
24/11/2023 20:17:32,11 159215
24/11/2023 20:17:43,21 159113
24/11/2023 20:17:54,16 155640
24/11/2023 20:18:05,12 141380
24/11/2023 20:18:16,12 167001
24/11/2023 20:18:27,22 154064
24/11/2023 20:18:38,20 138292
24/11/2023 20:18:49,21 165820
24/11/2023 20:19:00,12 159829
24/11/2023 20:19:11,14 161070
24/11/2023 20:19:22,14 149351
24/11/2023 20:19:33,18 161050
24/11/2023 20:19:44,14 162181
24/11/2023 20:19:55,17 148929
24/11/2023 20:20:06,16 148685
24/11/2023 20:20:17,17 150445
24/11/2023 20:20:28,16 138037
24/11/2023 20:20:39,20 129443
24/11/2023 20:20:50,21 132691
24/11/2023 20:21:01,20 135934
24/11/2023 20:21:12,15 164754
24/11/2023 20:21:23,17 152290
24/11/2023 20:21:34,15 156189
24/11/2023 20:21:45,21 157442
24/11/2023 20:21:56,20 157400
24/11/2023 20:22:07,19 177247
24/11/2023 20:22:18,15 141035
24/11/2023 20:22:29,15 171202
24/11/2023 20:22:40,16 156616
24/11/2023 20:22:51,13 147012
24/11/2023 20:23:02,14 140687
24/11/2023 20:23:13,16 151853
24/11/2023 20:23:24,22 153077
24/11/2023 20:23:35,17 169092
24/11/2023 20:23:46,13 160533
24/11/2023 20:23:57,19 161657
24/11/2023 20:24:08,17 175993
24/11/2023 20:24:19,13 149797
24/11/2023 20:24:30,13 151405
24/11/2023 20:24:41,13 152736
24/11/2023 20:24:52,16 127341
24/11/2023 20:25:03,16 164599
24/11/2023 20:25:14,12 166107
24/11/2023 20:25:25,18 156005
24/11/2023 20:25:36,12 164967
24/11/2023 20:25:47,17 161130
24/11/2023 20:25:58,13 162332
24/11/2023 20:26:09,21 160371
24/11/2023 20:26:20,12 143936
24/11/2023 20:26:31,20 147903
24/11/2023 20:26:42,20 156207
24/11/2023 20:26:53,21 162976
24/11/2023 20:27:04,19 162577
24/11/2023 20:27:15,12 155003
24/11/2023 20:27:26,22 136870
24/11/2023 20:27:37,20 137946
24/11/2023 20:27:48,14 152512
24/11/2023 20:27:59,22 150026
24/11/2023 20:28:10,12 151008
24/11/2023 20:28:21,14 161046
24/11/2023 20:28:32,19 145865
24/11/2023 20:28:43,17 147183
24/11/2023 20:28:54,22 140753
24/11/2023 20:29:05,18 164461
24/11/2023 20:29:16,17 149157
24/11/2023 20:29:27,17 148673
24/11/2023 20:29:38,15 131588
24/11/2023 20:29:49,12 149033
24/11/2023 20:30:00,15 160288
24/11/2023 20:30:11,12 161456
24/11/2023 20:30:22,12 161119
24/11/2023 20:30:33,19 161201
24/11/2023 20:30:44,14 141879
24/11/2023 20:30:55,13 147337
24/11/2023 20:31:06,16 138663
24/11/2023 20:31:17,19 162984
24/11/2023 20:31:28,18 161670
24/11/2023 20:31:39,12 131027
24/11/2023 20:31:50,21 125579
24/11/2023 20:32:01,21 130296
24/11/2023 20:32:12,21 141351
24/11/2023 20:32:23,17 141217
24/11/2023 20:32:34,21 173848
24/11/2023 20:32:45,20 154348
24/11/2023 20:32:56,16 155422
24/11/2023 20:33:07,14 156833
24/11/2023 20:33:18,18 169794
24/11/2023 20:33:29,13 163479
24/11/2023 20:33:40,19 163633
24/11/2023 20:33:51,14 162678
24/11/2023 20:34:02,21 165644
24/11/2023 20:34:13,13 149640
24/11/2023 20:34:24,22 150070
24/11/2023 20:34:35,22 147278
24/11/2023 20:34:46,15 142587
24/11/2023 20:34:57,18 132265
24/11/2023 20:35:08,13 151445
24/11/2023 20:35:19,15 142919
24/11/2023 20:35:30,11 157971
24/11/2023 20:35:41,13 144874
24/11/2023 20:35:52,21 129965
24/11/2023 20:36:03,21 125458
24/11/2023 20:36:14,22 150784
24/11/2023 20:36:25,18 152425
24/11/2023 20:36:36,18 151796
24/11/2023 20:36:47,18 151317
24/11/2023 20:36:58,14 142377
24/11/2023 20:37:09,15 165082
24/11/2023 20:37:20,11 156570
24/11/2023 20:37:31,18 153660
24/11/2023 20:37:42,18 150290
24/11/2023 20:37:53,17 150469
24/11/2023 20:38:04,12 164890
24/11/2023 20:38:15,21 151313
24/11/2023 20:38:26,17 153473
24/11/2023 20:38:37,14 154653
24/11/2023 20:38:48,21 154642
24/11/2023 20:38:59,17 175003
24/11/2023 20:39:10,22 140525
24/11/2023 20:39:21,19 173713
24/11/2023 20:39:32,12 160223
24/11/2023 20:39:43,14 150886
24/11/2023 20:39:54,11 153027
24/11/2023 20:40:05,12 146954
24/11/2023 20:40:16,20 134472
24/11/2023 20:40:27,16 170704
24/11/2023 20:40:38,14 172160
24/11/2023 20:40:49,16 172168
24/11/2023 20:41:00,18 156143
24/11/2023 20:41:11,16 148768
24/11/2023 20:41:22,13 151430
24/11/2023 20:41:33,12 133587
