Inicio: 22/11/2023 16:55:05,55 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: unloadAsync.txt
22/11/2023 19:13:09,19 116168
22/11/2023 19:13:20,19 115137
22/11/2023 19:13:31,19 113659
22/11/2023 19:13:42,16 114123
22/11/2023 19:13:53,17 115698
22/11/2023 19:14:04,14 115674
22/11/2023 19:14:15,20 115193
22/11/2023 19:14:26,16 116223
22/11/2023 19:14:37,12 115276
22/11/2023 19:14:48,16 114414
22/11/2023 19:14:59,13 79896
22/11/2023 19:15:09,20 76868
22/11/2023 19:15:20,14 76860
22/11/2023 19:15:30,20 116476
22/11/2023 19:15:41,19 117146
22/11/2023 19:15:52,14 115983
22/11/2023 19:16:03,13 114553
22/11/2023 19:16:14,18 80889
22/11/2023 19:16:25,22 76972
22/11/2023 19:16:36,18 76952
22/11/2023 19:16:47,12 117687
22/11/2023 19:16:57,20 120693
22/11/2023 19:17:08,15 117438
22/11/2023 19:17:19,18 115113
22/11/2023 19:17:30,20 116051
22/11/2023 19:17:41,17 117245
22/11/2023 19:17:52,20 117182
22/11/2023 19:18:03,13 117002
22/11/2023 19:18:14,18 116739
22/11/2023 19:18:25,13 117731
22/11/2023 19:18:36,12 115411
22/11/2023 19:18:47,18 116128
22/11/2023 19:18:58,12 117294
22/11/2023 19:19:09,17 115501
22/11/2023 19:19:20,21 117691
22/11/2023 19:19:31,19 116839
22/11/2023 19:19:42,16 115213
22/11/2023 19:19:53,19 116407
22/11/2023 19:20:04,18 117955
22/11/2023 19:20:15,14 117955
22/11/2023 19:20:26,16 117694
22/11/2023 19:20:37,18 118670
22/11/2023 19:20:48,22 117482
22/11/2023 19:20:59,18 115969
22/11/2023 19:21:10,13 82383
22/11/2023 19:21:21,15 78383
22/11/2023 19:21:31,19 78354
22/11/2023 19:21:42,13 118197
22/11/2023 19:21:53,15 118445
22/11/2023 19:22:04,16 119151
22/11/2023 19:22:15,15 116138
22/11/2023 19:22:26,21 116979
22/11/2023 19:22:37,15 118121
22/11/2023 19:22:48,13 118112
22/11/2023 19:22:59,15 118335
22/11/2023 19:23:10,15 118250
22/11/2023 19:23:21,19 119215
22/11/2023 19:23:32,18 116857
22/11/2023 19:23:43,14 82390
22/11/2023 19:23:54,13 79114
22/11/2023 19:24:04,20 79090
22/11/2023 19:24:15,22 118276
22/11/2023 19:24:26,14 118289
22/11/2023 19:24:37,18 119245
22/11/2023 19:24:48,17 118693
22/11/2023 19:24:59,13 117549
22/11/2023 19:25:10,19 118817
22/11/2023 19:25:21,19 118400
22/11/2023 19:25:32,14 119424
22/11/2023 19:25:43,14 118263
22/11/2023 19:25:54,17 116838
22/11/2023 19:26:05,12 117468
22/11/2023 19:26:15,22 118694
22/11/2023 19:26:26,22 118854
22/11/2023 19:26:37,18 118819
22/11/2023 19:26:48,13 119653
22/11/2023 19:26:59,14 118511
22/11/2023 19:27:10,12 116947
22/11/2023 19:27:20,21 117630
22/11/2023 19:27:31,13 118957
22/11/2023 19:27:42,22 118380
22/11/2023 19:27:53,16 118378
22/11/2023 19:28:04,20 117612
22/11/2023 19:28:15,17 118904
22/11/2023 19:28:26,15 116508
22/11/2023 19:28:37,18 117257
22/11/2023 19:28:48,17 118406
22/11/2023 19:28:59,21 118154
22/11/2023 19:29:10,16 118246
22/11/2023 19:29:21,14 117717
22/11/2023 19:29:32,15 118709
22/11/2023 19:29:43,13 116427
22/11/2023 19:29:54,20 117388
22/11/2023 19:30:05,17 118528
22/11/2023 19:30:16,19 117936
22/11/2023 19:30:27,15 119194
22/11/2023 19:30:38,22 118080
22/11/2023 19:30:49,14 116319
22/11/2023 19:31:00,16 116942
22/11/2023 19:31:11,18 118428
22/11/2023 19:31:22,18 118428
22/11/2023 19:31:33,12 118182
22/11/2023 19:31:44,19 119122
22/11/2023 19:31:55,11 85093
22/11/2023 19:32:06,17 85592
22/11/2023 19:32:17,13 86539
22/11/2023 19:32:27,17 84175
22/11/2023 19:32:38,12 84320
22/11/2023 19:32:48,18 87066
22/11/2023 19:32:59,14 84259
22/11/2023 19:33:10,19 87219
22/11/2023 19:33:21,21 86980
22/11/2023 19:33:32,15 87385
22/11/2023 19:33:43,13 85065
22/11/2023 19:33:54,20 85026
22/11/2023 19:34:05,15 87906
22/11/2023 19:34:16,22 87901
22/11/2023 19:34:27,18 85137
22/11/2023 19:34:38,16 86969
22/11/2023 19:34:49,21 87437
22/11/2023 19:35:00,11 85366
22/11/2023 19:35:10,17 85326
22/11/2023 19:35:21,12 88739
22/11/2023 19:35:31,20 88747
22/11/2023 19:35:42,17 84705
22/11/2023 19:35:53,13 86597
22/11/2023 19:36:04,14 86585
22/11/2023 19:36:15,14 83977
22/11/2023 19:36:25,16 83944
22/11/2023 19:36:36,22 86602
22/11/2023 19:36:47,18 86358
22/11/2023 19:36:58,14 84278
22/11/2023 19:37:09,13 83512
22/11/2023 19:37:20,17 85188
22/11/2023 19:37:31,16 82968
22/11/2023 19:37:41,15 86320
22/11/2023 19:37:52,12 83056
22/11/2023 19:38:02,15 85731
22/11/2023 19:38:13,20 85299
22/11/2023 19:38:24,21 85776
22/11/2023 19:38:35,15 82971
22/11/2023 19:38:46,16 82939
22/11/2023 19:38:57,22 85727
22/11/2023 19:39:08,15 82967
22/11/2023 19:39:19,12 86073
22/11/2023 19:39:29,20 85229
22/11/2023 19:39:40,20 85665
22/11/2023 19:39:51,13 83332
22/11/2023 19:40:02,18 83304
22/11/2023 19:40:13,22 86122
22/11/2023 19:40:24,16 83389
22/11/2023 19:40:35,14 86140
22/11/2023 19:40:46,13 85300
22/11/2023 19:40:56,20 85716
22/11/2023 19:41:07,14 83400
22/11/2023 19:41:18,20 83368
22/11/2023 19:41:29,16 86404
22/11/2023 19:41:40,21 86416
22/11/2023 19:41:51,20 83626
22/11/2023 19:42:02,22 85517
22/11/2023 19:42:13,15 86013
22/11/2023 19:42:24,15 83745
22/11/2023 19:42:35,21 83721
22/11/2023 19:42:46,17 86545
22/11/2023 19:42:57,13 86629
22/11/2023 19:43:07,21 83960
22/11/2023 19:43:18,12 85888
22/11/2023 19:43:29,12 86291
22/11/2023 19:43:40,14 83964
22/11/2023 19:43:51,18 86356
22/11/2023 19:44:02,16 82254
22/11/2023 19:44:12,21 84913
22/11/2023 19:44:23,21 84429
22/11/2023 19:44:34,20 85109
22/11/2023 19:44:45,12 82289
22/11/2023 19:44:55,20 82253
22/11/2023 19:45:06,15 85057
22/11/2023 19:45:17,12 82284
22/11/2023 19:45:27,18 85005
22/11/2023 19:45:37,11 84668
22/11/2023 19:45:48,11 85196
22/11/2023 19:45:58,19 82328
22/11/2023 19:46:09,12 82300
22/11/2023 19:46:19,21 85956
22/11/2023 19:46:30,15 82232
22/11/2023 19:46:40,19 85016
22/11/2023 19:46:51,20 84608
22/11/2023 19:47:02,14 85128
22/11/2023 19:47:12,20 82196
22/11/2023 19:47:23,21 82195
22/11/2023 19:47:34,22 85425
22/11/2023 19:47:45,16 82357
22/11/2023 19:47:55,13 85052
22/11/2023 19:48:05,17 84664
22/11/2023 19:48:15,16 81745
22/11/2023 19:48:25,19 83440
22/11/2023 19:48:36,15 81164
22/11/2023 19:48:47,21 83831
22/11/2023 19:48:58,16 79905
22/11/2023 19:49:09,13 82672
22/11/2023 19:49:19,19 82348
22/11/2023 19:49:30,17 82336
22/11/2023 19:49:41,11 79924
22/11/2023 19:49:52,14 79892
22/11/2023 19:50:02,20 83040
22/11/2023 19:50:13,14 79888
22/11/2023 19:50:23,20 82640
22/11/2023 19:50:34,13 82236
22/11/2023 19:50:45,18 82704
22/11/2023 19:50:56,13 79888
22/11/2023 19:51:06,19 79840
22/11/2023 19:51:17,12 82693
22/11/2023 19:51:27,18 79941
22/11/2023 19:51:37,19 82681
22/11/2023 19:51:48,11 82229
22/11/2023 19:51:59,13 82817
22/11/2023 19:52:09,17 79940
22/11/2023 19:52:20,18 79903
22/11/2023 19:52:31,16 83124
22/11/2023 19:52:41,20 79936
22/11/2023 19:52:52,12 82696
22/11/2023 19:53:03,12 81860
22/11/2023 19:53:13,19 82848
22/11/2023 19:53:24,13 80008
22/11/2023 19:53:35,20 79980
22/11/2023 19:53:46,22 82784
22/11/2023 19:53:57,19 80015
22/11/2023 19:54:08,14 82759
22/11/2023 19:54:19,13 81915
22/11/2023 19:54:29,17 82387
22/11/2023 19:54:40,21 80039
22/11/2023 19:54:51,13 80003
22/11/2023 19:55:01,22 82831
22/11/2023 19:55:12,17 80047
22/11/2023 19:55:23,16 82815
22/11/2023 19:55:34,16 81971
22/11/2023 19:55:45,19 82362
22/11/2023 19:55:56,21 80046
22/11/2023 19:56:07,14 79978
22/11/2023 19:56:17,22 82799
22/11/2023 19:56:28,13 83374
22/11/2023 19:56:38,16 80106
22/11/2023 19:56:49,21 82078
22/11/2023 19:57:00,17 82522
22/11/2023 19:57:11,12 80182
22/11/2023 19:57:21,18 80142
22/11/2023 19:57:32,20 82953
22/11/2023 19:57:43,11 83494
22/11/2023 19:57:54,16 80178
22/11/2023 19:58:05,19 82991
22/11/2023 19:58:16,15 83443
