Inicio: 25/11/2023  2:16:57,29 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: key-prop-no-anonymous-func.txt
25/11/2023 04:48:34,16 125732
25/11/2023 04:48:40,18 121035
25/11/2023 04:48:46,13 118558
25/11/2023 04:48:52,21 117804
25/11/2023 04:48:58,18 116128
25/11/2023 04:49:04,19 116062
25/11/2023 04:49:10,18 116086
25/11/2023 04:49:16,13 116058
25/11/2023 04:49:22,15 137264
25/11/2023 04:49:28,13 137600
25/11/2023 04:49:34,14 128332
25/11/2023 04:49:40,13 128480
25/11/2023 04:49:46,18 125446
25/11/2023 04:49:52,16 120410
25/11/2023 04:49:58,20 117385
25/11/2023 04:50:04,12 116423
25/11/2023 04:50:10,21 114291
25/11/2023 04:50:16,12 122708
25/11/2023 04:50:22,18 123086
25/11/2023 04:50:28,17 123016
25/11/2023 04:50:34,21 129013
25/11/2023 04:50:40,21 126016
25/11/2023 04:50:46,12 117956
25/11/2023 04:50:52,18 118840
25/11/2023 04:50:58,21 121349
25/11/2023 04:51:04,12 119424
25/11/2023 04:51:10,13 119108
25/11/2023 04:51:16,18 118318
25/11/2023 04:51:22,16 118286
25/11/2023 04:51:28,15 127465
25/11/2023 04:51:34,15 127940
25/11/2023 04:51:40,20 118447
25/11/2023 04:51:46,18 118667
25/11/2023 04:51:52,12 125106
25/11/2023 04:51:58,12 120037
25/11/2023 04:52:04,15 117014
25/11/2023 04:52:10,16 116357
25/11/2023 04:52:16,16 118016
25/11/2023 04:52:22,16 126454
25/11/2023 04:52:28,18 126784
25/11/2023 04:52:34,16 126716
25/11/2023 04:52:40,18 129701
25/11/2023 04:52:46,12 126696
25/11/2023 04:52:52,12 118865
25/11/2023 04:52:58,12 117823
25/11/2023 04:53:04,15 128013
25/11/2023 04:53:10,16 126337
25/11/2023 04:53:16,13 126296
25/11/2023 04:53:22,16 126339
25/11/2023 04:53:28,19 126317
25/11/2023 04:53:34,14 135182
25/11/2023 04:53:40,18 135659
25/11/2023 04:53:46,16 129598
25/11/2023 04:53:52,16 129783
25/11/2023 04:53:58,16 125343
25/11/2023 04:54:04,12 120275
25/11/2023 04:54:10,19 120264
25/11/2023 04:54:16,20 119568
25/11/2023 04:54:22,12 138885
25/11/2023 04:54:28,13 133368
25/11/2023 04:54:34,21 135411
25/11/2023 04:54:40,16 135307
25/11/2023 04:54:46,21 123172
25/11/2023 04:54:52,15 120255
25/11/2023 04:54:58,13 118467
25/11/2023 04:55:04,21 122183
25/11/2023 04:55:10,16 127525
25/11/2023 04:55:16,18 125888
25/11/2023 04:55:22,18 125791
25/11/2023 04:55:28,21 125822
25/11/2023 04:55:34,16 125810
25/11/2023 04:55:40,19 140838
25/11/2023 04:55:46,14 141245
25/11/2023 04:55:52,13 122455
25/11/2023 04:55:58,11 122603
25/11/2023 04:56:04,13 126066
25/11/2023 04:56:10,18 120962
25/11/2023 04:56:16,20 130248
25/11/2023 04:56:22,21 129617
25/11/2023 04:56:28,20 121216
25/11/2023 04:56:34,15 123462
25/11/2023 04:56:40,16 123864
25/11/2023 04:56:46,12 123848
25/11/2023 04:56:52,15 130048
25/11/2023 04:56:58,22 127180
25/11/2023 04:57:04,15 124378
25/11/2023 04:57:10,13 132198
25/11/2023 04:57:16,14 131525
25/11/2023 04:57:22,21 129893
25/11/2023 04:57:28,11 129763
25/11/2023 04:57:34,13 129811
25/11/2023 04:57:40,21 129831
25/11/2023 04:57:46,15 134807
25/11/2023 04:57:52,12 134816
25/11/2023 04:57:58,13 128631
25/11/2023 04:58:04,16 128802
25/11/2023 04:58:10,15 141279
25/11/2023 04:58:16,17 136183
25/11/2023 04:58:22,12 121485
25/11/2023 04:58:28,19 120811
25/11/2023 04:58:34,14 137049
25/11/2023 04:58:40,21 127090
25/11/2023 04:58:46,14 127357
25/11/2023 04:58:52,22 127306
25/11/2023 04:58:58,15 127286
25/11/2023 04:59:04,18 124366
25/11/2023 04:59:10,11 119562
25/11/2023 04:59:16,18 126566
25/11/2023 04:59:22,21 124066
25/11/2023 04:59:28,19 122391
25/11/2023 04:59:34,19 122352
25/11/2023 04:59:40,16 122345
25/11/2023 04:59:46,16 122333
25/11/2023 04:59:52,14 129841
25/11/2023 04:59:58,19 130229
25/11/2023 05:00:04,21 134656
25/11/2023 05:00:10,23 134988
25/11/2023 05:00:16,12 139627
25/11/2023 05:00:22,14 134464
25/11/2023 05:00:28,15 134432
25/11/2023 05:00:34,21 133717
25/11/2023 05:00:40,20 125352
25/11/2023 05:00:46,20 124221
25/11/2023 05:00:52,17 124963
25/11/2023 05:00:58,16 124803
25/11/2023 05:01:04,19 128037
25/11/2023 05:01:10,16 125074
25/11/2023 05:01:16,18 121663
25/11/2023 05:01:22,22 120906
25/11/2023 05:01:28,19 135489
25/11/2023 05:01:34,19 133884
25/11/2023 05:01:40,11 133807
25/11/2023 05:01:46,21 133815
25/11/2023 05:01:52,14 133811
25/11/2023 05:01:58,12 155494
25/11/2023 05:02:04,12 156041
25/11/2023 05:02:10,19 126037
25/11/2023 05:02:16,18 126369
25/11/2023 05:02:22,12 125143
25/11/2023 05:02:28,14 120080
25/11/2023 05:02:34,17 126047
25/11/2023 05:02:40,19 125865
25/11/2023 05:02:46,22 129859
25/11/2023 05:02:52,16 135338
25/11/2023 05:02:58,13 138713
25/11/2023 05:03:04,22 138581
25/11/2023 05:03:10,17 132389
25/11/2023 05:03:16,22 129447
25/11/2023 05:03:22,12 129331
25/11/2023 05:03:28,14 124931
25/11/2023 05:03:34,21 136853
25/11/2023 05:03:40,12 135177
25/11/2023 05:03:46,19 135099
25/11/2023 05:03:52,14 135117
25/11/2023 05:03:58,21 135137
25/11/2023 05:04:04,11 147034
25/11/2023 05:04:10,17 147519
25/11/2023 05:04:16,18 125622
25/11/2023 05:04:22,16 125707
25/11/2023 05:04:28,21 141467
25/11/2023 05:04:34,19 136347
25/11/2023 05:04:40,19 130337
25/11/2023 05:04:46,18 129695
25/11/2023 05:04:52,14 124321
25/11/2023 05:04:58,13 124411
25/11/2023 05:05:04,19 127157
25/11/2023 05:05:10,17 126961
25/11/2023 05:05:16,19 129915
25/11/2023 05:05:22,13 126975
25/11/2023 05:05:28,22 123665
25/11/2023 05:05:34,18 123231
25/11/2023 05:05:40,16 134352
25/11/2023 05:05:46,14 132680
25/11/2023 05:05:52,18 132599
25/11/2023 05:05:58,19 132635
25/11/2023 05:06:04,16 132682
25/11/2023 05:06:10,14 133909
25/11/2023 05:06:16,21 134505
25/11/2023 05:06:22,18 127763
25/11/2023 05:06:28,21 127930
25/11/2023 05:06:34,19 126617
25/11/2023 05:06:40,18 121559
25/11/2023 05:06:46,13 137206
25/11/2023 05:06:52,18 136595
25/11/2023 05:06:58,14 131202
25/11/2023 05:07:04,19 132499
25/11/2023 05:07:10,19 134206
25/11/2023 05:07:16,20 134183
25/11/2023 05:07:22,16 137130
25/11/2023 05:07:28,11 134183
25/11/2023 05:07:34,17 134102
25/11/2023 05:07:40,19 132762
25/11/2023 05:07:46,14 135431
25/11/2023 05:07:52,22 133868
25/11/2023 05:07:58,17 133673
25/11/2023 05:08:04,13 133669
25/11/2023 05:08:10,18 133721
25/11/2023 05:08:16,13 133324
25/11/2023 05:08:22,13 133830
25/11/2023 05:08:28,12 127334
25/11/2023 05:08:34,16 127453
25/11/2023 05:08:40,16 131264
25/11/2023 05:08:46,14 126114
25/11/2023 05:08:52,14 126284
25/11/2023 05:08:58,18 125656
25/11/2023 05:09:04,12 126402
25/11/2023 05:09:10,19 126839
25/11/2023 05:09:16,17 139696
25/11/2023 05:09:22,19 139624
25/11/2023 05:09:28,12 128886
25/11/2023 05:09:34,22 125969
25/11/2023 05:09:40,14 125724
25/11/2023 05:09:46,12 125278
25/11/2023 05:09:52,19 125554
25/11/2023 05:09:58,13 123831
25/11/2023 05:10:04,19 123769
25/11/2023 05:10:10,19 123786
25/11/2023 05:10:16,19 123772
25/11/2023 05:10:22,17 134284
25/11/2023 05:10:28,14 134874
25/11/2023 05:10:34,21 128472
25/11/2023 05:10:40,13 128628
25/11/2023 05:10:46,13 128679
25/11/2023 05:10:52,22 123671
25/11/2023 05:10:58,17 126861
25/11/2023 05:11:04,20 126180
25/11/2023 05:11:10,20 136266
25/11/2023 05:11:16,14 133334
25/11/2023 05:11:22,14 138057
25/11/2023 05:11:28,14 137926
25/11/2023 05:11:34,14 145499
25/11/2023 05:11:40,16 142518
25/11/2023 05:11:46,19 142445
25/11/2023 05:11:52,12 131857
25/11/2023 05:11:58,17 134551
25/11/2023 05:12:04,11 132867
25/11/2023 05:12:10,13 132777
25/11/2023 05:12:16,17 132833
25/11/2023 05:12:22,12 132794
25/11/2023 05:12:28,20 138610
25/11/2023 05:12:34,17 139041
25/11/2023 05:12:40,14 134138
25/11/2023 05:12:46,18 134412
25/11/2023 05:12:52,20 134724
25/11/2023 05:12:58,16 129386
25/11/2023 05:13:04,17 137366
25/11/2023 05:13:10,14 136714
25/11/2023 05:13:16,15 128301
25/11/2023 05:13:22,21 126968
25/11/2023 05:13:28,16 134060
25/11/2023 05:13:34,19 133981
25/11/2023 05:13:40,14 143099
25/11/2023 05:13:46,20 140156
25/11/2023 05:13:52,12 140012
25/11/2023 05:13:58,15 138549
25/11/2023 05:14:04,22 129289
25/11/2023 05:14:10,13 125449
25/11/2023 05:14:16,16 125397
25/11/2023 05:14:22,14 125394
25/11/2023 05:14:28,19 125390
25/11/2023 05:14:34,16 139289
25/11/2023 05:14:40,16 140117
25/11/2023 05:14:46,14 136958
25/11/2023 05:14:52,17 137270
25/11/2023 05:14:58,14 137223
25/11/2023 05:15:04,18 132033
25/11/2023 05:15:10,19 138399
25/11/2023 05:15:16,19 137743
25/11/2023 05:15:22,20 141576
25/11/2023 05:15:28,21 137168
25/11/2023 05:15:34,13 138088
25/11/2023 05:15:40,16 138059
25/11/2023 05:15:46,12 135137
25/11/2023 05:15:52,11 132169
25/11/2023 05:15:58,14 132069
25/11/2023 05:16:04,20 140698
25/11/2023 05:16:10,13 136543
25/11/2023 05:16:16,18 134851
25/11/2023 05:16:22,15 134733
25/11/2023 05:16:28,19 134810
25/11/2023 05:16:34,14 134770
25/11/2023 05:16:40,19 149769
25/11/2023 05:16:46,12 150247
25/11/2023 05:16:52,18 137750
25/11/2023 05:16:58,18 138038
25/11/2023 05:17:04,14 138202
25/11/2023 05:17:10,18 133124
25/11/2023 05:17:16,20 132994
25/11/2023 05:17:22,17 132572
25/11/2023 05:17:28,17 130332
25/11/2023 05:17:34,18 130740
25/11/2023 05:17:40,12 132964
25/11/2023 05:17:46,19 132886
25/11/2023 05:17:52,15 157461
25/11/2023 05:17:58,12 154517
25/11/2023 05:18:04,20 134327
25/11/2023 05:18:10,15 135094
25/11/2023 05:18:16,20 141741
25/11/2023 05:18:22,14 140033
25/11/2023 05:18:28,18 139975
25/11/2023 05:18:34,22 140035
25/11/2023 05:18:40,20 139983
25/11/2023 05:18:46,15 144295
25/11/2023 05:18:52,11 144927
25/11/2023 05:18:58,15 138571
25/11/2023 05:19:04,20 138939
25/11/2023 05:19:10,17 136023
25/11/2023 05:19:16,14 130861
25/11/2023 05:19:22,15 130658
25/11/2023 05:19:28,18 130042
25/11/2023 05:19:34,11 130823
25/11/2023 05:19:40,18 129654
25/11/2023 05:19:46,16 133587
25/11/2023 05:19:52,13 133431
25/11/2023 05:19:58,11 136479
25/11/2023 05:20:04,15 133566
25/11/2023 05:20:10,11 133458
25/11/2023 05:20:16,18 147534
25/11/2023 05:20:22,13 144068
25/11/2023 05:20:28,14 142500
25/11/2023 05:20:34,15 142326
25/11/2023 05:20:40,18 142362
25/11/2023 05:20:46,19 142354
25/11/2023 05:20:52,19 142062
25/11/2023 05:20:58,13 142554
25/11/2023 05:21:04,14 142221
25/11/2023 05:21:10,15 142509
25/11/2023 05:21:16,20 136396
25/11/2023 05:21:22,19 130558
25/11/2023 05:21:28,20 133619
25/11/2023 05:21:34,15 132868
25/11/2023 05:21:40,21 149027
25/11/2023 05:21:46,18 133461
25/11/2023 05:21:52,17 128641
25/11/2023 05:21:58,18 127193
25/11/2023 05:22:04,12 137650
25/11/2023 05:22:10,18 137900
25/11/2023 05:22:16,12 137809
25/11/2023 05:22:22,17 154232
25/11/2023 05:22:28,18 134645
25/11/2023 05:22:34,18 132938
25/11/2023 05:22:40,20 132867
25/11/2023 05:22:46,11 132923
25/11/2023 05:22:52,12 132918
25/11/2023 05:22:58,13 172473
25/11/2023 05:23:04,18 171813
25/11/2023 05:23:10,14 140895
25/11/2023 05:23:16,21 141231
25/11/2023 05:23:22,18 135168
25/11/2023 05:23:28,12 130041
25/11/2023 05:23:34,15 139361
25/11/2023 05:23:40,12 138696
25/11/2023 05:23:46,15 142588
25/11/2023 05:23:52,15 129183
25/11/2023 05:23:58,12 132819
25/11/2023 05:24:04,13 132719
25/11/2023 05:24:10,20 134120
25/11/2023 05:24:16,12 131180
25/11/2023 05:24:22,18 131079
25/11/2023 05:24:28,17 132148
25/11/2023 05:24:34,17 137162
25/11/2023 05:24:40,15 135494
25/11/2023 05:24:46,14 135428
25/11/2023 05:24:52,18 135472
25/11/2023 05:24:58,13 135460
25/11/2023 05:25:04,12 153507
25/11/2023 05:25:10,18 154055
25/11/2023 05:25:16,18 139961
25/11/2023 05:25:22,18 140249
25/11/2023 05:25:28,17 135830
25/11/2023 05:25:34,19 130581
25/11/2023 05:25:40,15 133844
25/11/2023 05:25:46,18 133236
25/11/2023 05:25:52,13 143240
25/11/2023 05:25:58,12 129773
25/11/2023 05:26:04,21 136335
25/11/2023 05:26:10,14 136119
25/11/2023 05:26:16,12 145450
25/11/2023 05:26:22,15 142499
25/11/2023 05:26:28,14 142395
25/11/2023 05:26:34,12 135658
25/11/2023 05:26:40,18 137616
25/11/2023 05:26:46,20 135900
25/11/2023 05:26:52,13 135822
25/11/2023 05:26:58,12 135846
25/11/2023 05:27:04,18 135834
25/11/2023 05:27:10,19 157098
25/11/2023 05:27:16,12 157769
25/11/2023 05:27:22,21 135931
25/11/2023 05:27:28,18 136223
25/11/2023 05:27:34,14 154828
25/11/2023 05:27:40,15 149769
25/11/2023 05:27:46,21 137671
25/11/2023 05:27:52,21 137003
25/11/2023 05:27:58,14 140838
25/11/2023 05:28:04,11 136752
25/11/2023 05:28:10,18 137490
25/11/2023 05:28:16,20 137068
25/11/2023 05:28:22,16 143118
25/11/2023 05:28:28,16 140119
25/11/2023 05:28:34,12 140078
25/11/2023 05:28:40,12 144838
25/11/2023 05:28:46,12 141413
25/11/2023 05:28:52,13 139753
25/11/2023 05:28:58,18 139639
25/11/2023 05:29:04,13 139662
25/11/2023 05:29:10,12 139622
25/11/2023 05:29:16,13 157722
25/11/2023 05:29:22,13 158261
25/11/2023 05:29:28,11 136457
25/11/2023 05:29:34,17 136821
25/11/2023 05:29:40,15 140047
25/11/2023 05:29:46,18 134851
25/11/2023 05:29:52,13 135045
25/11/2023 05:29:58,16 134581
25/11/2023 05:30:04,21 153684
25/11/2023 05:30:10,15 132628
25/11/2023 05:30:16,20 150109
25/11/2023 05:30:22,13 149925
25/11/2023 05:30:28,14 140616
25/11/2023 05:30:34,21 137687
25/11/2023 05:30:40,17 137578
25/11/2023 05:30:46,15 163975
25/11/2023 05:30:52,16 135881
25/11/2023 05:30:58,11 134177
25/11/2023 05:31:04,14 134075
25/11/2023 05:31:10,16 134123
25/11/2023 05:31:16,21 134139
25/11/2023 05:31:22,15 161507
25/11/2023 05:31:28,20 162123
25/11/2023 05:31:34,13 143303
25/11/2023 05:31:40,18 143711
25/11/2023 05:31:46,14 143802
25/11/2023 05:31:52,13 138521
25/11/2023 05:31:58,11 135644
25/11/2023 05:32:04,13 135048
25/11/2023 05:32:10,14 141928
25/11/2023 05:32:16,11 140940
25/11/2023 05:32:22,20 135490
25/11/2023 05:32:28,13 135075
25/11/2023 05:32:34,15 151654
25/11/2023 05:32:40,12 148666
25/11/2023 05:32:46,13 148602
25/11/2023 05:32:52,18 139685
25/11/2023 05:32:58,16 133146
25/11/2023 05:33:04,17 129322
25/11/2023 05:33:10,15 129258
25/11/2023 05:33:16,13 129258
25/11/2023 05:33:22,13 129258
25/11/2023 05:33:28,18 149219
25/11/2023 05:33:34,13 150000
25/11/2023 05:33:40,13 148426
25/11/2023 05:33:46,13 148802
25/11/2023 05:33:52,19 144190
25/11/2023 05:33:58,19 139033
25/11/2023 05:34:04,21 132935
25/11/2023 05:34:10,18 132296
25/11/2023 05:34:16,12 139199
25/11/2023 05:34:22,16 131892
25/11/2023 05:34:28,17 138846
25/11/2023 05:34:34,11 138604
25/11/2023 05:34:40,13 147857
25/11/2023 05:34:46,12 144844
25/11/2023 05:34:52,16 144764
25/11/2023 05:34:58,18 140325
25/11/2023 05:35:04,21 138232
25/11/2023 05:35:10,20 136524
25/11/2023 05:35:16,19 136434
25/11/2023 05:35:22,19 136502
25/11/2023 05:35:28,11 136550
25/11/2023 05:35:34,16 147087
25/11/2023 05:35:40,12 147627
25/11/2023 05:35:46,14 149207
25/11/2023 05:35:52,21 149571
25/11/2023 05:35:58,17 147951
25/11/2023 05:36:04,19 142954
25/11/2023 05:36:10,21 136787
25/11/2023 05:36:16,14 136106
25/11/2023 05:36:22,18 133818
25/11/2023 05:36:28,13 132729
25/11/2023 05:36:34,14 146055
25/11/2023 05:36:40,13 145653
25/11/2023 05:36:46,15 139128
25/11/2023 05:36:52,13 136156
25/11/2023 05:36:58,15 136028
25/11/2023 05:37:04,21 159353
25/11/2023 05:37:10,14 140516
25/11/2023 05:37:16,13 138812
25/11/2023 05:37:22,21 138775
25/11/2023 05:37:28,18 138763
25/11/2023 05:37:34,18 138783
25/11/2023 05:37:40,16 144608
25/11/2023 05:37:46,18 145160
25/11/2023 05:37:52,19 143380
25/11/2023 05:37:58,14 143743
25/11/2023 05:38:04,17 142338
25/11/2023 05:38:10,18 137229
25/11/2023 05:38:16,13 134299
25/11/2023 05:38:22,13 133475
25/11/2023 05:38:28,13 134265
25/11/2023 05:38:34,13 133146
25/11/2023 05:38:40,14 143194
25/11/2023 05:38:46,21 143078
25/11/2023 05:38:52,13 139834
25/11/2023 05:38:58,21 136757
25/11/2023 05:39:04,20 136657
25/11/2023 05:39:10,21 136091
25/11/2023 05:39:16,21 151760
25/11/2023 05:39:22,14 150144
25/11/2023 05:39:28,16 149975
25/11/2023 05:39:34,20 150015
25/11/2023 05:39:40,14 149987
25/11/2023 05:39:46,19 163871
25/11/2023 05:39:52,16 164317
25/11/2023 05:39:58,22 139320
25/11/2023 05:40:04,16 139648
25/11/2023 05:40:10,16 139964
25/11/2023 05:40:16,14 134885
25/11/2023 05:40:22,21 147376
25/11/2023 05:40:28,18 146740
25/11/2023 05:40:34,17 134854
25/11/2023 05:40:40,13 132180
25/11/2023 05:40:46,19 139067
25/11/2023 05:40:52,16 138871
25/11/2023 05:40:58,19 140462
25/11/2023 05:41:04,20 137488
25/11/2023 05:41:10,16 137365
25/11/2023 05:41:16,19 131886
25/11/2023 05:41:22,21 138142
25/11/2023 05:41:28,19 135731
25/11/2023 05:41:34,19 135382
25/11/2023 05:41:40,21 135430
25/11/2023 05:41:46,12 135298
25/11/2023 05:41:52,18 140253
25/11/2023 05:41:58,13 140537
25/11/2023 05:42:04,18 142980
25/11/2023 05:42:10,22 143420
25/11/2023 05:42:16,16 132766
25/11/2023 05:42:22,18 127695
25/11/2023 05:42:28,17 127885
25/11/2023 05:42:34,22 127276
25/11/2023 05:42:40,14 128020
25/11/2023 05:42:46,17 125452
25/11/2023 05:42:52,16 135147
25/11/2023 05:42:58,17 134645
25/11/2023 05:43:04,19 131531
25/11/2023 05:43:10,13 128516
25/11/2023 05:43:16,18 128455
25/11/2023 05:43:22,20 131667
25/11/2023 05:43:28,18 134397
25/11/2023 05:43:34,14 132676
25/11/2023 05:43:40,16 132577
25/11/2023 05:43:46,14 132753
25/11/2023 05:43:52,22 132749
25/11/2023 05:43:58,19 138478
25/11/2023 05:44:04,21 139013
25/11/2023 05:44:10,12 132537
25/11/2023 05:44:16,20 132958
25/11/2023 05:44:22,16 143469
25/11/2023 05:44:28,16 138450
25/11/2023 05:44:34,16 132356
25/11/2023 05:44:40,16 131729
25/11/2023 05:44:46,17 132648
25/11/2023 05:44:52,13 130010
25/11/2023 05:44:58,13 166290
25/11/2023 05:45:04,14 166050
25/11/2023 05:45:10,17 131929
25/11/2023 05:45:16,13 126692
25/11/2023 05:45:22,11 126635
25/11/2023 05:45:28,21 140974
25/11/2023 05:45:34,19 138658
25/11/2023 05:45:40,16 136977
25/11/2023 05:45:46,20 136921
25/11/2023 05:45:52,16 136872
25/11/2023 05:45:58,22 136940
25/11/2023 05:46:04,13 147457
25/11/2023 05:46:10,19 148024
25/11/2023 05:46:16,21 135411
25/11/2023 05:46:22,21 135767
25/11/2023 05:46:28,11 148323
25/11/2023 05:46:34,17 143265
25/11/2023 05:46:40,19 137221
25/11/2023 05:46:46,22 136609
25/11/2023 05:46:52,19 131314
25/11/2023 05:46:58,17 131492
25/11/2023 05:47:04,22 133995
25/11/2023 05:47:10,15 133919
25/11/2023 05:47:16,20 143112
25/11/2023 05:47:22,17 139954
25/11/2023 05:47:28,15 139679
25/11/2023 05:47:34,16 139473
25/11/2023 05:47:40,14 135238
25/11/2023 05:47:46,14 133570
25/11/2023 05:47:52,21 133404
25/11/2023 05:47:58,14 133434
25/11/2023 05:48:04,18 133466
25/11/2023 05:48:10,16 142316
25/11/2023 05:48:16,20 142900
25/11/2023 05:48:22,22 137974
25/11/2023 05:48:28,17 138247
25/11/2023 05:48:34,14 147118
25/11/2023 05:48:40,20 141632
25/11/2023 05:48:46,21 135928
25/11/2023 05:48:52,14 135256
25/11/2023 05:48:58,20 133102
25/11/2023 05:49:04,20 136349
25/11/2023 05:49:10,20 137157
25/11/2023 05:49:16,19 137098
25/11/2023 05:49:22,21 138685
25/11/2023 05:49:28,17 135738
25/11/2023 05:49:34,16 135637
25/11/2023 05:49:40,14 134851
25/11/2023 05:49:46,18 142966
25/11/2023 05:49:52,16 141294
25/11/2023 05:49:58,18 141175
25/11/2023 05:50:04,19 141044
25/11/2023 05:50:10,16 141014
25/11/2023 05:50:16,19 146904
25/11/2023 05:50:22,22 147487
25/11/2023 05:50:28,22 139467
25/11/2023 05:50:34,12 139751
25/11/2023 05:50:40,16 144684
25/11/2023 05:50:46,20 139617
25/11/2023 05:50:52,15 136660
25/11/2023 05:50:58,20 136048
25/11/2023 05:51:04,16 148902
25/11/2023 05:51:10,16 145849
25/11/2023 05:51:16,17 151313
25/11/2023 05:51:22,20 151220
25/11/2023 05:51:28,17 141857
25/11/2023 05:51:34,17 138918
25/11/2023 05:51:40,21 138819
25/11/2023 05:51:46,12 144241
25/11/2023 05:51:52,19 147564
25/11/2023 05:51:58,17 145860
25/11/2023 05:52:04,20 145737
25/11/2023 05:52:10,22 145532
25/11/2023 05:52:16,18 145524
25/11/2023 05:52:22,20 165342
25/11/2023 05:52:28,21 165474
25/11/2023 05:52:34,17 147080
25/11/2023 05:52:40,14 147439
25/11/2023 05:52:46,18 168993
25/11/2023 05:52:52,18 163922
25/11/2023 05:52:58,15 133327
25/11/2023 05:53:04,19 132691
25/11/2023 05:53:10,19 133491
25/11/2023 05:53:16,14 130782
25/11/2023 05:53:22,15 146820
25/11/2023 05:53:28,13 146645
25/11/2023 05:53:34,12 147754
25/11/2023 05:53:40,20 144680
25/11/2023 05:53:46,19 144609
25/11/2023 05:53:52,19 134777
25/11/2023 05:53:58,18 136691
25/11/2023 05:54:04,19 134927
25/11/2023 05:54:10,14 134841
25/11/2023 05:54:16,15 134860
25/11/2023 05:54:22,16 134806
25/11/2023 05:54:28,19 152966
25/11/2023 05:54:34,21 152403
25/11/2023 05:54:40,20 138688
25/11/2023 05:54:46,21 138944
25/11/2023 05:54:52,16 140781
25/11/2023 05:54:58,17 135670
25/11/2023 05:55:04,12 132693
25/11/2023 05:55:10,14 132084
25/11/2023 05:55:16,20 132895
25/11/2023 05:55:22,21 133341
25/11/2023 05:55:28,12 135462
25/11/2023 05:55:34,20 135433
25/11/2023 05:55:40,19 138433
25/11/2023 05:55:46,12 135461
25/11/2023 05:55:52,17 135308
25/11/2023 05:55:58,15 153228
25/11/2023 05:56:04,12 136641
25/11/2023 05:56:10,12 134558
25/11/2023 05:56:16,14 134509
25/11/2023 05:56:22,11 134508
25/11/2023 05:56:28,14 134516
25/11/2023 05:56:34,18 168288
25/11/2023 05:56:40,13 168786
25/11/2023 05:56:46,19 137782
25/11/2023 05:56:52,16 138002
25/11/2023 05:56:58,19 160608
25/11/2023 05:57:04,21 155504
25/11/2023 05:57:10,17 134142
25/11/2023 05:57:16,14 133518
25/11/2023 05:57:22,15 134287
25/11/2023 05:57:28,20 133955
25/11/2023 05:57:34,17 137039
25/11/2023 05:57:40,12 136902
25/11/2023 05:57:46,17 142975
25/11/2023 05:57:52,19 139895
25/11/2023 05:57:58,14 139811
25/11/2023 05:58:04,19 135468
25/11/2023 05:58:10,17 154378
25/11/2023 05:58:16,12 152689
25/11/2023 05:58:22,12 152549
25/11/2023 05:58:28,17 152324
25/11/2023 05:58:34,14 152336
25/11/2023 05:58:40,18 153601
25/11/2023 05:58:46,20 153625
25/11/2023 05:58:52,12 139359
25/11/2023 05:58:58,18 139729
25/11/2023 05:59:04,16 153767
25/11/2023 05:59:10,14 148732
25/11/2023 05:59:16,12 148890
25/11/2023 05:59:22,18 148294
25/11/2023 05:59:28,12 145962
25/11/2023 05:59:34,14 145248
25/11/2023 05:59:40,21 135427
25/11/2023 05:59:46,18 134012
25/11/2023 05:59:52,12 142973
25/11/2023 05:59:58,17 143149
25/11/2023 06:00:04,15 138417
25/11/2023 06:00:10,19 154581
25/11/2023 06:00:16,18 153663
25/11/2023 06:00:22,18 151983
25/11/2023 06:00:28,14 151909
25/11/2023 06:00:34,12 151946
25/11/2023 06:00:40,22 151620
25/11/2023 06:00:46,17 166734
25/11/2023 06:00:52,15 166378
25/11/2023 06:00:58,14 147978
25/11/2023 06:01:04,19 148309
25/11/2023 06:01:10,13 139014
25/11/2023 06:01:16,11 133963
25/11/2023 06:01:22,20 134065
25/11/2023 06:01:28,18 133441
25/11/2023 06:01:34,18 161937
25/11/2023 06:01:40,14 133061
25/11/2023 06:01:46,12 140091
25/11/2023 06:01:52,11 139979
25/11/2023 06:01:58,15 145990
25/11/2023 06:02:04,17 143066
25/11/2023 06:02:10,15 142922
25/11/2023 06:02:16,14 151422
25/11/2023 06:02:22,18 141780
25/11/2023 06:02:28,19 140102
25/11/2023 06:02:34,18 140080
25/11/2023 06:02:40,20 140092
25/11/2023 06:02:46,14 140074
25/11/2023 06:02:52,14 164085
25/11/2023 06:02:58,11 164514
25/11/2023 06:03:04,12 140414
25/11/2023 06:03:10,18 140746
25/11/2023 06:03:16,18 153420
25/11/2023 06:03:22,12 148357
25/11/2023 06:03:28,14 139279
25/11/2023 06:03:34,11 138635
25/11/2023 06:03:40,15 164060
25/11/2023 06:03:46,20 142649
25/11/2023 06:03:52,13 145122
25/11/2023 06:03:58,16 145082
25/11/2023 06:04:04,20 163512
25/11/2023 06:04:10,17 160531
25/11/2023 06:04:16,16 160423
25/11/2023 06:04:22,17 150567
25/11/2023 06:04:28,18 158801
25/11/2023 06:04:34,13 157081
25/11/2023 06:04:40,17 156999
25/11/2023 06:04:46,20 157026
25/11/2023 06:04:52,17 156985
25/11/2023 06:04:58,16 158292
25/11/2023 06:05:04,15 158749
25/11/2023 06:05:10,21 145899
25/11/2023 06:05:16,13 146160
25/11/2023 06:05:22,15 141692
25/11/2023 06:05:28,15 136659
25/11/2023 06:05:34,18 136821
25/11/2023 06:05:40,12 136068
25/11/2023 06:05:46,15 136896
