Inicio: 25/11/2023  2:16:57,29 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: key-prop-no-anonymous-func.txt
25/11/2023 03:31:16,16 118693
25/11/2023 03:31:22,20 118612
25/11/2023 03:31:28,21 118600
25/11/2023 03:31:34,15 118609
25/11/2023 03:31:40,13 120714
25/11/2023 03:31:46,21 121059
25/11/2023 03:31:52,21 105863
25/11/2023 03:31:58,13 105981
25/11/2023 03:32:04,19 110582
25/11/2023 03:32:10,16 105424
25/11/2023 03:32:16,13 117938
25/11/2023 03:32:22,15 116930
25/11/2023 03:32:28,15 108887
25/11/2023 03:32:34,16 102099
25/11/2023 03:32:40,13 102267
25/11/2023 03:32:46,13 102195
25/11/2023 03:32:52,12 103669
25/11/2023 03:32:58,13 100677
25/11/2023 03:33:04,21 104093
25/11/2023 03:33:10,21 101371
25/11/2023 03:33:16,15 102105
25/11/2023 03:33:22,12 100417
25/11/2023 03:33:28,17 100373
25/11/2023 03:33:34,12 100370
25/11/2023 03:33:40,21 100380
25/11/2023 03:33:46,17 117128
25/11/2023 03:33:52,18 117185
25/11/2023 03:33:58,18 103128
25/11/2023 03:34:04,13 103366
25/11/2023 03:34:10,17 105104
25/11/2023 03:34:16,18 99899
25/11/2023 03:34:22,11 109393
25/11/2023 03:34:28,18 108453
25/11/2023 03:34:34,21 103392
25/11/2023 03:34:40,19 102745
25/11/2023 03:34:46,13 102948
25/11/2023 03:34:52,18 102916
25/11/2023 03:34:58,16 113393
25/11/2023 03:35:04,17 110389
25/11/2023 03:35:10,16 103001
25/11/2023 03:35:16,13 100311
25/11/2023 03:35:22,13 116979
25/11/2023 03:35:28,18 115300
25/11/2023 03:35:34,21 115247
25/11/2023 03:35:40,14 115207
25/11/2023 03:35:46,16 115259
25/11/2023 03:35:52,21 112079
25/11/2023 03:35:58,18 112126
25/11/2023 03:36:04,21 103960
25/11/2023 03:36:10,16 104198
25/11/2023 03:36:16,14 124471
25/11/2023 03:36:22,12 119327
25/11/2023 03:36:28,11 107277
25/11/2023 03:36:34,21 106317
25/11/2023 03:36:40,13 101305
25/11/2023 03:36:46,13 103744
25/11/2023 03:36:52,15 103952
25/11/2023 03:36:58,18 103893
25/11/2023 03:37:04,15 106830
25/11/2023 03:37:10,11 103858
25/11/2023 03:37:16,15 108334
25/11/2023 03:37:22,16 105645
25/11/2023 03:37:28,21 103472
25/11/2023 03:37:34,16 101764
25/11/2023 03:37:40,13 101716
25/11/2023 03:37:46,13 101732
25/11/2023 03:37:52,20 101765
25/11/2023 03:37:58,17 122125
25/11/2023 03:38:04,14 122288
25/11/2023 03:38:10,17 106871
25/11/2023 03:38:16,20 107045
25/11/2023 03:38:22,13 107214
25/11/2023 03:38:28,21 101875
25/11/2023 03:38:34,20 114425
25/11/2023 03:38:40,18 113433
25/11/2023 03:38:46,12 105340
25/11/2023 03:38:52,15 112239
25/11/2023 03:38:58,18 112431
25/11/2023 03:39:04,12 112374
25/11/2023 03:39:10,18 112243
25/11/2023 03:39:16,15 109311
25/11/2023 03:39:22,17 106379
25/11/2023 03:39:28,21 103689
25/11/2023 03:39:34,15 106084
25/11/2023 03:39:40,13 104384
25/11/2023 03:39:46,20 104340
25/11/2023 03:39:52,21 104364
25/11/2023 03:39:58,21 104372
25/11/2023 03:40:04,13 119639
25/11/2023 03:40:10,12 119818
25/11/2023 03:40:16,13 107275
25/11/2023 03:40:22,14 107541
25/11/2023 03:40:28,12 107576
25/11/2023 03:40:34,19 102296
25/11/2023 03:40:40,21 120986
25/11/2023 03:40:46,19 119998
25/11/2023 03:40:52,12 102493
25/11/2023 03:40:58,19 114150
25/11/2023 03:41:04,18 114361
25/11/2023 03:41:10,12 114269
25/11/2023 03:41:16,20 106397
25/11/2023 03:41:22,15 103369
25/11/2023 03:41:28,19 106616
25/11/2023 03:41:34,16 103950
25/11/2023 03:41:40,14 118616
25/11/2023 03:41:46,13 116968
25/11/2023 03:41:52,19 116908
25/11/2023 03:41:58,16 116896
25/11/2023 03:42:04,11 116924
25/11/2023 03:42:10,13 144499
25/11/2023 03:42:16,13 144838
25/11/2023 03:42:22,14 110809
25/11/2023 03:42:28,16 110970
25/11/2023 03:42:34,20 107931
25/11/2023 03:42:40,19 102595
25/11/2023 03:42:46,16 121406
25/11/2023 03:42:52,20 120426
25/11/2023 03:42:58,13 121615
25/11/2023 03:43:04,14 120899
25/11/2023 03:43:10,14 121074
25/11/2023 03:43:16,15 121058
25/11/2023 03:43:22,14 104294
25/11/2023 03:43:28,18 99758
25/11/2023 03:43:34,11 113282
25/11/2023 03:43:40,22 113772
25/11/2023 03:43:46,19 128488
25/11/2023 03:43:52,18 126808
25/11/2023 03:43:58,18 126772
25/11/2023 03:44:04,15 126732
25/11/2023 03:44:10,13 126753
25/11/2023 03:44:16,15 117706
25/11/2023 03:44:22,19 117816
25/11/2023 03:44:28,18 108152
25/11/2023 03:44:34,13 108350
25/11/2023 03:44:40,15 108663
25/11/2023 03:44:46,21 103623
25/11/2023 03:44:52,15 103674
25/11/2023 03:44:58,17 102669
25/11/2023 03:45:04,19 103709
25/11/2023 03:45:10,17 116731
25/11/2023 03:45:16,19 116940
25/11/2023 03:45:22,19 116903
25/11/2023 03:45:28,18 109235
25/11/2023 03:45:34,16 106207
25/11/2023 03:45:40,15 106506
25/11/2023 03:45:46,16 102974
25/11/2023 03:45:52,17 102035
25/11/2023 03:45:58,19 98467
25/11/2023 03:46:04,13 98435
25/11/2023 03:46:10,14 98434
25/11/2023 03:46:16,19 98438
25/11/2023 03:46:22,20 121774
25/11/2023 03:46:28,13 122211
25/11/2023 03:46:34,15 106508
25/11/2023 03:46:40,20 106742
25/11/2023 03:46:46,17 106938
25/11/2023 03:46:52,12 101882
25/11/2023 03:46:58,16 104942
25/11/2023 03:47:04,19 103962
25/11/2023 03:47:10,17 97011
25/11/2023 03:47:16,22 108068
25/11/2023 03:47:22,20 108212
25/11/2023 03:47:28,15 108236
25/11/2023 03:47:34,18 101748
25/11/2023 03:47:40,13 98600
25/11/2023 03:47:46,13 100246
25/11/2023 03:47:52,14 97572
25/11/2023 03:47:58,17 106499
25/11/2023 03:48:04,22 104439
25/11/2023 03:48:10,18 104363
25/11/2023 03:48:16,19 104379
25/11/2023 03:48:22,12 104379
25/11/2023 03:48:28,19 110755
25/11/2023 03:48:34,22 110722
25/11/2023 03:48:40,18 104505
25/11/2023 03:48:46,21 104693
25/11/2023 03:48:52,22 103981
25/11/2023 03:48:58,13 98689
25/11/2023 03:49:04,11 98995
25/11/2023 03:49:10,19 97927
25/11/2023 03:49:16,16 105194
25/11/2023 03:49:22,14 115371
25/11/2023 03:49:28,13 115552
25/11/2023 03:49:34,16 115527
25/11/2023 03:49:40,18 108115
25/11/2023 03:49:46,15 105223
25/11/2023 03:49:52,14 106741
25/11/2023 03:49:58,17 104055
25/11/2023 03:50:04,18 101670
25/11/2023 03:50:10,19 99990
25/11/2023 03:50:16,13 99890
25/11/2023 03:50:22,14 100010
25/11/2023 03:50:28,13 99934
25/11/2023 03:50:34,22 113772
25/11/2023 03:50:40,18 113937
25/11/2023 03:50:46,17 104514
25/11/2023 03:50:52,21 104643
25/11/2023 03:50:58,14 114338
25/11/2023 03:51:04,19 109244
25/11/2023 03:51:10,19 102776
25/11/2023 03:51:16,17 101832
25/11/2023 03:51:22,18 106837
25/11/2023 03:51:28,16 115446
25/11/2023 03:51:34,12 115666
25/11/2023 03:51:40,21 115640
25/11/2023 03:51:46,11 113775
25/11/2023 03:51:52,19 110792
25/11/2023 03:51:58,17 109315
25/11/2023 03:52:04,17 106641
25/11/2023 03:52:10,14 116808
25/11/2023 03:52:16,14 114739
25/11/2023 03:52:22,12 114715
25/11/2023 03:52:28,17 114739
25/11/2023 03:52:34,21 114731
25/11/2023 03:52:40,20 117648
25/11/2023 03:52:46,15 117782
25/11/2023 03:52:52,17 108510
25/11/2023 03:52:58,20 108668
25/11/2023 03:53:04,13 130333
25/11/2023 03:53:10,14 125329
25/11/2023 03:53:16,13 100844
25/11/2023 03:53:22,12 99922
25/11/2023 03:53:28,20 101046
25/11/2023 03:53:34,17 110706
25/11/2023 03:53:40,17 110890
25/11/2023 03:53:46,16 110823
25/11/2023 03:53:52,14 113526
25/11/2023 03:53:58,22 110550
25/11/2023 03:54:04,14 102921
25/11/2023 03:54:10,16 100227
25/11/2023 03:54:16,17 102542
25/11/2023 03:54:22,20 100902
25/11/2023 03:54:28,22 100826
25/11/2023 03:54:34,17 100838
25/11/2023 03:54:40,14 100850
25/11/2023 03:54:46,13 121383
25/11/2023 03:54:52,13 121506
25/11/2023 03:54:58,14 107808
25/11/2023 03:55:04,15 108006
25/11/2023 03:55:10,20 109770
25/11/2023 03:55:16,22 104734
25/11/2023 03:55:22,19 107960
25/11/2023 03:55:28,12 106920
25/11/2023 03:55:34,17 104935
25/11/2023 03:55:40,12 110143
25/11/2023 03:55:46,12 110379
25/11/2023 03:55:52,19 110279
25/11/2023 03:55:58,14 113374
25/11/2023 03:56:04,19 110483
25/11/2023 03:56:10,19 118110
25/11/2023 03:56:16,15 115416
25/11/2023 03:56:22,20 113039
25/11/2023 03:56:28,14 111331
25/11/2023 03:56:34,16 111278
25/11/2023 03:56:40,19 111286
25/11/2023 03:56:46,20 111278
25/11/2023 03:56:52,17 128343
25/11/2023 03:56:58,16 128567
25/11/2023 03:57:04,19 113155
25/11/2023 03:57:10,12 113357
25/11/2023 03:57:16,12 125941
25/11/2023 03:57:22,11 120925
25/11/2023 03:57:28,12 130351
25/11/2023 03:57:34,14 129206
25/11/2023 03:57:40,13 111908
25/11/2023 03:57:46,20 126684
25/11/2023 03:57:52,14 126839
25/11/2023 03:57:58,14 126707
25/11/2023 03:58:04,16 109519
25/11/2023 03:58:10,18 106571
25/11/2023 03:58:16,21 108178
25/11/2023 03:58:22,16 105508
25/11/2023 03:58:28,14 131501
25/11/2023 03:58:34,22 129833
25/11/2023 03:58:40,20 129745
25/11/2023 03:58:46,13 129741
25/11/2023 03:58:52,20 129789
25/11/2023 03:58:58,19 126323
25/11/2023 03:59:04,18 126646
25/11/2023 03:59:10,20 111141
25/11/2023 03:59:16,20 111407
25/11/2023 03:59:22,14 108503
25/11/2023 03:59:28,19 103495
25/11/2023 03:59:34,18 112977
25/11/2023 03:59:40,15 111957
25/11/2023 03:59:46,19 131184
25/11/2023 03:59:52,14 104234
25/11/2023 03:59:58,17 104363
25/11/2023 04:00:04,20 104331
25/11/2023 04:00:10,17 108978
25/11/2023 04:00:16,14 105994
25/11/2023 04:00:22,12 107592
25/11/2023 04:00:28,15 104906
25/11/2023 04:00:34,11 111712
25/11/2023 04:00:40,14 110016
25/11/2023 04:00:46,18 109972
25/11/2023 04:00:52,15 109968
25/11/2023 04:00:58,19 109983
25/11/2023 04:01:04,18 123978
25/11/2023 04:01:10,15 123620
25/11/2023 04:01:16,11 119141
25/11/2023 04:01:22,19 119279
25/11/2023 04:01:28,17 108471
25/11/2023 04:01:34,12 103435
25/11/2023 04:01:40,14 103577
25/11/2023 04:01:46,22 102629
25/11/2023 04:01:52,17 122175
25/11/2023 04:01:58,12 104227
25/11/2023 04:02:04,18 104443
25/11/2023 04:02:10,18 104341
25/11/2023 04:02:16,18 113499
25/11/2023 04:02:22,20 110452
25/11/2023 04:02:28,15 119979
25/11/2023 04:02:34,20 117293
25/11/2023 04:02:40,12 116913
25/11/2023 04:02:46,14 115337
25/11/2023 04:02:52,12 115181
25/11/2023 04:02:58,18 115185
25/11/2023 04:03:04,15 115193
25/11/2023 04:03:10,19 115109
25/11/2023 04:03:16,18 115393
25/11/2023 04:03:22,16 113707
25/11/2023 04:03:28,18 113921
25/11/2023 04:03:34,20 118605
25/11/2023 04:03:40,19 113565
25/11/2023 04:03:46,16 104540
25/11/2023 04:03:52,17 103608
25/11/2023 04:03:58,17 104550
25/11/2023 04:04:04,18 112697
25/11/2023 04:04:10,17 112920
25/11/2023 04:04:16,17 112888
25/11/2023 04:04:22,13 109712
25/11/2023 04:04:28,11 106784
25/11/2023 04:04:34,20 111385
25/11/2023 04:04:40,14 108719
25/11/2023 04:04:46,14 112450
25/11/2023 04:04:52,20 110782
25/11/2023 04:04:58,18 110762
25/11/2023 04:05:04,17 110754
25/11/2023 04:05:10,21 110762
25/11/2023 04:05:16,14 115458
25/11/2023 04:05:22,15 115758
25/11/2023 04:05:28,14 112636
25/11/2023 04:05:34,17 112862
25/11/2023 04:05:40,12 119094
25/11/2023 04:05:46,15 114130
25/11/2023 04:05:52,18 114214
25/11/2023 04:05:58,19 113266
25/11/2023 04:06:04,16 111278
25/11/2023 04:06:10,17 113650
25/11/2023 04:06:16,22 113543
25/11/2023 04:06:22,12 113463
25/11/2023 04:06:28,18 122620
25/11/2023 04:06:34,15 119632
25/11/2023 04:06:40,15 124320
25/11/2023 04:06:46,19 121614
25/11/2023 04:06:52,12 116169
25/11/2023 04:06:58,17 114477
25/11/2023 04:07:04,21 114413
25/11/2023 04:07:10,20 114409
25/11/2023 04:07:16,14 114417
25/11/2023 04:07:22,22 116041
25/11/2023 04:07:28,21 116247
25/11/2023 04:07:34,14 116214
25/11/2023 04:07:40,18 116476
25/11/2023 04:07:46,13 125728
25/11/2023 04:07:52,11 120720
25/11/2023 04:07:58,12 127032
25/11/2023 04:08:04,13 126103
25/11/2023 04:08:10,12 124086
25/11/2023 04:08:16,19 123463
25/11/2023 04:08:22,20 123658
25/11/2023 04:08:28,15 123326
25/11/2023 04:08:34,18 107007
25/11/2023 04:08:40,15 102411
25/11/2023 04:08:46,15 109943
25/11/2023 04:08:52,18 110405
25/11/2023 04:08:58,20 108076
25/11/2023 04:09:04,18 106368
25/11/2023 04:09:10,11 106320
25/11/2023 04:09:16,18 106328
25/11/2023 04:09:22,12 106336
25/11/2023 04:09:28,16 135587
25/11/2023 04:09:34,15 135486
25/11/2023 04:09:40,13 112242
25/11/2023 04:09:46,21 112452
25/11/2023 04:09:52,17 129523
25/11/2023 04:09:58,16 124486
25/11/2023 04:10:04,17 106212
25/11/2023 04:10:10,20 105248
25/11/2023 04:10:16,15 127632
25/11/2023 04:10:22,15 120885
25/11/2023 04:10:28,15 121033
25/11/2023 04:10:34,18 121045
25/11/2023 04:10:40,15 111419
25/11/2023 04:10:46,20 108379
25/11/2023 04:10:52,19 116083
25/11/2023 04:10:58,14 113393
25/11/2023 04:11:04,17 112790
25/11/2023 04:11:10,14 111078
25/11/2023 04:11:16,14 111018
25/11/2023 04:11:22,21 111065
25/11/2023 04:11:28,19 111057
25/11/2023 04:11:34,21 117036
25/11/2023 04:11:40,17 117344
25/11/2023 04:11:46,16 109335
25/11/2023 04:11:52,15 109497
25/11/2023 04:11:58,18 120774
25/11/2023 04:12:04,15 115758
25/11/2023 04:12:10,18 109835
25/11/2023 04:12:16,18 108875
25/11/2023 04:12:22,15 106858
25/11/2023 04:12:28,13 110676
25/11/2023 04:12:34,13 110908
25/11/2023 04:12:40,18 110844
25/11/2023 04:12:46,12 112396
25/11/2023 04:12:52,16 109311
25/11/2023 04:12:58,19 117083
25/11/2023 04:13:04,21 114014
25/11/2023 04:13:10,15 135082
25/11/2023 04:13:16,13 133448
25/11/2023 04:13:22,12 133270
25/11/2023 04:13:28,16 133310
25/11/2023 04:13:34,15 133342
25/11/2023 04:13:40,12 117893
25/11/2023 04:13:46,21 118219
25/11/2023 04:13:52,21 113807
25/11/2023 04:13:58,15 113914
25/11/2023 04:14:04,12 121857
25/11/2023 04:14:10,12 116833
25/11/2023 04:14:16,18 113931
25/11/2023 04:14:22,16 112991
25/11/2023 04:14:28,15 120245
25/11/2023 04:14:34,22 113412
25/11/2023 04:14:40,18 113596
25/11/2023 04:14:46,13 113602
25/11/2023 04:14:52,13 129043
25/11/2023 04:14:58,19 125983
25/11/2023 04:15:04,11 112194
25/11/2023 04:15:10,18 109121
25/11/2023 04:15:16,21 113423
25/11/2023 04:15:22,16 111803
25/11/2023 04:15:28,13 111723
25/11/2023 04:15:34,13 111711
25/11/2023 04:15:40,20 111767
25/11/2023 04:15:46,21 133178
25/11/2023 04:15:52,19 133131
25/11/2023 04:15:58,15 111479
25/11/2023 04:16:04,16 111722
25/11/2023 04:16:10,12 114996
25/11/2023 04:16:16,15 109992
25/11/2023 04:16:22,12 107126
25/11/2023 04:16:28,16 106198
25/11/2023 04:16:34,19 107385
25/11/2023 04:16:40,21 109665
25/11/2023 04:16:46,14 109869
25/11/2023 04:16:52,16 109805
25/11/2023 04:16:58,19 116043
25/11/2023 04:17:04,18 112987
25/11/2023 04:17:10,21 120894
25/11/2023 04:17:16,13 118176
25/11/2023 04:17:22,11 109270
25/11/2023 04:17:28,14 107692
25/11/2023 04:17:34,18 107623
25/11/2023 04:17:40,16 107613
25/11/2023 04:17:46,13 107629
25/11/2023 04:17:52,12 124222
25/11/2023 04:17:58,14 124312
25/11/2023 04:18:04,19 117717
25/11/2023 04:18:10,11 117899
25/11/2023 04:18:16,13 111819
25/11/2023 04:18:22,18 106807
25/11/2023 04:18:28,12 131937
25/11/2023 04:18:34,16 131025
25/11/2023 04:18:40,19 116925
25/11/2023 04:18:46,18 112965
25/11/2023 04:18:52,20 113221
25/11/2023 04:18:58,14 113133
25/11/2023 04:19:04,17 113020
25/11/2023 04:19:10,18 110070
25/11/2023 04:19:16,15 123925
25/11/2023 04:19:22,22 121179
25/11/2023 04:19:28,15 120135
25/11/2023 04:19:34,17 118510
25/11/2023 04:19:40,18 118260
25/11/2023 04:19:46,11 118330
25/11/2023 04:19:52,13 118362
25/11/2023 04:19:58,19 127660
25/11/2023 04:20:04,11 127927
25/11/2023 04:20:10,21 118799
25/11/2023 04:20:16,19 118995
25/11/2023 04:20:22,15 122119
25/11/2023 04:20:28,14 117099
25/11/2023 04:20:34,18 108085
25/11/2023 04:20:40,21 107125
25/11/2023 04:20:46,19 108348
25/11/2023 04:20:52,19 113985
25/11/2023 04:20:58,14 114236
25/11/2023 04:21:04,16 114236
25/11/2023 04:21:10,19 115115
25/11/2023 04:21:16,21 111923
25/11/2023 04:21:22,16 112147
25/11/2023 04:21:28,15 109485
25/11/2023 04:21:34,17 119012
25/11/2023 04:21:40,13 117395
25/11/2023 04:21:46,16 117186
25/11/2023 04:21:52,18 117248
25/11/2023 04:21:58,13 117300
25/11/2023 04:22:04,16 121915
25/11/2023 04:22:10,15 121688
25/11/2023 04:22:16,17 113807
25/11/2023 04:22:22,20 113951
25/11/2023 04:22:28,21 112648
25/11/2023 04:22:34,19 107588
25/11/2023 04:22:40,19 111734
25/11/2023 04:22:46,18 110825
25/11/2023 04:22:52,21 109042
25/11/2023 04:22:58,17 114400
25/11/2023 04:23:04,19 114580
25/11/2023 04:23:10,18 114545
25/11/2023 04:23:16,22 121905
25/11/2023 04:23:22,19 118718
25/11/2023 04:23:28,16 125081
25/11/2023 04:23:34,21 122481
25/11/2023 04:23:40,22 134035
25/11/2023 04:23:46,18 132375
25/11/2023 04:23:52,19 132317
25/11/2023 04:23:58,13 132292
25/11/2023 04:24:04,13 132356
25/11/2023 04:24:10,14 125540
25/11/2023 04:24:16,17 126403
25/11/2023 04:24:22,19 121851
25/11/2023 04:24:28,19 122002
25/11/2023 04:24:34,16 114327
25/11/2023 04:24:40,13 109390
25/11/2023 04:24:46,19 109520
25/11/2023 04:24:52,19 108632
25/11/2023 04:24:58,21 117282
25/11/2023 04:25:04,16 115052
25/11/2023 04:25:10,16 115356
25/11/2023 04:25:16,14 115296
25/11/2023 04:25:22,16 113476
25/11/2023 04:25:28,17 110325
25/11/2023 04:25:34,17 119720
25/11/2023 04:25:40,16 116909
25/11/2023 04:25:46,11 116263
25/11/2023 04:25:52,13 114515
25/11/2023 04:25:58,17 114481
25/11/2023 04:26:04,16 114351
25/11/2023 04:26:10,16 114410
25/11/2023 04:26:16,21 123432
25/11/2023 04:26:22,15 123791
25/11/2023 04:26:28,15 114485
25/11/2023 04:26:34,16 114679
25/11/2023 04:26:40,17 121105
25/11/2023 04:26:46,22 116061
25/11/2023 04:26:52,14 110039
25/11/2023 04:26:58,14 109263
25/11/2023 04:27:04,15 128930
25/11/2023 04:27:10,16 115993
25/11/2023 04:27:16,14 116273
25/11/2023 04:27:22,17 116233
25/11/2023 04:27:28,22 116143
25/11/2023 04:27:34,14 113090
25/11/2023 04:27:40,19 117737
25/11/2023 04:27:46,19 114997
25/11/2023 04:27:52,21 134017
25/11/2023 04:27:58,20 132373
25/11/2023 04:28:04,21 132044
25/11/2023 04:28:10,13 132068
25/11/2023 04:28:16,19 132033
25/11/2023 04:28:22,14 121265
25/11/2023 04:28:28,14 121565
25/11/2023 04:28:34,19 119958
25/11/2023 04:28:40,13 120136
25/11/2023 04:28:46,16 131087
25/11/2023 04:28:52,22 126135
25/11/2023 04:28:58,13 116969
25/11/2023 04:29:04,11 116193
25/11/2023 04:29:10,20 114189
25/11/2023 04:29:16,13 128771
25/11/2023 04:29:22,18 129126
25/11/2023 04:29:28,19 128990
25/11/2023 04:29:34,17 138148
25/11/2023 04:29:40,16 135148
25/11/2023 04:29:46,14 121310
25/11/2023 04:29:52,16 118574
25/11/2023 04:29:58,18 113003
25/11/2023 04:30:04,15 111252
25/11/2023 04:30:10,15 111173
25/11/2023 04:30:16,21 110952
25/11/2023 04:30:22,16 110941
25/11/2023 04:30:28,12 130994
25/11/2023 04:30:34,17 131077
25/11/2023 04:30:40,17 118707
25/11/2023 04:30:46,20 118853
25/11/2023 04:30:52,13 118954
25/11/2023 04:30:58,13 114000
25/11/2023 04:31:04,18 123330
25/11/2023 04:31:10,21 122558
25/11/2023 04:31:16,12 111086
25/11/2023 04:31:22,14 113453
25/11/2023 04:31:28,11 113726
25/11/2023 04:31:34,14 113690
25/11/2023 04:31:40,17 117028
25/11/2023 04:31:46,15 114064
25/11/2023 04:31:52,19 121789
25/11/2023 04:31:58,19 119033
25/11/2023 04:32:04,19 127463
25/11/2023 04:32:10,19 125829
25/11/2023 04:32:16,17 125691
25/11/2023 04:32:22,13 125683
25/11/2023 04:32:28,17 125534
25/11/2023 04:32:34,19 122283
25/11/2023 04:32:40,17 122412
25/11/2023 04:32:46,16 116041
25/11/2023 04:32:52,19 116299
25/11/2023 04:32:58,16 116514
25/11/2023 04:33:04,13 111542
25/11/2023 04:33:10,22 111636
25/11/2023 04:33:16,14 110836
25/11/2023 04:33:22,15 111848
25/11/2023 04:33:28,20 120263
25/11/2023 04:33:34,16 120446
25/11/2023 04:33:40,14 120374
25/11/2023 04:33:46,17 120378
25/11/2023 04:33:52,22 117149
25/11/2023 04:33:58,16 115645
25/11/2023 04:34:04,20 112915
25/11/2023 04:34:10,14 136631
25/11/2023 04:34:16,16 134753
25/11/2023 04:34:22,20 134679
25/11/2023 04:34:28,18 134674
25/11/2023 04:34:34,20 134678
25/11/2023 04:34:40,19 122883
25/11/2023 04:34:46,22 123159
25/11/2023 04:34:52,17 118340
25/11/2023 04:34:58,20 118533
25/11/2023 04:35:04,22 129564
25/11/2023 04:35:10,17 124547
25/11/2023 04:35:16,13 112326
25/11/2023 04:35:22,19 111588
25/11/2023 04:35:28,15 115675
25/11/2023 04:35:34,17 113246
25/11/2023 04:35:40,16 113421
25/11/2023 04:35:46,15 113361
25/11/2023 04:35:52,12 116348
25/11/2023 04:35:58,19 113432
25/11/2023 04:36:04,22 125849
25/11/2023 04:36:10,19 123153
25/11/2023 04:36:16,17 116335
25/11/2023 04:36:22,13 114407
25/11/2023 04:36:28,14 114201
25/11/2023 04:36:34,21 114201
25/11/2023 04:36:40,14 114205
25/11/2023 04:36:46,18 132642
25/11/2023 04:36:52,13 133080
25/11/2023 04:36:58,16 117583
25/11/2023 04:37:04,18 117703
25/11/2023 04:37:10,14 118006
25/11/2023 04:37:16,17 112990
25/11/2023 04:37:22,20 125437
25/11/2023 04:37:28,17 124708
25/11/2023 04:37:34,17 116455
25/11/2023 04:37:40,22 122047
25/11/2023 04:37:46,16 122238
25/11/2023 04:37:52,14 122150
25/11/2023 04:37:58,16 137436
25/11/2023 04:38:04,11 134532
25/11/2023 04:38:10,17 129939
25/11/2023 04:38:16,18 127229
25/11/2023 04:38:22,12 117312
25/11/2023 04:38:28,18 115672
25/11/2023 04:38:34,13 115249
25/11/2023 04:38:40,16 115249
25/11/2023 04:38:46,22 115261
25/11/2023 04:38:52,12 133540
25/11/2023 04:38:58,17 134060
25/11/2023 04:39:04,14 118268
25/11/2023 04:39:10,17 118500
25/11/2023 04:39:16,20 118752
25/11/2023 04:39:22,15 113728
25/11/2023 04:39:28,15 129245
25/11/2023 04:39:34,14 128569
25/11/2023 04:39:40,20 123376
25/11/2023 04:39:46,20 119572
25/11/2023 04:39:52,19 119745
25/11/2023 04:39:58,15 119681
25/11/2023 04:40:04,19 119798
25/11/2023 04:40:10,17 116842
25/11/2023 04:40:16,15 133760
25/11/2023 04:40:22,14 131098
25/11/2023 04:40:28,12 127268
25/11/2023 04:40:34,17 125720
25/11/2023 04:40:40,12 125550
25/11/2023 04:40:46,20 125425
25/11/2023 04:40:52,14 125405
25/11/2023 04:40:58,21 147239
25/11/2023 04:41:04,14 147732
25/11/2023 04:41:10,14 122848
25/11/2023 04:41:16,22 122923
25/11/2023 04:41:22,16 120073
25/11/2023 04:41:28,11 115002
25/11/2023 04:41:34,21 124400
25/11/2023 04:41:40,18 123704
25/11/2023 04:41:46,19 118458
25/11/2023 04:41:52,19 133232
25/11/2023 04:41:58,14 133403
25/11/2023 04:42:04,12 133332
25/11/2023 04:42:10,16 136321
25/11/2023 04:42:16,15 133375
25/11/2023 04:42:22,13 119501
25/11/2023 04:42:28,17 116831
25/11/2023 04:42:34,20 128426
25/11/2023 04:42:40,21 126786
25/11/2023 04:42:46,20 126692
25/11/2023 04:42:52,22 126740
25/11/2023 04:42:58,15 126508
25/11/2023 04:43:04,16 132426
25/11/2023 04:43:10,12 132899
25/11/2023 04:43:16,12 123509
25/11/2023 04:43:22,21 123772
25/11/2023 04:43:28,12 126947
25/11/2023 04:43:34,12 121910
25/11/2023 04:43:40,20 119026
25/11/2023 04:43:46,21 118257
25/11/2023 04:43:52,20 116126
25/11/2023 04:43:58,12 118553
25/11/2023 04:44:04,15 118743
25/11/2023 04:44:10,15 118635
25/11/2023 04:44:16,17 124792
25/11/2023 04:44:22,17 121840
25/11/2023 04:44:28,13 129638
25/11/2023 04:44:34,12 126990
25/11/2023 04:44:40,14 118477
25/11/2023 04:44:46,16 116845
25/11/2023 04:44:52,17 116795
25/11/2023 04:44:58,11 116735
25/11/2023 04:45:04,18 116755
25/11/2023 04:45:10,13 142674
25/11/2023 04:45:16,12 143070
25/11/2023 04:45:22,17 130794
25/11/2023 04:45:28,17 130994
25/11/2023 04:45:34,16 124968
25/11/2023 04:45:40,15 119608
25/11/2023 04:45:46,19 117196
25/11/2023 04:45:52,12 116509
25/11/2023 04:45:58,15 126599
25/11/2023 04:46:04,21 119738
25/11/2023 04:46:10,17 119990
25/11/2023 04:46:16,20 119946
25/11/2023 04:46:22,17 122945
25/11/2023 04:46:28,15 119986
25/11/2023 04:46:34,12 139941
25/11/2023 04:46:40,18 137508
25/11/2023 04:46:46,13 130575
25/11/2023 04:46:52,13 128944
25/11/2023 04:46:58,13 128869
25/11/2023 04:47:04,12 128900
25/11/2023 04:47:10,14 125800
25/11/2023 04:47:16,18 128398
25/11/2023 04:47:22,12 127862
25/11/2023 04:47:28,20 121354
25/11/2023 04:47:34,17 121569
25/11/2023 04:47:40,15 118544
25/11/2023 04:47:46,18 112596
25/11/2023 04:47:52,22 113089
25/11/2023 04:47:58,15 112438
25/11/2023 04:48:04,12 125820
25/11/2023 04:48:10,17 124389
25/11/2023 04:48:16,18 124090
25/11/2023 04:48:22,14 124022
25/11/2023 04:48:28,16 128644
