Inicio: 25/11/2023 11:58:48,83 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: unload-async-await.txt
25/11/2023 13:11:13,16 114178
25/11/2023 13:11:18,14 113196
25/11/2023 13:11:23,15 117208
25/11/2023 13:11:29,17 116892
25/11/2023 13:11:35,19 119715
25/11/2023 13:11:41,14 116725
25/11/2023 13:11:47,13 116693
25/11/2023 13:11:53,17 118390
25/11/2023 13:11:59,19 115483
25/11/2023 13:12:05,11 117871
25/11/2023 13:12:10,16 115888
25/11/2023 13:12:16,19 116041
25/11/2023 13:12:22,22 116015
25/11/2023 13:12:28,21 116035
25/11/2023 13:12:34,13 126996
25/11/2023 13:12:40,18 100243
25/11/2023 13:12:46,19 101057
25/11/2023 13:12:52,15 101161
25/11/2023 13:12:58,15 119025
25/11/2023 13:13:04,12 113704
25/11/2023 13:13:09,14 114238
25/11/2023 13:13:14,15 113196
25/11/2023 13:13:19,15 114226
25/11/2023 13:13:25,19 116043
25/11/2023 13:13:31,17 116830
25/11/2023 13:13:37,16 116830
25/11/2023 13:13:43,22 119750
25/11/2023 13:13:49,13 116585
25/11/2023 13:13:54,16 116441
25/11/2023 13:14:00,18 118314
25/11/2023 13:14:06,22 118036
25/11/2023 13:14:12,21 116101
25/11/2023 13:14:18,16 116089
25/11/2023 13:14:24,19 116139
25/11/2023 13:14:30,22 116119
25/11/2023 13:14:36,15 126964
25/11/2023 13:14:42,12 127272
25/11/2023 13:14:48,16 101420
25/11/2023 13:14:54,20 102154
25/11/2023 13:15:00,21 102192
25/11/2023 13:15:06,14 120282
25/11/2023 13:15:12,15 115350
25/11/2023 13:15:18,16 114808
25/11/2023 13:15:24,16 115268
25/11/2023 13:15:30,13 114592
25/11/2023 13:15:35,14 118576
25/11/2023 13:15:41,16 118211
25/11/2023 13:15:47,20 121356
25/11/2023 13:15:53,20 118302
25/11/2023 13:15:59,20 118305
25/11/2023 13:16:05,15 119938
25/11/2023 13:16:11,13 117174
25/11/2023 13:16:17,22 119491
25/11/2023 13:16:23,14 117703
25/11/2023 13:16:29,21 117705
25/11/2023 13:16:35,13 117631
25/11/2023 13:16:41,22 117687
25/11/2023 13:16:47,16 128651
25/11/2023 13:16:53,20 101909
25/11/2023 13:16:59,14 102841
25/11/2023 13:17:05,20 102908
25/11/2023 13:17:11,19 121180
25/11/2023 13:17:17,12 116184
25/11/2023 13:17:22,16 116696
25/11/2023 13:17:28,18 116286
25/11/2023 13:17:34,21 116171
25/11/2023 13:17:40,21 119154
25/11/2023 13:17:46,21 119118
25/11/2023 13:17:52,13 119086
25/11/2023 13:17:57,15 121951
25/11/2023 13:18:03,16 119023
25/11/2023 13:18:09,19 120615
25/11/2023 13:18:15,18 117817
25/11/2023 13:18:21,11 120199
25/11/2023 13:18:26,16 118297
25/11/2023 13:18:32,16 118459
25/11/2023 13:18:38,21 118467
25/11/2023 13:18:44,12 118439
25/11/2023 13:18:50,16 128894
25/11/2023 13:18:56,19 129521
25/11/2023 13:19:02,13 103305
25/11/2023 13:19:07,15 103464
25/11/2023 13:19:13,15 103571
25/11/2023 13:19:19,20 121752
25/11/2023 13:19:25,16 116811
25/11/2023 13:19:31,19 116235
25/11/2023 13:19:37,18 117057
25/11/2023 13:19:43,19 116236
25/11/2023 13:19:49,18 120049
25/11/2023 13:19:55,15 119605
25/11/2023 13:20:01,19 122455
25/11/2023 13:20:07,22 119451
25/11/2023 13:20:13,16 119402
25/11/2023 13:20:19,16 121081
25/11/2023 13:20:25,11 120655
25/11/2023 13:20:30,16 118668
25/11/2023 13:20:36,18 118820
25/11/2023 13:20:42,20 118809
25/11/2023 13:20:48,19 118809
25/11/2023 13:20:54,22 118701
25/11/2023 13:21:00,14 129582
25/11/2023 13:21:06,21 103082
25/11/2023 13:21:12,15 103876
25/11/2023 13:21:18,15 103944
25/11/2023 13:21:24,22 122270
25/11/2023 13:21:30,16 117858
25/11/2023 13:21:36,21 117187
25/11/2023 13:21:42,20 117391
25/11/2023 13:21:48,21 116927
25/11/2023 13:21:54,20 120483
25/11/2023 13:22:00,20 120522
25/11/2023 13:22:06,19 123369
25/11/2023 13:22:12,13 120347
25/11/2023 13:22:18,16 120323
25/11/2023 13:22:24,20 121969
25/11/2023 13:22:30,13 119163
25/11/2023 13:22:36,12 121424
25/11/2023 13:22:42,20 119584
25/11/2023 13:22:48,20 119559
25/11/2023 13:22:54,14 119519
25/11/2023 13:23:00,17 119566
25/11/2023 13:23:06,15 130807
25/11/2023 13:23:12,19 104047
25/11/2023 13:23:18,20 104888
25/11/2023 13:23:24,13 104911
25/11/2023 13:23:29,16 122927
25/11/2023 13:23:35,19 117656
25/11/2023 13:23:41,22 118251
25/11/2023 13:23:47,11 117433
25/11/2023 13:23:52,14 117330
25/11/2023 13:23:57,15 120129
25/11/2023 13:24:03,19 119621
25/11/2023 13:24:09,22 119637
25/11/2023 13:24:15,21 122498
25/11/2023 13:24:21,20 119416
25/11/2023 13:24:27,13 121033
25/11/2023 13:24:32,15 118149
25/11/2023 13:24:38,17 120594
25/11/2023 13:24:44,21 118854
25/11/2023 13:24:50,12 118828
25/11/2023 13:24:56,18 118856
25/11/2023 13:25:02,17 118838
25/11/2023 13:25:08,19 129215
25/11/2023 13:25:14,14 129782
25/11/2023 13:25:20,18 103707
25/11/2023 13:25:26,12 104071
25/11/2023 13:25:31,15 103953
25/11/2023 13:25:37,17 122447
25/11/2023 13:25:43,19 117467
25/11/2023 13:25:49,13 116945
25/11/2023 13:25:54,12 117132
25/11/2023 13:25:59,14 116714
25/11/2023 13:26:04,16 119970
25/11/2023 13:26:10,21 119942
25/11/2023 13:26:16,21 119941
25/11/2023 13:26:22,11 122825
25/11/2023 13:26:27,15 119667
25/11/2023 13:26:33,16 121424
25/11/2023 13:26:39,19 118612
25/11/2023 13:26:45,21 121045
25/11/2023 13:26:51,13 119279
25/11/2023 13:26:57,17 119285
25/11/2023 13:27:03,22 119302
25/11/2023 13:27:09,12 119280
25/11/2023 13:27:15,14 129796
25/11/2023 13:27:21,17 130250
25/11/2023 13:27:27,21 104233
25/11/2023 13:27:33,13 104507
25/11/2023 13:27:38,15 122462
25/11/2023 13:27:44,16 117415
25/11/2023 13:27:50,18 117627
25/11/2023 13:27:56,11 116949
25/11/2023 13:28:01,14 117535
25/11/2023 13:28:07,17 116883
25/11/2023 13:28:13,21 120649
25/11/2023 13:28:19,17 120229
25/11/2023 13:28:25,18 123119
25/11/2023 13:28:31,14 120075
25/11/2023 13:28:37,17 120063
25/11/2023 13:28:43,13 121750
25/11/2023 13:28:49,17 121249
25/11/2023 13:28:55,22 119463
25/11/2023 13:29:01,17 119439
25/11/2023 13:29:07,19 119453
25/11/2023 13:29:13,12 119437
25/11/2023 13:29:19,17 129708
25/11/2023 13:29:25,20 130359
25/11/2023 13:29:31,12 103838
25/11/2023 13:29:37,19 104552
25/11/2023 13:29:43,16 104614
25/11/2023 13:29:49,16 122781
25/11/2023 13:29:55,19 117797
25/11/2023 13:30:01,20 117253
25/11/2023 13:30:07,11 117658
25/11/2023 13:30:13,21 116999
25/11/2023 13:30:19,17 120718
25/11/2023 13:30:25,18 120347
25/11/2023 13:30:31,12 123133
25/11/2023 13:30:37,22 120175
25/11/2023 13:30:43,14 120113
25/11/2023 13:30:49,19 121807
25/11/2023 13:30:55,21 121623
25/11/2023 13:31:01,14 119279
25/11/2023 13:31:07,13 119230
25/11/2023 13:31:13,16 119237
25/11/2023 13:31:19,16 119175
25/11/2023 13:31:25,20 130893
25/11/2023 13:31:31,13 130235
25/11/2023 13:31:37,22 103619
25/11/2023 13:31:43,17 104358
25/11/2023 13:31:49,15 104390
25/11/2023 13:31:55,18 122478
25/11/2023 13:32:01,21 117540
25/11/2023 13:32:07,19 117046
25/11/2023 13:32:13,13 117422
25/11/2023 13:32:18,16 116806
25/11/2023 13:32:23,17 120369
25/11/2023 13:32:29,22 120265
25/11/2023 13:32:35,12 120249
25/11/2023 13:32:41,15 123587
25/11/2023 13:32:47,15 120410
25/11/2023 13:32:53,17 122111
25/11/2023 13:32:59,19 119287
25/11/2023 13:33:05,20 121634
25/11/2023 13:33:11,14 119904
25/11/2023 13:33:17,15 119931
25/11/2023 13:33:23,16 119882
25/11/2023 13:33:29,21 119906
25/11/2023 13:33:35,17 130752
25/11/2023 13:33:41,22 118234
25/11/2023 13:33:47,14 104998
25/11/2023 13:33:52,17 104959
25/11/2023 13:33:58,21 123191
25/11/2023 13:34:04,15 118044
25/11/2023 13:34:10,20 118282
25/11/2023 13:34:16,16 81888
25/11/2023 13:34:22,18 118220
25/11/2023 13:34:28,19 120702
25/11/2023 13:34:34,14 120673
25/11/2023 13:34:40,21 120668
25/11/2023 13:34:46,22 123602
25/11/2023 13:34:52,15 120551
25/11/2023 13:34:58,17 122137
25/11/2023 13:35:04,20 119356
25/11/2023 13:35:10,15 121734
25/11/2023 13:35:16,12 119957
25/11/2023 13:35:21,15 119781
25/11/2023 13:35:27,17 119959
25/11/2023 13:35:33,18 119958
25/11/2023 13:35:39,12 130592
25/11/2023 13:35:45,20 131082
25/11/2023 13:35:51,12 104812
25/11/2023 13:35:57,20 105074
25/11/2023 13:36:03,14 123206
25/11/2023 13:36:09,18 118022
25/11/2023 13:36:15,12 118176
25/11/2023 13:36:21,16 117412
25/11/2023 13:36:27,20 118352
25/11/2023 13:36:33,21 120568
25/11/2023 13:36:39,11 120733
25/11/2023 13:36:45,15 120723
25/11/2023 13:36:51,16 123873
25/11/2023 13:36:57,22 120818
25/11/2023 13:37:03,16 122444
25/11/2023 13:37:09,20 119593
25/11/2023 13:37:15,13 121882
25/11/2023 13:37:21,17 120180
25/11/2023 13:37:27,21 120169
25/11/2023 13:37:33,14 120148
25/11/2023 13:37:39,18 120171
25/11/2023 13:37:45,13 130684
25/11/2023 13:37:51,18 131145
25/11/2023 13:37:57,12 105052
25/11/2023 13:38:03,12 105270
25/11/2023 13:38:09,19 123479
25/11/2023 13:38:15,12 118369
25/11/2023 13:38:21,18 118371
25/11/2023 13:38:27,22 117588
25/11/2023 13:38:33,12 118508
25/11/2023 13:38:39,22 120718
25/11/2023 13:38:45,15 120839
25/11/2023 13:38:51,18 120863
25/11/2023 13:38:57,21 123576
25/11/2023 13:39:03,17 120517
25/11/2023 13:39:09,21 122158
25/11/2023 13:39:15,13 119256
25/11/2023 13:39:21,18 122059
25/11/2023 13:39:27,20 120353
25/11/2023 13:39:33,20 120308
25/11/2023 13:39:39,12 120200
25/11/2023 13:39:45,13 120187
25/11/2023 13:39:51,18 130808
25/11/2023 13:39:57,13 129161
25/11/2023 13:40:03,18 100911
25/11/2023 13:40:09,21 101146
25/11/2023 13:40:15,13 118402
25/11/2023 13:40:20,15 113022
25/11/2023 13:40:26,12 113563
25/11/2023 13:40:32,15 112906
25/11/2023 13:40:37,17 113727
25/11/2023 13:40:43,20 112977
25/11/2023 13:40:49,20 115926
25/11/2023 13:40:55,11 115518
25/11/2023 13:41:01,21 118878
25/11/2023 13:41:07,16 115862
25/11/2023 13:41:13,21 115854
25/11/2023 13:41:19,14 117015
25/11/2023 13:41:25,18 117006
25/11/2023 13:41:31,12 115211
25/11/2023 13:41:37,21 115193
25/11/2023 13:41:43,21 115160
25/11/2023 13:41:49,15 115173
25/11/2023 13:41:55,20 123536
25/11/2023 13:42:01,19 125901
25/11/2023 13:42:07,21 99507
25/11/2023 13:42:13,22 100252
25/11/2023 13:42:19,13 100302
25/11/2023 13:42:24,18 118535
25/11/2023 13:42:30,15 103976
25/11/2023 13:42:36,21 113359
25/11/2023 13:42:42,21 113459
25/11/2023 13:42:48,12 113143
25/11/2023 13:42:53,15 116496
25/11/2023 13:42:59,19 116422
25/11/2023 13:43:05,12 116392
25/11/2023 13:43:11,17 119338
25/11/2023 13:43:17,13 116198
25/11/2023 13:43:23,16 117849
25/11/2023 13:43:29,19 115068
25/11/2023 13:43:35,20 117473
25/11/2023 13:43:41,11 115675
25/11/2023 13:43:46,15 115501
25/11/2023 13:43:52,18 115653
25/11/2023 13:43:58,12 115645
25/11/2023 13:44:04,12 126119
25/11/2023 13:44:10,17 126485
25/11/2023 13:44:16,13 100362
25/11/2023 13:44:21,15 100436
25/11/2023 13:44:26,18 100466
25/11/2023 13:44:32,14 118694
25/11/2023 13:44:38,12 113723
25/11/2023 13:44:44,16 113193
25/11/2023 13:44:49,17 113695
25/11/2023 13:44:55,21 113181
25/11/2023 13:45:01,21 117105
25/11/2023 13:45:07,22 116765
25/11/2023 13:45:13,17 119936
25/11/2023 13:45:19,20 116953
25/11/2023 13:45:25,22 116954
25/11/2023 13:45:31,14 118629
25/11/2023 13:45:37,20 117337
25/11/2023 13:45:43,16 116494
25/11/2023 13:45:49,18 116480
25/11/2023 13:45:55,15 116476
25/11/2023 13:46:01,15 116454
25/11/2023 13:46:07,21 82393
25/11/2023 13:46:13,13 127590
25/11/2023 13:46:19,20 100829
25/11/2023 13:46:25,13 101613
25/11/2023 13:46:31,15 101677
25/11/2023 13:46:37,16 119836
25/11/2023 13:46:43,20 115977
25/11/2023 13:46:49,14 115039
25/11/2023 13:46:54,17 115134
25/11/2023 13:47:00,19 114871
25/11/2023 13:47:06,18 118102
25/11/2023 13:47:12,12 117866
25/11/2023 13:47:18,16 120772
25/11/2023 13:47:24,20 117727
25/11/2023 13:47:30,12 117718
25/11/2023 13:47:36,11 119381
25/11/2023 13:47:42,19 116595
25/11/2023 13:47:48,19 118967
25/11/2023 13:47:54,12 117177
25/11/2023 13:48:00,15 117153
25/11/2023 13:48:06,22 117151
25/11/2023 13:48:12,13 117150
25/11/2023 13:48:18,13 128057
25/11/2023 13:48:24,17 101222
25/11/2023 13:48:30,21 102184
25/11/2023 13:48:36,12 102282
25/11/2023 13:48:42,23 120466
25/11/2023 13:48:48,16 115040
25/11/2023 13:48:54,17 115639
25/11/2023 13:49:00,17 115200
25/11/2023 13:49:06,18 114895
25/11/2023 13:49:12,19 118144
25/11/2023 13:49:18,16 117916
25/11/2023 13:49:24,17 115675
25/11/2023 13:49:30,15 117701
25/11/2023 13:49:36,18 117673
25/11/2023 13:49:42,18 119294
25/11/2023 13:49:48,21 116520
25/11/2023 13:49:54,22 119100
25/11/2023 13:50:00,14 117314
25/11/2023 13:50:06,12 117286
25/11/2023 13:50:12,18 117302
25/11/2023 13:50:18,14 117302
25/11/2023 13:50:23,16 128070
25/11/2023 13:50:29,23 128126
25/11/2023 13:50:35,20 102193
25/11/2023 13:50:41,13 102367
25/11/2023 13:50:47,16 120461
25/11/2023 13:50:53,20 115295
25/11/2023 13:50:59,17 115601
25/11/2023 13:51:05,19 115113
25/11/2023 13:51:11,22 115132
25/11/2023 13:51:17,13 82511
25/11/2023 13:51:23,16 79372
25/11/2023 13:51:29,18 79344
25/11/2023 13:51:35,18 85603
25/11/2023 13:51:41,22 82713
25/11/2023 13:51:47,21 84540
25/11/2023 13:51:53,12 82664
25/11/2023 13:51:58,22 85004
25/11/2023 13:52:04,21 82632
25/11/2023 13:52:10,19 81385
25/11/2023 13:52:16,22 81205
25/11/2023 13:52:22,21 81097
25/11/2023 13:52:28,21 85601
25/11/2023 13:52:34,21 80765
25/11/2023 13:52:40,19 83951
25/11/2023 13:52:46,18 81161
25/11/2023 13:52:52,16 81840
25/11/2023 13:52:58,19 81264
25/11/2023 13:53:04,16 82195
25/11/2023 13:53:10,19 83085
25/11/2023 13:53:16,21 82057
25/11/2023 13:53:22,12 84474
25/11/2023 13:53:27,12 81706
25/11/2023 13:53:32,22 81659
25/11/2023 13:53:38,13 84453
25/11/2023 13:53:44,17 81701
25/11/2023 13:53:50,17 81679
25/11/2023 13:53:56,18 83709
25/11/2023 13:54:02,16 84349
25/11/2023 13:54:08,17 82008
25/11/2023 13:54:14,15 81974
25/11/2023 13:54:19,15 81840
25/11/2023 13:54:25,17 81436
25/11/2023 13:54:31,14 85995
25/11/2023 13:54:36,14 81213
25/11/2023 13:54:42,12 84649
25/11/2023 13:54:47,15 81403
25/11/2023 13:54:52,15 81359
25/11/2023 13:54:57,16 82345
25/11/2023 13:55:03,12 81361
25/11/2023 13:55:09,15 82038
25/11/2023 13:55:14,15 81484
25/11/2023 13:55:19,13 82136
25/11/2023 13:55:24,14 81570
25/11/2023 13:55:29,17 84306
25/11/2023 13:55:35,16 80994
25/11/2023 13:55:41,20 83787
25/11/2023 13:55:47,20 80547
25/11/2023 13:55:53,22 80511
25/11/2023 13:55:59,13 81908
25/11/2023 13:56:04,21 80026
25/11/2023 13:56:10,20 82432
25/11/2023 13:56:16,22 79928
25/11/2023 13:56:22,12 79890
25/11/2023 13:56:27,13 79892
25/11/2023 13:56:32,12 79887
25/11/2023 13:56:37,12 85245
25/11/2023 13:56:42,15 80715
25/11/2023 13:56:47,17 83856
25/11/2023 13:56:53,20 81109
25/11/2023 13:56:59,18 81112
25/11/2023 13:57:05,17 82077
25/11/2023 13:57:11,21 82553
25/11/2023 13:57:17,21 81509
25/11/2023 13:57:23,12 82117
25/11/2023 13:57:28,16 81541
25/11/2023 13:57:33,16 84547
25/11/2023 13:57:39,19 81801
25/11/2023 13:57:45,11 81759
25/11/2023 13:57:50,14 84543
25/11/2023 13:57:55,14 81799
25/11/2023 13:58:01,21 84083
25/11/2023 13:58:07,13 81755
25/11/2023 13:58:13,19 84067
25/11/2023 13:58:19,17 81779
25/11/2023 13:58:25,16 81743
25/11/2023 13:58:31,20 81755
25/11/2023 13:58:37,21 81744
25/11/2023 13:58:43,19 86281
25/11/2023 13:58:49,12 81837
25/11/2023 13:58:54,11 84531
25/11/2023 13:58:59,16 81831
25/11/2023 13:59:04,17 81791
25/11/2023 13:59:10,16 82465
25/11/2023 13:59:16,15 82959
25/11/2023 13:59:22,15 81967
25/11/2023 13:59:28,19 82665
25/11/2023 13:59:34,16 82107
25/11/2023 13:59:40,18 84777
25/11/2023 13:59:46,22 82005
25/11/2023 13:59:52,21 85303
25/11/2023 13:59:58,21 82071
25/11/2023 14:00:04,21 82039
25/11/2023 14:00:10,13 83943
25/11/2023 14:00:16,17 84617
25/11/2023 14:00:22,21 82081
25/11/2023 14:00:28,13 82018
25/11/2023 14:00:34,16 82029
25/11/2023 14:00:40,18 82031
25/11/2023 14:00:46,18 101286
25/11/2023 14:00:52,21 86150
25/11/2023 14:00:58,21 84959
25/11/2023 14:01:04,19 82253
25/11/2023 14:01:10,18 82217
25/11/2023 14:01:16,21 82819
25/11/2023 14:01:22,22 83683
25/11/2023 14:01:28,21 82496
25/11/2023 14:01:34,20 83048
25/11/2023 14:01:40,18 82499
25/11/2023 14:01:46,20 85243
25/11/2023 14:01:52,19 82493
25/11/2023 14:01:58,21 85241
25/11/2023 14:02:04,12 82491
25/11/2023 14:02:09,15 82465
25/11/2023 14:02:14,14 84363
25/11/2023 14:02:19,15 82454
25/11/2023 14:02:24,13 84803
25/11/2023 14:02:30,20 82501
25/11/2023 14:02:36,19 82469
25/11/2023 14:02:42,18 82467
25/11/2023 14:02:48,17 82475
25/11/2023 14:02:54,17 86935
25/11/2023 14:03:00,18 82444
25/11/2023 14:03:06,17 84866
25/11/2023 14:03:12,21 82154
25/11/2023 14:03:18,22 83199
25/11/2023 14:03:24,22 82237
25/11/2023 14:03:30,11 82791
25/11/2023 14:03:35,16 82229
25/11/2023 14:03:40,14 82797
25/11/2023 14:03:45,14 82241
25/11/2023 14:03:50,17 85015
25/11/2023 14:03:56,15 82245
25/11/2023 14:04:01,16 82207
25/11/2023 14:04:07,13 84932
25/11/2023 14:04:12,14 82189
25/11/2023 14:04:17,15 84529
25/11/2023 14:04:22,15 82209
25/11/2023 14:04:27,17 85233
25/11/2023 14:04:33,19 82079
25/11/2023 14:04:39,19 82061
25/11/2023 14:04:45,21 82049
25/11/2023 14:04:51,19 82057
25/11/2023 14:04:57,12 85977
25/11/2023 14:05:03,22 82113
25/11/2023 14:05:09,22 84815
25/11/2023 14:05:15,13 82125
25/11/2023 14:05:20,15 82089
25/11/2023 14:05:26,22 82693
25/11/2023 14:05:32,13 83457
25/11/2023 14:05:37,12 82475
25/11/2023 14:05:42,14 83485
25/11/2023 14:05:47,16 82531
25/11/2023 14:05:53,16 85305
25/11/2023 14:05:59,14 82500
25/11/2023 14:06:04,14 82483
25/11/2023 14:06:09,14 85285
25/11/2023 14:06:14,14 82533
25/11/2023 14:06:19,14 82505
25/11/2023 14:06:24,21 84413
25/11/2023 14:06:30,11 82547
25/11/2023 14:06:36,19 84031
25/11/2023 14:06:42,20 81712
25/11/2023 14:06:48,21 81688
25/11/2023 14:06:54,17 81688
25/11/2023 14:07:00,16 81684
25/11/2023 14:07:06,19 86192
25/11/2023 14:07:12,19 84862
25/11/2023 14:07:18,12 81718
25/11/2023 14:07:23,14 81680
25/11/2023 14:07:28,17 82674
25/11/2023 14:07:34,17 81724
25/11/2023 14:07:40,15 82272
25/11/2023 14:07:45,16 81712
25/11/2023 14:07:51,15 82247
25/11/2023 14:07:56,17 81710
25/11/2023 14:08:02,19 84474
25/11/2023 14:08:08,18 81716
25/11/2023 14:08:14,18 84456
25/11/2023 14:08:20,15 81726
25/11/2023 14:08:26,13 81698
25/11/2023 14:08:32,12 83608
25/11/2023 14:08:37,15 84283
25/11/2023 14:08:42,13 81447
25/11/2023 14:08:47,14 81427
25/11/2023 14:08:52,16 81427
25/11/2023 14:08:58,16 81435
25/11/2023 14:09:04,15 81431
25/11/2023 14:09:09,16 85923
25/11/2023 14:09:15,21 81400
25/11/2023 14:09:21,21 84104
25/11/2023 14:09:27,22 81402
25/11/2023 14:09:33,13 82792
25/11/2023 14:09:38,12 81394
25/11/2023 14:09:43,16 81932
25/11/2023 14:09:48,17 81392
25/11/2023 14:09:54,16 81956
25/11/2023 14:09:59,15 81396
25/11/2023 14:10:04,15 84429
25/11/2023 14:10:09,15 81401
25/11/2023 14:10:14,15 81361
25/11/2023 14:10:19,15 84145
25/11/2023 14:10:24,16 81397
25/11/2023 14:10:30,18 81367
25/11/2023 14:10:36,15 83271
25/11/2023 14:10:41,17 81392
25/11/2023 14:10:47,15 83858
25/11/2023 14:10:53,17 81560
25/11/2023 14:10:59,19 81678
25/11/2023 14:11:05,17 81678
25/11/2023 14:11:11,17 81682
25/11/2023 14:11:17,17 86162
25/11/2023 14:11:23,19 84834
25/11/2023 14:11:29,19 81706
25/11/2023 14:11:35,13 81773
25/11/2023 14:11:40,19 82415
25/11/2023 14:11:46,15 81851
25/11/2023 14:11:52,19 82395
25/11/2023 14:11:58,19 82915
25/11/2023 14:12:04,22 81859
25/11/2023 14:12:10,16 84623
25/11/2023 14:12:15,14 81859
25/11/2023 14:12:20,14 81829
25/11/2023 14:12:25,16 84613
25/11/2023 14:12:31,16 81877
25/11/2023 14:12:37,14 81839
25/11/2023 14:12:43,17 83731
25/11/2023 14:12:49,20 84185
25/11/2023 14:12:55,20 81873
25/11/2023 14:13:01,14 81996
25/11/2023 14:13:06,21 81991
25/11/2023 14:13:12,11 81985
25/11/2023 14:13:17,14 81950
25/11/2023 14:13:23,16 86398
25/11/2023 14:13:29,14 84668
25/11/2023 14:13:34,21 81926
25/11/2023 14:13:40,19 81909
25/11/2023 14:13:46,18 82500
25/11/2023 14:13:52,15 81936
25/11/2023 14:13:58,21 82764
25/11/2023 14:14:04,12 83247
25/11/2023 14:14:09,19 82262
25/11/2023 14:14:15,17 85020
25/11/2023 14:14:20,15 82272
25/11/2023 14:14:26,13 82233
25/11/2023 14:14:31,18 85072
25/11/2023 14:14:37,17 82330
25/11/2023 14:14:43,18 84668
25/11/2023 14:14:49,15 82336
25/11/2023 14:14:54,16 84624
25/11/2023 14:14:59,16 82328
25/11/2023 14:15:05,15 82250
25/11/2023 14:15:11,15 82284
25/11/2023 14:15:16,12 82270
25/11/2023 14:15:21,11 82288
25/11/2023 14:15:26,12 86800
25/11/2023 14:15:31,21 82324
25/11/2023 14:15:37,12 85124
25/11/2023 14:15:43,15 82416
25/11/2023 14:15:48,12 83446
25/11/2023 14:15:53,22 82408
25/11/2023 14:15:59,17 83424
25/11/2023 14:16:05,14 82421
25/11/2023 14:16:10,15 82980
25/11/2023 14:16:15,15 82421
25/11/2023 14:16:20,15 85201
25/11/2023 14:16:25,14 82416
25/11/2023 14:16:30,21 82394
25/11/2023 14:16:36,13 84982
25/11/2023 14:16:41,13 82262
25/11/2023 14:16:46,12 82210
25/11/2023 14:16:51,13 84118
25/11/2023 14:16:56,15 82258
25/11/2023 14:17:01,14 84561
25/11/2023 14:17:06,14 82262
25/11/2023 14:17:12,18 82233
25/11/2023 14:17:18,16 82250
25/11/2023 14:17:23,15 82228
25/11/2023 14:17:28,16 87212
25/11/2023 14:17:33,14 82277
25/11/2023 14:17:38,15 85430
25/11/2023 14:17:43,15 82269
25/11/2023 14:17:48,15 82246
25/11/2023 14:17:53,16 83339
25/11/2023 14:17:58,16 82371
25/11/2023 14:18:03,14 83355
25/11/2023 14:18:08,12 82375
25/11/2023 14:18:13,16 83383
25/11/2023 14:18:18,15 82375
25/11/2023 14:18:23,15 85593
25/11/2023 14:18:28,15 82369
25/11/2023 14:18:33,16 82285
25/11/2023 14:18:38,17 85607
25/11/2023 14:18:44,18 82375
25/11/2023 14:18:50,18 82347
25/11/2023 14:18:56,19 84247
25/11/2023 14:19:02,12 82383
25/11/2023 14:19:07,11 84663
25/11/2023 14:19:12,22 82371
25/11/2023 14:19:18,19 82349
25/11/2023 14:19:24,17 82349
25/11/2023 14:19:29,16 82345
25/11/2023 14:19:34,13 87165
25/11/2023 14:19:39,13 82387
25/11/2023 14:19:44,21 85295
25/11/2023 14:19:50,20 82383
25/11/2023 14:19:56,13 82349
25/11/2023 14:20:01,16 82948
25/11/2023 14:20:06,15 82371
25/11/2023 14:20:12,21 82965
25/11/2023 14:20:18,21 83834
25/11/2023 14:20:24,14 82399
25/11/2023 14:20:29,21 85637
25/11/2023 14:20:35,19 82419
25/11/2023 14:20:41,17 82391
25/11/2023 14:20:46,17 85191
25/11/2023 14:20:52,16 82455
25/11/2023 14:20:57,19 82389
25/11/2023 14:21:03,18 84293
25/11/2023 14:21:09,17 85049
25/11/2023 14:21:14,19 82421
25/11/2023 14:21:20,15 82405
25/11/2023 14:21:25,14 82609
25/11/2023 14:21:30,12 82619
25/11/2023 14:21:35,15 82610
25/11/2023 14:21:40,15 87111
25/11/2023 14:21:45,13 82643
25/11/2023 14:21:50,12 85346
25/11/2023 14:21:55,11 82646
25/11/2023 14:22:00,12 82614
25/11/2023 14:22:05,12 83210
25/11/2023 14:22:10,21 82539
25/11/2023 14:22:16,13 83006
25/11/2023 14:22:21,16 82446
25/11/2023 14:22:27,13 83229
25/11/2023 14:22:33,20 84144
25/11/2023 14:22:39,21 85311
25/11/2023 14:22:45,17 82663
25/11/2023 14:22:51,21 85420
25/11/2023 14:22:57,18 82656
25/11/2023 14:23:03,20 82618
25/11/2023 14:23:09,19 84508
25/11/2023 14:23:15,16 84966
25/11/2023 14:23:20,16 82642
25/11/2023 14:23:25,18 82616
25/11/2023 14:23:31,16 82624
25/11/2023 14:23:36,17 82612
25/11/2023 14:23:41,14 82620
25/11/2023 14:23:46,15 87126
25/11/2023 14:23:51,15 82607
25/11/2023 14:23:56,13 85344
25/11/2023 14:24:01,13 82646
25/11/2023 14:24:07,13 82618
25/11/2023 14:24:12,15 83220
25/11/2023 14:24:18,15 82648
25/11/2023 14:24:23,16 83170
25/11/2023 14:24:28,16 82610
25/11/2023 14:24:34,15 83170
25/11/2023 14:24:40,18 85517
25/11/2023 14:24:45,17 82719
25/11/2023 14:24:51,14 82699
25/11/2023 14:24:56,16 85481
25/11/2023 14:25:01,14 83141
25/11/2023 14:25:06,22 83097
25/11/2023 14:25:12,21 85273
25/11/2023 14:25:18,19 83389
