Inicio: 25/11/2023 11:58:48,83 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: unload-async-await.txt
25/11/2023 14:25:24,19 85649
25/11/2023 14:25:30,19 83383
25/11/2023 14:25:36,20 83307
25/11/2023 14:25:42,13 83341
25/11/2023 14:25:48,20 83337
25/11/2023 14:25:54,19 87837
25/11/2023 14:26:00,16 87155
25/11/2023 14:26:05,15 84008
25/11/2023 14:26:10,12 83980
25/11/2023 14:26:15,21 84935
25/11/2023 14:26:21,17 84016
25/11/2023 14:26:27,18 84568
25/11/2023 14:26:33,17 84028
25/11/2023 14:26:39,14 84574
25/11/2023 14:26:45,15 87271
25/11/2023 14:26:51,16 84021
25/11/2023 14:26:57,21 83992
25/11/2023 14:27:03,15 86734
25/11/2023 14:27:08,13 84020
25/11/2023 14:27:13,22 83977
25/11/2023 14:27:19,18 85862
25/11/2023 14:27:25,14 86900
25/11/2023 14:27:31,20 84060
25/11/2023 14:27:37,22 84027
25/11/2023 14:27:43,18 84028
25/11/2023 14:27:49,16 84032
25/11/2023 14:27:54,15 89385
25/11/2023 14:27:59,16 84064
25/11/2023 14:28:04,14 87292
25/11/2023 14:28:09,20 84065
25/11/2023 14:28:15,19 84032
25/11/2023 14:28:21,15 84637
25/11/2023 14:28:26,14 84060
25/11/2023 14:28:31,13 84615
25/11/2023 14:28:36,13 84061
25/11/2023 14:28:41,12 85001
25/11/2023 14:28:46,22 84086
25/11/2023 14:28:52,17 85734
25/11/2023 14:28:58,22 84059
25/11/2023 14:29:04,18 87358
25/11/2023 14:29:10,15 84089
25/11/2023 14:29:16,17 84053
25/11/2023 14:29:21,15 85957
25/11/2023 14:29:27,20 84089
25/11/2023 14:29:33,16 86484
25/11/2023 14:29:39,21 84199
25/11/2023 14:29:45,19 84154
25/11/2023 14:29:51,18 84162
25/11/2023 14:29:57,22 84162
25/11/2023 14:30:03,13 87578
25/11/2023 14:30:09,19 91692
25/11/2023 14:30:15,16 86671
25/11/2023 14:30:20,18 84210
25/11/2023 14:30:26,16 84566
25/11/2023 14:30:32,16 83960
25/11/2023 14:30:38,20 84535
25/11/2023 14:30:44,18 85459
25/11/2023 14:30:50,17 84426
25/11/2023 14:30:56,12 86778
25/11/2023 14:31:01,13 83998
25/11/2023 14:31:06,13 83958
25/11/2023 14:31:11,12 86755
25/11/2023 14:31:16,13 84002
25/11/2023 14:31:22,22 83974
25/11/2023 14:31:28,18 85882
25/11/2023 14:31:34,13 84008
25/11/2023 14:31:39,13 86290
25/11/2023 14:31:44,14 84007
25/11/2023 14:31:49,14 83975
25/11/2023 14:31:54,15 83968
25/11/2023 14:31:59,14 83973
25/11/2023 14:32:04,14 83970
25/11/2023 14:32:10,16 88472
25/11/2023 14:32:16,18 86745
25/11/2023 14:32:22,22 84018
25/11/2023 14:32:28,20 83980
25/11/2023 14:32:34,17 84583
25/11/2023 14:32:40,15 84930
25/11/2023 14:32:46,17 84010
25/11/2023 14:32:52,22 84574
25/11/2023 14:32:58,19 84015
25/11/2023 14:33:04,18 86770
25/11/2023 14:33:10,17 84019
25/11/2023 14:33:15,15 87239
25/11/2023 14:33:20,12 84015
25/11/2023 14:33:25,13 83987
25/11/2023 14:33:30,14 86337
25/11/2023 14:33:35,15 84056
25/11/2023 14:33:41,15 86358
25/11/2023 14:33:46,15 84065
25/11/2023 14:33:51,15 83980
25/11/2023 14:33:57,12 84015
25/11/2023 14:34:02,21 84002
25/11/2023 14:34:08,19 84023
25/11/2023 14:34:14,22 88774
25/11/2023 14:34:20,22 87502
25/11/2023 14:34:26,12 82933
25/11/2023 14:34:31,12 82230
25/11/2023 14:34:36,22 83187
25/11/2023 14:34:42,18 82185
25/11/2023 14:34:48,18 82475
25/11/2023 14:34:54,14 81945
25/11/2023 14:34:59,14 82495
25/11/2023 14:35:04,14 81941
25/11/2023 14:35:09,11 84411
25/11/2023 14:35:14,13 81631
25/11/2023 14:35:19,21 81615
25/11/2023 14:35:25,20 83677
25/11/2023 14:35:31,13 80891
25/11/2023 14:35:36,16 83259
25/11/2023 14:35:41,16 80921
25/11/2023 14:35:47,15 83197
25/11/2023 14:35:53,19 80824
25/11/2023 14:35:59,16 80803
25/11/2023 14:36:04,17 80795
25/11/2023 14:36:10,12 80804
25/11/2023 14:36:15,13 84301
25/11/2023 14:36:20,17 80354
25/11/2023 14:36:26,14 83059
25/11/2023 14:36:32,17 80366
25/11/2023 14:36:37,14 80322
25/11/2023 14:36:42,14 80923
25/11/2023 14:36:47,13 80371
25/11/2023 14:36:52,12 80914
25/11/2023 14:36:57,11 80371
25/11/2023 14:37:02,21 81302
25/11/2023 14:37:08,12 80375
25/11/2023 14:37:13,11 83251
25/11/2023 14:37:18,20 80484
25/11/2023 14:37:24,16 80420
25/11/2023 14:37:29,14 83223
25/11/2023 14:37:34,12 80483
25/11/2023 14:37:39,22 80447
25/11/2023 14:37:45,19 82361
25/11/2023 14:37:51,18 82834
25/11/2023 14:37:57,13 80486
25/11/2023 14:38:02,22 80453
25/11/2023 14:38:08,15 80462
25/11/2023 14:38:14,22 80449
25/11/2023 14:38:20,20 114832
25/11/2023 14:38:26,14 83365
25/11/2023 14:38:31,13 83663
25/11/2023 14:38:36,21 80462
25/11/2023 14:38:42,17 80445
25/11/2023 14:38:47,16 81401
25/11/2023 14:38:52,18 80484
25/11/2023 14:38:58,18 81044
25/11/2023 14:39:04,16 80489
25/11/2023 14:39:09,17 81041
25/11/2023 14:39:15,17 80448
25/11/2023 14:39:21,18 83246
25/11/2023 14:39:27,16 80486
25/11/2023 14:39:32,15 83310
25/11/2023 14:39:38,14 80574
25/11/2023 14:39:44,18 80534
25/11/2023 14:39:50,15 82466
25/11/2023 14:39:55,15 80577
25/11/2023 14:40:01,16 82824
25/11/2023 14:40:06,21 80516
25/11/2023 14:40:12,19 80496
25/11/2023 14:40:18,15 80496
25/11/2023 14:40:23,18 80488
25/11/2023 14:40:29,17 85056
25/11/2023 14:40:35,15 80574
25/11/2023 14:40:41,12 83272
25/11/2023 14:40:47,12 80576
25/11/2023 14:40:52,14 81379
25/11/2023 14:40:57,12 80815
25/11/2023 14:41:02,15 81571
25/11/2023 14:41:07,15 80803
25/11/2023 14:41:12,13 81723
25/11/2023 14:41:17,13 80811
25/11/2023 14:41:22,15 83971
25/11/2023 14:41:27,12 80811
25/11/2023 14:41:32,14 80787
25/11/2023 14:41:37,14 83843
25/11/2023 14:41:42,17 80823
25/11/2023 14:41:47,15 80787
25/11/2023 14:41:52,15 82695
25/11/2023 14:41:57,13 80818
25/11/2023 14:42:02,20 83106
25/11/2023 14:42:08,22 80822
25/11/2023 14:42:14,21 80790
25/11/2023 14:42:20,17 80802
25/11/2023 14:42:26,18 80790
25/11/2023 14:42:32,11 85772
25/11/2023 14:42:38,19 80823
25/11/2023 14:42:44,16 83542
25/11/2023 14:42:49,16 80866
25/11/2023 14:42:55,17 80797
25/11/2023 14:43:01,20 81441
25/11/2023 14:43:07,22 81908
25/11/2023 14:43:13,19 80889
25/11/2023 14:43:19,19 81433
25/11/2023 14:43:25,13 80873
25/11/2023 14:43:31,21 83687
25/11/2023 14:43:37,12 80894
25/11/2023 14:43:43,18 83653
25/11/2023 14:43:49,15 80905
25/11/2023 14:43:54,15 80866
25/11/2023 14:43:59,16 82774
25/11/2023 14:44:05,16 80904
25/11/2023 14:44:10,16 83188
25/11/2023 14:44:15,16 80897
25/11/2023 14:44:21,13 80884
25/11/2023 14:44:26,13 80868
25/11/2023 14:44:32,20 80887
25/11/2023 14:44:38,16 85796
25/11/2023 14:44:44,22 81009
25/11/2023 14:44:50,20 83709
25/11/2023 14:44:56,19 81018
25/11/2023 14:45:02,18 81912
25/11/2023 14:45:08,18 81012
25/11/2023 14:45:14,12 81576
25/11/2023 14:45:19,13 81016
25/11/2023 14:45:24,11 81572
25/11/2023 14:45:29,12 81016
25/11/2023 14:45:34,11 83769
25/11/2023 14:45:39,13 81016
25/11/2023 14:45:44,21 80980
25/11/2023 14:45:50,18 83769
25/11/2023 14:45:56,15 81029
25/11/2023 14:46:01,21 82727
25/11/2023 14:46:07,20 81037
25/11/2023 14:46:13,21 83316
25/11/2023 14:46:19,18 81033
25/11/2023 14:46:25,15 80993
25/11/2023 14:46:30,15 80996
25/11/2023 14:46:35,15 80986
25/11/2023 14:46:40,15 80961
25/11/2023 14:46:45,14 85761
25/11/2023 14:46:51,17 81297
25/11/2023 14:46:57,17 83865
25/11/2023 14:47:03,18 81292
25/11/2023 14:47:09,16 81860
25/11/2023 14:47:15,14 81288
25/11/2023 14:47:21,19 81856
25/11/2023 14:47:27,18 82358
25/11/2023 14:47:33,16 81299
25/11/2023 14:47:39,15 84091
25/11/2023 14:47:45,21 81317
25/11/2023 14:47:51,19 81295
25/11/2023 14:47:57,20 84173
25/11/2023 14:48:03,15 81509
25/11/2023 14:48:08,14 83383
25/11/2023 14:48:13,13 81499
25/11/2023 14:48:18,15 83799
25/11/2023 14:48:23,15 81501
25/11/2023 14:48:28,15 81475
25/11/2023 14:48:33,16 81441
25/11/2023 14:48:38,15 81467
25/11/2023 14:48:43,14 81461
25/11/2023 14:48:48,10 86009
25/11/2023 14:48:53,21 81527
25/11/2023 14:48:59,15 84229
25/11/2023 14:49:04,12 81517
25/11/2023 14:49:09,14 81501
25/11/2023 14:49:14,16 82093
25/11/2023 14:49:19,18 81525
25/11/2023 14:49:25,11 82085
25/11/2023 14:49:30,21 81535
25/11/2023 14:49:36,14 82089
25/11/2023 14:49:42,19 84749
25/11/2023 14:49:48,19 81539
25/11/2023 14:49:54,16 81501
25/11/2023 14:49:59,18 84273
25/11/2023 14:50:05,14 81545
25/11/2023 14:50:10,13 81509
25/11/2023 14:50:15,13 83400
25/11/2023 14:50:20,21 81521
25/11/2023 14:50:26,18 83631
25/11/2023 14:50:32,20 80419
25/11/2023 14:50:38,21 79872
25/11/2023 14:50:44,21 79863
25/11/2023 14:50:50,21 77865
25/11/2023 14:50:56,16 81456
25/11/2023 14:51:01,17 76152
25/11/2023 14:51:06,17 78857
25/11/2023 14:51:12,18 76159
25/11/2023 14:51:18,18 77187
25/11/2023 14:51:24,16 75716
25/11/2023 14:51:30,20 72376
25/11/2023 14:51:36,19 72151
25/11/2023 14:51:42,21 73265
25/11/2023 14:51:48,21 76389
25/11/2023 14:51:54,14 73212
25/11/2023 14:51:59,16 73257
25/11/2023 14:52:04,14 76054
25/11/2023 14:52:09,14 73952
25/11/2023 14:52:15,16 73974
25/11/2023 14:52:21,13 76417
25/11/2023 14:52:27,17 77473
25/11/2023 14:52:33,19 74636
25/11/2023 14:52:39,21 74605
25/11/2023 14:52:45,17 74605
25/11/2023 14:52:50,16 74593
25/11/2023 14:52:55,18 74593
25/11/2023 14:53:01,13 80863
25/11/2023 14:53:06,14 76366
25/11/2023 14:53:11,12 79134
25/11/2023 14:53:16,20 76433
25/11/2023 14:53:22,15 77509
25/11/2023 14:53:28,21 76433
25/11/2023 14:53:34,21 77330
25/11/2023 14:53:40,19 76707
25/11/2023 14:53:46,19 77349
25/11/2023 14:53:52,20 86058
25/11/2023 14:53:58,14 79286
25/11/2023 14:54:04,13 76766
25/11/2023 14:54:10,16 79550
25/11/2023 14:54:15,18 76757
25/11/2023 14:54:21,17 76766
25/11/2023 14:54:27,17 79030
25/11/2023 14:54:32,14 78643
25/11/2023 14:54:38,15 79322
25/11/2023 14:54:44,17 77150
25/11/2023 14:54:49,14 77126
25/11/2023 14:54:54,15 77122
25/11/2023 14:54:59,18 77126
25/11/2023 14:55:05,17 81632
25/11/2023 14:55:11,15 77152
25/11/2023 14:55:17,17 80000
25/11/2023 14:55:23,16 77300
25/11/2023 14:55:28,16 78084
25/11/2023 14:55:34,18 77300
25/11/2023 14:55:40,16 77852
25/11/2023 14:55:45,16 77292
25/11/2023 14:55:50,13 77856
25/11/2023 14:55:55,20 77304
25/11/2023 14:56:01,16 80024
25/11/2023 14:56:07,21 77304
25/11/2023 14:56:13,21 80659
25/11/2023 14:56:19,18 77452
25/11/2023 14:56:25,17 77408
25/11/2023 14:56:31,16 79372
25/11/2023 14:56:36,16 77500
25/11/2023 14:56:42,20 79803
25/11/2023 14:56:48,17 77499
25/11/2023 14:56:54,12 77467
25/11/2023 14:57:00,15 77463
25/11/2023 14:57:05,15 77467
25/11/2023 14:57:10,13 81947
25/11/2023 14:57:15,15 77495
25/11/2023 14:57:20,17 80207
25/11/2023 14:57:26,14 77499
25/11/2023 14:57:31,12 77467
25/11/2023 14:57:36,22 78063
25/11/2023 14:57:42,20 77495
25/11/2023 14:57:48,21 78224
25/11/2023 14:57:54,15 78264
25/11/2023 14:57:59,13 77676
25/11/2023 14:58:04,21 80420
25/11/2023 14:58:10,20 77667
25/11/2023 14:58:16,18 77628
25/11/2023 14:58:22,15 80668
25/11/2023 14:58:27,16 77924
25/11/2023 14:58:33,17 80200
25/11/2023 14:58:39,13 77932
25/11/2023 14:58:44,12 80220
25/11/2023 14:58:49,12 77920
25/11/2023 14:58:54,12 77872
25/11/2023 14:58:59,21 77892
25/11/2023 14:59:05,18 77888
25/11/2023 14:59:11,13 77884
25/11/2023 14:59:16,16 82624
25/11/2023 14:59:22,12 78160
25/11/2023 14:59:27,22 80928
25/11/2023 14:59:33,14 78232
25/11/2023 14:59:39,19 79848
25/11/2023 14:59:45,13 79076
25/11/2023 14:59:51,15 79640
25/11/2023 14:59:56,13 79076
25/11/2023 15:00:01,14 79624
25/11/2023 15:00:06,13 79080
25/11/2023 15:00:11,14 81831
25/11/2023 15:00:16,13 79065
25/11/2023 15:00:21,14 79041
25/11/2023 15:00:26,13 81821
25/11/2023 15:00:32,14 79085
25/11/2023 15:00:37,15 79049
25/11/2023 15:00:43,17 80961
25/11/2023 15:00:49,17 81677
25/11/2023 15:00:55,14 79081
25/11/2023 15:01:00,14 79053
25/11/2023 15:01:05,16 79053
25/11/2023 15:01:10,11 79053
25/11/2023 15:01:15,21 79057
25/11/2023 15:01:21,13 83537
25/11/2023 15:01:27,21 79065
25/11/2023 15:01:33,15 81757
25/11/2023 15:01:38,13 79054
25/11/2023 15:01:44,11 80078
25/11/2023 15:01:49,20 79058
25/11/2023 15:01:55,18 79618
25/11/2023 15:02:01,15 79058
25/11/2023 15:02:06,14 79606
25/11/2023 15:02:11,16 79017
25/11/2023 15:02:16,14 81790
25/11/2023 15:02:21,17 79054
25/11/2023 15:02:26,14 79014
25/11/2023 15:02:31,16 81882
25/11/2023 15:02:37,15 79122
25/11/2023 15:02:43,17 81352
25/11/2023 15:02:49,17 79122
25/11/2023 15:02:55,16 81442
25/11/2023 15:03:00,14 79130
25/11/2023 15:03:05,17 79086
25/11/2023 15:03:11,16 79102
25/11/2023 15:03:17,19 78817
25/11/2023 15:03:23,15 114448
25/11/2023 15:03:29,13 82781
25/11/2023 15:03:34,12 81797
25/11/2023 15:03:39,21 78873
25/11/2023 15:03:45,15 78837
25/11/2023 15:03:50,13 79765
25/11/2023 15:03:55,13 78861
25/11/2023 15:04:00,12 79645
25/11/2023 15:04:05,14 78871
25/11/2023 15:04:10,16 79808
25/11/2023 15:04:15,15 78857
25/11/2023 15:04:20,15 82065
25/11/2023 15:04:25,16 78865
25/11/2023 15:04:30,16 78833
25/11/2023 15:04:35,17 81925
25/11/2023 15:04:41,12 78873
25/11/2023 15:04:46,13 78833
25/11/2023 15:04:51,15 80745
25/11/2023 15:04:56,16 78877
25/11/2023 15:05:02,17 81169
25/11/2023 15:05:08,20 78881
25/11/2023 15:05:14,21 78845
25/11/2023 15:05:20,18 78857
25/11/2023 15:05:26,16 78845
25/11/2023 15:05:32,17 82225
25/11/2023 15:05:38,17 78885
25/11/2023 15:05:44,21 81755
25/11/2023 15:05:50,21 79051
25/11/2023 15:05:56,13 79583
25/11/2023 15:06:02,18 79067
25/11/2023 15:06:08,16 79566
25/11/2023 15:06:13,15 79043
25/11/2023 15:06:18,14 79595
25/11/2023 15:06:23,14 79059
25/11/2023 15:06:29,19 81839
25/11/2023 15:06:35,17 79071
25/11/2023 15:06:41,12 81819
25/11/2023 15:06:46,14 79067
25/11/2023 15:06:51,13 79047
25/11/2023 15:06:56,12 80943
25/11/2023 15:07:02,17 79079
25/11/2023 15:07:08,14 81355
25/11/2023 15:07:13,13 78373
25/11/2023 15:07:18,12 78386
25/11/2023 15:07:24,21 78394
25/11/2023 15:07:30,13 78402
25/11/2023 15:07:36,17 83264
25/11/2023 15:07:42,19 78792
25/11/2023 15:07:48,18 81488
25/11/2023 15:07:54,16 78888
25/11/2023 15:07:59,21 79919
25/11/2023 15:08:05,22 78846
25/11/2023 15:08:11,19 79431
25/11/2023 15:08:17,19 78875
25/11/2023 15:08:23,16 79427
25/11/2023 15:08:29,21 82131
25/11/2023 15:08:35,19 78871
25/11/2023 15:08:41,20 78846
25/11/2023 15:08:47,19 81634
25/11/2023 15:08:53,18 78878
25/11/2023 15:08:59,21 81310
25/11/2023 15:09:05,21 78974
25/11/2023 15:09:11,14 81286
25/11/2023 15:09:16,13 78970
25/11/2023 15:09:21,14 78950
25/11/2023 15:09:26,15 78946
25/11/2023 15:09:31,17 78946
25/11/2023 15:09:37,19 78950
25/11/2023 15:09:43,18 83454
25/11/2023 15:09:49,14 82126
25/11/2023 15:09:54,14 78974
25/11/2023 15:09:59,18 78942
25/11/2023 15:10:05,13 79996
25/11/2023 15:10:10,14 78974
25/11/2023 15:10:15,15 80426
25/11/2023 15:10:21,12 79426
25/11/2023 15:10:26,15 80186
25/11/2023 15:10:31,14 79630
25/11/2023 15:10:36,15 82350
25/11/2023 15:10:41,14 79598
25/11/2023 15:10:46,13 79566
25/11/2023 15:10:51,21 82486
25/11/2023 15:10:57,18 79742
25/11/2023 15:11:03,20 79710
25/11/2023 15:11:09,16 81614
25/11/2023 15:11:14,14 82682
25/11/2023 15:11:19,13 79754
25/11/2023 15:11:24,13 79702
25/11/2023 15:11:29,20 79714
25/11/2023 15:11:35,22 79710
25/11/2023 15:11:41,19 79714
25/11/2023 15:11:47,17 84230
25/11/2023 15:11:53,16 79770
25/11/2023 15:11:58,13 82450
25/11/2023 15:12:03,14 79708
25/11/2023 15:12:08,13 79698
25/11/2023 15:12:14,18 80317
25/11/2023 15:12:20,17 80701
25/11/2023 15:12:26,16 79745
25/11/2023 15:12:32,14 80305
25/11/2023 15:12:37,17 79749
25/11/2023 15:12:42,15 82581
25/11/2023 15:12:47,15 79825
25/11/2023 15:12:52,15 79797
25/11/2023 15:12:57,13 82569
25/11/2023 15:13:02,14 79821
25/11/2023 15:13:07,17 79793
25/11/2023 15:13:13,15 81673
25/11/2023 15:13:18,14 79789
25/11/2023 15:13:23,14 82253
25/11/2023 15:13:28,12 79957
25/11/2023 15:13:33,13 79933
25/11/2023 15:13:39,17 79937
25/11/2023 15:13:45,12 79929
25/11/2023 15:13:51,16 83181
25/11/2023 15:13:57,17 79833
25/11/2023 15:14:03,12 82518
25/11/2023 15:14:08,13 79825
25/11/2023 15:14:14,20 86111
25/11/2023 15:14:20,19 80129
25/11/2023 15:14:26,20 80393
25/11/2023 15:14:32,15 79833
25/11/2023 15:14:38,20 80381
25/11/2023 15:14:44,13 79829
25/11/2023 15:14:50,18 82613
25/11/2023 15:14:56,17 79861
25/11/2023 15:15:02,12 82613
25/11/2023 15:15:07,20 79869
25/11/2023 15:15:13,12 79853
25/11/2023 15:15:19,19 81773
25/11/2023 15:15:25,16 82733
25/11/2023 15:15:31,17 79905
25/11/2023 15:15:37,16 79865
25/11/2023 15:15:43,14 79873
25/11/2023 15:15:49,17 79869
25/11/2023 15:15:54,17 79865
25/11/2023 15:16:00,18 84187
25/11/2023 15:16:06,12 81313
25/11/2023 15:16:11,21 79693
25/11/2023 15:16:17,17 79653
25/11/2023 15:16:23,14 80274
25/11/2023 15:16:29,14 79701
25/11/2023 15:16:35,13 80189
25/11/2023 15:16:40,12 80685
25/11/2023 15:16:45,19 79645
25/11/2023 15:16:51,15 82677
25/11/2023 15:16:56,20 79649
25/11/2023 15:17:02,18 79629
25/11/2023 15:17:08,20 82393
25/11/2023 15:17:14,17 79645
25/11/2023 15:17:20,13 81973
25/11/2023 15:17:26,18 79653
25/11/2023 15:17:32,17 81945
25/11/2023 15:17:38,14 79641
25/11/2023 15:17:44,21 79625
25/11/2023 15:17:50,14 79621
25/11/2023 15:17:55,14 79605
25/11/2023 15:18:00,11 84583
25/11/2023 15:18:05,14 79645
25/11/2023 15:18:10,14 82949
25/11/2023 15:18:15,11 79829
25/11/2023 15:18:21,19 79809
25/11/2023 15:18:27,16 80429
25/11/2023 15:18:32,14 79861
25/11/2023 15:18:37,13 80413
25/11/2023 15:18:42,21 79869
25/11/2023 15:18:48,19 80429
25/11/2023 15:18:54,21 79861
25/11/2023 15:19:00,19 82369
25/11/2023 15:19:06,16 79625
25/11/2023 15:19:12,15 82793
25/11/2023 15:19:18,18 79617
25/11/2023 15:19:24,17 79597
25/11/2023 15:19:30,12 81497
25/11/2023 15:19:35,13 79613
25/11/2023 15:19:40,16 81905
25/11/2023 15:19:45,13 79625
25/11/2023 15:19:50,21 79585
25/11/2023 15:19:56,16 79589
25/11/2023 15:20:02,14 79555
25/11/2023 15:20:08,16 84089
25/11/2023 15:20:14,22 79621
25/11/2023 15:20:20,15 82313
25/11/2023 15:20:25,13 79621
25/11/2023 15:20:30,21 79585
25/11/2023 15:20:36,16 80189
25/11/2023 15:20:41,13 80519
25/11/2023 15:20:46,20 79579
25/11/2023 15:20:52,19 80122
25/11/2023 15:20:58,15 79094
25/11/2023 15:21:04,20 81862
25/11/2023 15:21:10,20 79094
25/11/2023 15:21:16,14 112985
25/11/2023 15:21:22,12 81582
25/11/2023 15:21:28,17 79078
25/11/2023 15:21:34,20 81414
25/11/2023 15:21:40,18 79530
25/11/2023 15:21:46,16 81806
25/11/2023 15:21:51,14 79538
25/11/2023 15:21:56,21 79494
25/11/2023 15:22:02,16 80263
25/11/2023 15:22:08,17 80276
25/11/2023 15:22:14,17 85186
25/11/2023 15:22:20,20 80702
25/11/2023 15:22:26,14 83406
25/11/2023 15:22:31,21 80698
25/11/2023 15:22:37,16 81490
25/11/2023 15:22:43,23 80706
25/11/2023 15:22:49,15 81250
25/11/2023 15:22:54,12 80698
25/11/2023 15:22:59,21 81258
25/11/2023 15:23:05,13 80710
25/11/2023 15:23:11,19 83454
25/11/2023 15:23:17,12 80706
25/11/2023 15:23:22,18 84050
25/11/2023 15:23:28,21 80834
25/11/2023 15:23:34,14 80806
25/11/2023 15:23:39,13 82702
25/11/2023 15:23:44,14 80818
25/11/2023 15:23:49,22 83134
25/11/2023 15:23:55,18 80846
25/11/2023 15:24:01,22 80810
25/11/2023 15:24:07,18 80814
25/11/2023 15:24:13,13 80806
25/11/2023 15:24:18,21 85306
25/11/2023 15:24:24,15 80850
25/11/2023 15:24:29,13 83550
25/11/2023 15:24:34,12 80854
25/11/2023 15:24:39,19 80810
25/11/2023 15:24:45,21 81422
25/11/2023 15:24:51,16 80850
25/11/2023 15:24:57,15 81398
25/11/2023 15:25:02,15 81890
25/11/2023 15:25:07,13 80850
25/11/2023 15:25:13,13 83630
25/11/2023 15:25:18,19 80850
25/11/2023 15:25:24,16 80834
25/11/2023 15:25:29,19 83602
25/11/2023 15:25:35,16 80823
25/11/2023 15:25:41,19 80822
25/11/2023 15:25:47,16 82726
25/11/2023 15:25:52,20 83694
25/11/2023 15:25:58,21 80870
25/11/2023 15:26:04,17 80830
25/11/2023 15:26:10,21 80834
25/11/2023 15:26:16,15 80830
25/11/2023 15:26:21,17 80846
25/11/2023 15:26:26,12 85338
25/11/2023 15:26:31,13 80866
25/11/2023 15:26:36,12 83562
25/11/2023 15:26:41,13 80865
25/11/2023 15:26:46,21 80825
25/11/2023 15:26:52,15 81429
25/11/2023 15:26:58,18 81437
25/11/2023 15:27:04,16 80869
25/11/2023 15:27:09,13 81634
25/11/2023 15:27:14,12 80858
25/11/2023 15:27:19,16 84010
25/11/2023 15:27:25,13 80869
25/11/2023 15:27:31,19 80833
25/11/2023 15:27:37,11 83630
25/11/2023 15:27:43,15 80865
25/11/2023 15:27:48,14 83190
25/11/2023 15:27:53,15 80862
25/11/2023 15:27:58,19 83169
25/11/2023 15:28:04,11 80874
25/11/2023 15:28:09,16 80834
25/11/2023 15:28:15,16 80846
25/11/2023 15:28:20,15 80830
25/11/2023 15:28:25,16 80846
25/11/2023 15:28:30,14 85334
25/11/2023 15:28:35,14 80874
25/11/2023 15:28:40,14 83574
25/11/2023 15:28:45,19 80866
25/11/2023 15:28:51,18 80846
25/11/2023 15:28:57,16 81438
25/11/2023 15:29:02,14 87220
25/11/2023 15:29:08,13 81134
25/11/2023 15:29:14,15 81650
25/11/2023 15:29:20,20 80862
25/11/2023 15:29:26,17 83630
25/11/2023 15:29:32,18 80870
25/11/2023 15:29:38,15 84046
25/11/2023 15:29:44,20 80870
25/11/2023 15:29:50,18 80842
25/11/2023 15:29:56,19 82754
25/11/2023 15:30:02,12 80878
25/11/2023 15:30:08,17 83042
25/11/2023 15:30:14,15 80870
25/11/2023 15:30:19,22 80838
25/11/2023 15:30:25,21 80853
25/11/2023 15:30:31,16 80854
25/11/2023 15:30:37,22 85329
25/11/2023 15:30:43,19 84050
25/11/2023 15:30:49,16 80827
25/11/2023 15:30:54,17 80822
25/11/2023 15:31:00,12 81326
25/11/2023 15:31:05,19 80761
25/11/2023 15:31:11,21 81318
25/11/2023 15:31:17,17 80754
25/11/2023 15:31:23,17 81309
25/11/2023 15:31:29,14 83541
25/11/2023 15:31:35,14 80762
25/11/2023 15:31:40,18 80721
25/11/2023 15:31:46,21 83530
25/11/2023 15:31:52,15 80765
25/11/2023 15:31:58,18 83082
25/11/2023 15:32:04,18 80766
25/11/2023 15:32:10,15 83081
25/11/2023 15:32:15,15 80770
25/11/2023 15:32:20,14 80734
25/11/2023 15:32:25,13 80742
25/11/2023 15:32:30,20 80734
25/11/2023 15:32:36,17 80706
25/11/2023 15:32:41,14 85241
25/11/2023 15:32:47,22 80769
25/11/2023 15:32:53,18 83470
25/11/2023 15:32:59,11 80769
25/11/2023 15:33:04,21 81550
25/11/2023 15:33:10,20 80770
25/11/2023 15:33:16,15 81338
25/11/2023 15:33:21,19 80778
25/11/2023 15:33:27,13 81334
25/11/2023 15:33:33,16 84037
25/11/2023 15:33:38,13 80781
25/11/2023 15:33:44,17 80758
25/11/2023 15:33:49,17 83850
25/11/2023 15:33:55,19 80793
25/11/2023 15:34:01,19 80753
25/11/2023 15:34:07,14 82662
25/11/2023 15:34:12,12 80789
25/11/2023 15:34:17,22 83066
25/11/2023 15:34:23,15 80763
25/11/2023 15:34:28,12 80733
25/11/2023 15:34:33,16 80746
25/11/2023 15:34:39,17 80741
25/11/2023 15:34:45,14 85269
25/11/2023 15:34:50,13 80790
25/11/2023 15:34:55,19 83481
25/11/2023 15:35:01,16 80790
25/11/2023 15:35:06,13 80750
25/11/2023 15:35:12,16 81366
25/11/2023 15:35:17,20 80777
25/11/2023 15:35:23,20 81334
25/11/2023 15:35:29,13 81386
25/11/2023 15:35:34,15 80790
25/11/2023 15:35:39,21 83578
25/11/2023 15:35:45,21 80806
25/11/2023 15:35:51,17 80781
25/11/2023 15:35:57,14 83586
25/11/2023 15:36:03,19 80866
25/11/2023 15:36:09,13 83158
25/11/2023 15:36:15,12 80861
25/11/2023 15:36:20,13 83178
25/11/2023 15:36:25,21 80870
25/11/2023 15:36:31,12 80838
25/11/2023 15:36:36,18 80842
25/11/2023 15:36:42,11 80850
25/11/2023 15:36:47,22 80846
25/11/2023 15:36:53,18 85354
25/11/2023 15:36:59,18 83850
25/11/2023 15:37:05,16 80894
25/11/2023 15:37:11,19 80862
25/11/2023 15:37:17,13 81458
