Inicio: 23/11/2023 16:00:57,08 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: prevent-not-rendering.txt
23/11/2023 18:22:08,14 90854
23/11/2023 18:22:19,14 91994
23/11/2023 18:22:30,16 91896
23/11/2023 18:22:41,16 103955
23/11/2023 18:22:52,20 105590
23/11/2023 18:23:03,21 110165
23/11/2023 18:23:14,14 112797
23/11/2023 18:23:25,13 115833
23/11/2023 18:23:36,14 121697
23/11/2023 18:23:47,19 122961
23/11/2023 18:23:58,17 122856
23/11/2023 18:24:09,13 122791
23/11/2023 18:24:20,14 122849
23/11/2023 18:24:31,17 123157
23/11/2023 18:24:42,18 121453
23/11/2023 18:24:53,14 121441
23/11/2023 18:25:04,22 121407
23/11/2023 18:25:15,18 128681
23/11/2023 18:25:26,18 88290
23/11/2023 18:25:37,13 89398
23/11/2023 18:25:48,22 78050
23/11/2023 18:25:59,17 109430
23/11/2023 18:26:10,13 110632
23/11/2023 18:26:21,21 118679
23/11/2023 18:26:32,16 119705
23/11/2023 18:26:43,13 120391
23/11/2023 18:26:54,17 125678
23/11/2023 18:27:05,12 128253
23/11/2023 18:27:16,13 128451
23/11/2023 18:27:27,20 136147
23/11/2023 18:27:38,22 136627
23/11/2023 18:27:49,20 136535
23/11/2023 18:28:00,16 136535
23/11/2023 18:28:11,20 136601
23/11/2023 18:28:22,19 135987
23/11/2023 18:28:33,20 134831
23/11/2023 18:28:44,14 134782
23/11/2023 18:28:55,12 134812
23/11/2023 18:29:06,18 88623
23/11/2023 18:29:17,16 88666
23/11/2023 18:29:28,16 79288
23/11/2023 18:29:39,17 75687
23/11/2023 18:29:50,12 77221
23/11/2023 18:30:01,11 74739
23/11/2023 18:30:12,22 100880
23/11/2023 18:30:23,19 93725
23/11/2023 18:30:34,12 94967
23/11/2023 18:30:45,20 99816
23/11/2023 18:30:56,21 104172
23/11/2023 18:31:07,14 106516
23/11/2023 18:31:18,14 110895
23/11/2023 18:31:29,19 111921
23/11/2023 18:31:40,17 111885
23/11/2023 18:31:51,21 111913
23/11/2023 18:32:02,14 111947
23/11/2023 18:32:13,17 112097
23/11/2023 18:32:24,17 111350
23/11/2023 18:32:35,18 111330
23/11/2023 18:32:46,12 150182
23/11/2023 18:32:57,18 108119
23/11/2023 18:33:08,20 85425
23/11/2023 18:33:19,19 99261
23/11/2023 18:33:30,15 106160
23/11/2023 18:33:41,13 107322
23/11/2023 18:33:52,17 107322
23/11/2023 18:34:03,13 119765
23/11/2023 18:34:14,21 121522
23/11/2023 18:34:25,21 125820
23/11/2023 18:34:36,15 127310
23/11/2023 18:34:47,12 131380
23/11/2023 18:34:58,18 137505
23/11/2023 18:35:09,19 127758
23/11/2023 18:35:20,13 127600
23/11/2023 18:35:31,16 127608
23/11/2023 18:35:42,18 125515
23/11/2023 18:35:53,14 125349
23/11/2023 18:36:04,20 124950
23/11/2023 18:36:15,14 124411
23/11/2023 18:36:26,18 124446
23/11/2023 18:36:37,12 136212
23/11/2023 18:36:48,17 81745
23/11/2023 18:36:59,20 84847
23/11/2023 18:37:10,12 91599
23/11/2023 18:37:20,23 98556
23/11/2023 18:37:31,12 99849
23/11/2023 18:37:42,16 99755
23/11/2023 18:37:53,16 109156
23/11/2023 18:38:04,21 111026
23/11/2023 18:38:15,13 114559
23/11/2023 18:38:26,21 117178
23/11/2023 18:38:37,12 119031
23/11/2023 18:38:48,14 123072
23/11/2023 18:38:59,18 122798
23/11/2023 18:39:10,16 122718
23/11/2023 18:39:21,14 122621
23/11/2023 18:39:32,18 121484
23/11/2023 18:39:43,12 121981
23/11/2023 18:39:54,17 119768
23/11/2023 18:40:05,16 118217
23/11/2023 18:40:16,17 118141
23/11/2023 18:40:27,18 86623
23/11/2023 18:40:38,16 102129
23/11/2023 18:40:49,11 103102
23/11/2023 18:41:00,21 85657
23/11/2023 18:41:11,13 80102
23/11/2023 18:41:22,13 81266
23/11/2023 18:41:33,11 101956
23/11/2023 18:41:44,16 103046
23/11/2023 18:41:55,13 103574
23/11/2023 18:42:06,19 110261
23/11/2023 18:42:17,14 114175
23/11/2023 18:42:28,20 116125
23/11/2023 18:42:39,14 121723
23/11/2023 18:42:50,22 122189
23/11/2023 18:43:01,17 122163
23/11/2023 18:43:12,19 122168
23/11/2023 18:43:23,17 122198
23/11/2023 18:43:34,21 121316
23/11/2023 18:43:45,20 120408
23/11/2023 18:43:56,13 120350
23/11/2023 18:44:07,21 120385
23/11/2023 18:44:18,18 86581
23/11/2023 18:44:29,22 104884
23/11/2023 18:44:40,16 94090
23/11/2023 18:44:51,16 100861
23/11/2023 18:45:02,14 102136
23/11/2023 18:45:13,19 101808
23/11/2023 18:45:24,11 102758
23/11/2023 18:45:35,17 103773
23/11/2023 18:45:46,12 106223
23/11/2023 18:45:57,20 109691
23/11/2023 18:46:08,18 114111
23/11/2023 18:46:19,14 120180
23/11/2023 18:46:30,15 121424
23/11/2023 18:46:41,12 121068
23/11/2023 18:46:52,14 121090
23/11/2023 18:47:03,15 121086
23/11/2023 18:47:14,21 121118
23/11/2023 18:47:25,12 116463
23/11/2023 18:47:36,12 113635
23/11/2023 18:47:47,21 111910
23/11/2023 18:47:58,21 123127
23/11/2023 18:48:09,20 81366
23/11/2023 18:48:20,16 77360
23/11/2023 18:48:31,15 75937
23/11/2023 18:48:42,21 92010
23/11/2023 18:48:53,15 93184
23/11/2023 18:49:04,13 93243
23/11/2023 18:49:15,12 102545
23/11/2023 18:49:26,17 104450
23/11/2023 18:49:37,20 109066
23/11/2023 18:49:48,19 111686
23/11/2023 18:49:59,12 114754
23/11/2023 18:50:10,13 116870
23/11/2023 18:50:21,18 117285
23/11/2023 18:50:32,14 117209
23/11/2023 18:50:43,21 117240
23/11/2023 18:50:54,15 117246
23/11/2023 18:51:05,20 117170
23/11/2023 18:51:16,21 115598
23/11/2023 18:51:27,20 115592
23/11/2023 18:51:38,11 115608
23/11/2023 18:51:49,21 133515
23/11/2023 18:52:00,22 77849
23/11/2023 18:52:11,19 78957
23/11/2023 18:52:22,12 98354
23/11/2023 18:52:33,22 77860
23/11/2023 18:52:44,18 78980
23/11/2023 18:52:55,16 99491
23/11/2023 18:53:06,15 100757
23/11/2023 18:53:17,17 103073
23/11/2023 18:53:28,18 108030
23/11/2023 18:53:39,19 111715
23/11/2023 18:53:50,16 113088
23/11/2023 18:54:01,19 119613
23/11/2023 18:54:12,21 120211
23/11/2023 18:54:23,19 120217
23/11/2023 18:54:34,11 120186
23/11/2023 18:54:45,16 120250
23/11/2023 18:54:56,16 119453
23/11/2023 18:55:07,18 118477
23/11/2023 18:55:18,21 118477
23/11/2023 18:55:29,17 118489
23/11/2023 18:55:40,13 87802
23/11/2023 18:55:51,15 78492
23/11/2023 18:56:02,20 92202
23/11/2023 18:56:13,17 80521
23/11/2023 18:56:24,20 81941
23/11/2023 18:56:35,19 81463
23/11/2023 18:56:46,12 101750
23/11/2023 18:56:57,14 103065
23/11/2023 18:57:08,21 104863
23/11/2023 18:57:19,13 108437
23/11/2023 18:57:30,19 111921
23/11/2023 18:57:41,20 115924
23/11/2023 18:57:52,21 118867
23/11/2023 18:58:03,18 118671
23/11/2023 18:58:14,14 118737
23/11/2023 18:58:25,12 118623
23/11/2023 18:58:36,16 118713
23/11/2023 18:58:47,15 117957
23/11/2023 18:58:58,16 117533
23/11/2023 18:59:09,20 117454
23/11/2023 18:59:20,17 122133
23/11/2023 18:59:31,13 80562
23/11/2023 18:59:42,19 101107
23/11/2023 18:59:53,13 87239
23/11/2023 19:00:04,11 82066
23/11/2023 19:00:15,12 83144
23/11/2023 19:00:26,20 83179
23/11/2023 19:00:37,16 104572
23/11/2023 19:00:48,21 106475
23/11/2023 19:00:59,10 111094
23/11/2023 19:01:10,14 113728
23/11/2023 19:01:21,18 116799
23/11/2023 19:01:32,14 123231
23/11/2023 19:01:43,17 124298
23/11/2023 19:01:54,14 124294
23/11/2023 19:02:05,15 124290
23/11/2023 19:02:16,21 124320
23/11/2023 19:02:27,12 124172
23/11/2023 19:02:38,13 122559
23/11/2023 19:02:48,15 122543
23/11/2023 19:02:59,20 122552
23/11/2023 19:03:10,19 137929
23/11/2023 19:03:21,18 84766
23/11/2023 19:03:32,20 83907
23/11/2023 19:03:43,20 96864
23/11/2023 19:03:54,11 82230
23/11/2023 19:04:05,12 83408
23/11/2023 19:04:15,11 83264
23/11/2023 19:04:26,20 120497
23/11/2023 19:04:37,17 115776
23/11/2023 19:04:48,16 117141
23/11/2023 19:04:59,15 119740
23/11/2023 19:05:10,20 122421
23/11/2023 19:05:21,14 128337
23/11/2023 19:05:32,19 130087
23/11/2023 19:05:43,17 128877
23/11/2023 19:05:54,13 128860
23/11/2023 19:06:05,16 128983
23/11/2023 19:06:16,18 130064
23/11/2023 19:06:27,20 128648
23/11/2023 19:06:38,13 128768
23/11/2023 19:06:49,13 128755
23/11/2023 19:07:00,17 84756
23/11/2023 19:07:11,18 92780
23/11/2023 19:07:22,19 93888
23/11/2023 19:07:33,18 88574
23/11/2023 19:07:44,19 95308
23/11/2023 19:07:55,14 96500
23/11/2023 19:08:06,19 110981
23/11/2023 19:08:17,16 111630
23/11/2023 19:08:28,11 113553
23/11/2023 19:08:39,18 118823
23/11/2023 19:08:50,13 123274
23/11/2023 19:09:01,14 124846
23/11/2023 19:09:12,17 119004
23/11/2023 19:09:23,18 119708
23/11/2023 19:09:34,17 119511
23/11/2023 19:09:45,21 118863
23/11/2023 19:09:56,22 118830
23/11/2023 19:10:07,16 118228
23/11/2023 19:10:18,15 116242
23/11/2023 19:10:29,13 115727
23/11/2023 19:10:39,20 115729
23/11/2023 19:10:50,20 111189
23/11/2023 19:11:01,18 114302
23/11/2023 19:11:12,12 88106
23/11/2023 19:11:23,18 91710
23/11/2023 19:11:34,17 93121
23/11/2023 19:11:45,11 93112
23/11/2023 19:11:56,11 111614
23/11/2023 19:12:07,13 112542
23/11/2023 19:12:18,17 113918
23/11/2023 19:12:29,16 118722
23/11/2023 19:12:40,16 122633
23/11/2023 19:12:51,19 127666
23/11/2023 19:13:02,13 128458
23/11/2023 19:13:13,19 130001
23/11/2023 19:13:24,18 130015
23/11/2023 19:13:35,16 129993
23/11/2023 19:13:46,20 130071
23/11/2023 19:13:57,11 128763
23/11/2023 19:14:08,19 128301
23/11/2023 19:14:19,15 128274
23/11/2023 19:14:30,11 125277
23/11/2023 19:14:41,22 83560
23/11/2023 19:14:52,18 98364
23/11/2023 19:15:03,16 90646
23/11/2023 19:15:14,11 110317
23/11/2023 19:15:25,12 111489
23/11/2023 19:15:36,15 111517
23/11/2023 19:15:47,19 111147
23/11/2023 19:15:58,21 112905
23/11/2023 19:16:09,16 117321
23/11/2023 19:16:20,22 115791
23/11/2023 19:16:31,18 118827
23/11/2023 19:16:42,19 124518
23/11/2023 19:16:53,13 125224
23/11/2023 19:17:04,21 125171
23/11/2023 19:17:15,16 125100
23/11/2023 19:17:26,14 124786
23/11/2023 19:17:37,18 124405
23/11/2023 19:17:48,20 122481
23/11/2023 19:17:59,20 122496
23/11/2023 19:18:10,15 119994
23/11/2023 19:18:21,22 133523
23/11/2023 19:18:32,12 87078
23/11/2023 19:18:43,21 88422
23/11/2023 19:18:54,18 86129
23/11/2023 19:19:05,19 78283
23/11/2023 19:19:16,18 79366
23/11/2023 19:19:27,13 94435
23/11/2023 19:19:38,12 110947
23/11/2023 19:19:49,16 112807
23/11/2023 19:20:00,17 117899
23/11/2023 19:20:11,11 118516
23/11/2023 19:20:22,12 119848
23/11/2023 19:20:33,15 127016
23/11/2023 19:20:44,14 127002
23/11/2023 19:20:55,14 125867
23/11/2023 19:21:06,16 125847
23/11/2023 19:21:17,15 124450
23/11/2023 19:21:28,21 123939
23/11/2023 19:21:39,19 122811
23/11/2023 19:21:50,18 122803
23/11/2023 19:22:01,14 122815
23/11/2023 19:22:11,16 97630
23/11/2023 19:22:22,19 88714
23/11/2023 19:22:33,20 89634
23/11/2023 19:22:44,20 76567
23/11/2023 19:22:55,19 83236
23/11/2023 19:23:06,18 83089
23/11/2023 19:23:17,14 104868
23/11/2023 19:23:28,12 106413
23/11/2023 19:23:39,16 106535
23/11/2023 19:23:50,14 112795
23/11/2023 19:24:01,21 116645
23/11/2023 19:24:12,15 119219
23/11/2023 19:24:23,19 123397
23/11/2023 19:24:34,15 124260
23/11/2023 19:24:45,18 124256
23/11/2023 19:24:56,15 124138
23/11/2023 19:25:07,19 124189
23/11/2023 19:25:18,21 122678
23/11/2023 19:25:29,19 121742
23/11/2023 19:25:40,19 121734
23/11/2023 19:25:51,16 121742
23/11/2023 19:26:02,17 81720
23/11/2023 19:26:13,18 93037
23/11/2023 19:26:24,19 79038
23/11/2023 19:26:35,19 88996
23/11/2023 19:26:46,12 90200
23/11/2023 19:26:56,21 90100
23/11/2023 19:27:07,14 108636
23/11/2023 19:27:18,13 110463
23/11/2023 19:27:29,15 112851
23/11/2023 19:27:40,18 116260
23/11/2023 19:27:51,21 119901
23/11/2023 19:28:02,18 124865
23/11/2023 19:28:13,15 124569
23/11/2023 19:28:24,13 124552
23/11/2023 19:28:35,17 124560
23/11/2023 19:28:46,15 124544
23/11/2023 19:28:57,11 124618
23/11/2023 19:29:08,12 123244
23/11/2023 19:29:19,21 122870
23/11/2023 19:29:30,14 122884
23/11/2023 19:29:41,16 122595
23/11/2023 19:29:52,12 79855
23/11/2023 19:30:03,14 84650
23/11/2023 19:30:14,15 85795
23/11/2023 19:30:25,15 77391
23/11/2023 19:30:36,21 78448
23/11/2023 19:30:47,13 78435
23/11/2023 19:30:58,13 106697
23/11/2023 19:31:09,14 108327
23/11/2023 19:31:20,14 112863
23/11/2023 19:31:31,17 115456
23/11/2023 19:31:42,18 118451
23/11/2023 19:31:53,15 124256
23/11/2023 19:32:04,17 125054
23/11/2023 19:32:15,14 125049
23/11/2023 19:32:26,19 125255
23/11/2023 19:32:37,17 125304
23/11/2023 19:32:48,13 125120
23/11/2023 19:32:59,11 123488
23/11/2023 19:33:10,21 122623
23/11/2023 19:33:21,12 122248
23/11/2023 19:33:32,18 119518
23/11/2023 19:33:43,16 82111
23/11/2023 19:33:54,15 83337
23/11/2023 19:34:05,12 78436
23/11/2023 19:34:16,13 82146
23/11/2023 19:34:27,18 83216
23/11/2023 19:34:38,21 103711
23/11/2023 19:34:49,20 105045
23/11/2023 19:35:00,20 107222
23/11/2023 19:35:11,19 112224
23/11/2023 19:35:22,13 115846
23/11/2023 19:35:33,20 117323
23/11/2023 19:35:44,14 121415
23/11/2023 19:35:55,18 121349
23/11/2023 19:36:06,18 120224
23/11/2023 19:36:17,20 120228
23/11/2023 19:36:28,14 120266
23/11/2023 19:36:39,18 120046
23/11/2023 19:36:50,19 118919
23/11/2023 19:37:01,13 118907
23/11/2023 19:37:11,18 118931
23/11/2023 19:37:22,19 75667
23/11/2023 19:37:33,12 92064
23/11/2023 19:37:44,14 76683
23/11/2023 19:37:55,14 110123
23/11/2023 19:38:06,18 111697
23/11/2023 19:38:17,12 111705
23/11/2023 19:38:27,19 117742
23/11/2023 19:38:38,17 119878
23/11/2023 19:38:49,19 119864
23/11/2023 19:39:00,20 126118
23/11/2023 19:39:11,20 129864
23/11/2023 19:39:22,13 131193
23/11/2023 19:39:33,16 136585
23/11/2023 19:39:44,19 137454
23/11/2023 19:39:55,15 137458
23/11/2023 19:40:06,18 137507
23/11/2023 19:40:17,15 136696
23/11/2023 19:40:28,19 135458
23/11/2023 19:40:39,16 134745
23/11/2023 19:40:50,19 134741
23/11/2023 19:41:01,13 134753
23/11/2023 19:41:12,17 89899
23/11/2023 19:41:23,13 101988
23/11/2023 19:41:34,22 78875
23/11/2023 19:41:45,20 85651
23/11/2023 19:41:56,18 86848
23/11/2023 19:42:07,21 86833
23/11/2023 19:42:18,18 112531
23/11/2023 19:42:29,14 112783
23/11/2023 19:42:40,19 115669
23/11/2023 19:42:51,20 118205
23/11/2023 19:43:02,15 122436
23/11/2023 19:43:13,15 128481
23/11/2023 19:43:24,13 129390
23/11/2023 19:43:35,13 128757
23/11/2023 19:43:46,16 128753
23/11/2023 19:43:57,16 128769
23/11/2023 19:44:08,16 128811
23/11/2023 19:44:19,17 126795
23/11/2023 19:44:30,21 125270
23/11/2023 19:44:41,14 125270
23/11/2023 19:44:52,17 141610
23/11/2023 19:45:03,19 99802
23/11/2023 19:45:14,17 86714
23/11/2023 19:45:25,17 81904
23/11/2023 19:45:36,16 101368
23/11/2023 19:45:47,18 102554
23/11/2023 19:45:58,14 102510
23/11/2023 19:46:08,12 111581
23/11/2023 19:46:19,14 113638
23/11/2023 19:46:30,22 118037
23/11/2023 19:46:41,19 120752
23/11/2023 19:46:52,15 123773
23/11/2023 19:47:03,22 130141
23/11/2023 19:47:14,13 130974
23/11/2023 19:47:25,21 130641
23/11/2023 19:47:36,12 129910
23/11/2023 19:47:47,16 129999
23/11/2023 19:47:58,20 130021
23/11/2023 19:48:09,12 128409
23/11/2023 19:48:20,21 128415
23/11/2023 19:48:31,18 127501
23/11/2023 19:48:42,14 136007
23/11/2023 19:48:53,14 79566
23/11/2023 19:49:04,11 80738
23/11/2023 19:49:15,18 84523
23/11/2023 19:49:26,22 79030
23/11/2023 19:49:37,18 80146
23/11/2023 19:49:48,13 100334
23/11/2023 19:49:59,13 102891
23/11/2023 19:50:10,13 103184
23/11/2023 19:50:21,17 108108
23/11/2023 19:50:32,12 111832
23/11/2023 19:50:43,17 113388
23/11/2023 19:50:54,22 119746
23/11/2023 19:51:05,20 120280
23/11/2023 19:51:16,15 120147
23/11/2023 19:51:27,12 120035
23/11/2023 19:51:38,12 120121
23/11/2023 19:51:49,17 119445
23/11/2023 19:52:00,14 118367
23/11/2023 19:52:10,13 118300
23/11/2023 19:52:21,18 118336
23/11/2023 19:52:32,21 109073
23/11/2023 19:52:43,17 78642
23/11/2023 19:52:54,18 79542
23/11/2023 19:53:05,21 85776
23/11/2023 19:53:16,12 85156
23/11/2023 19:53:27,11 85059
23/11/2023 19:53:38,17 113412
23/11/2023 19:53:49,15 114994
23/11/2023 19:54:00,20 115134
23/11/2023 19:54:11,20 121061
23/11/2023 19:54:22,13 124979
23/11/2023 19:54:33,20 126419
23/11/2023 19:54:44,14 130196
23/11/2023 19:54:55,12 130971
23/11/2023 19:55:06,13 130874
23/11/2023 19:55:17,15 130882
23/11/2023 19:55:28,21 130924
23/11/2023 19:55:39,12 129868
23/11/2023 19:55:50,18 129192
23/11/2023 19:56:01,21 129138
23/11/2023 19:56:12,17 117592
23/11/2023 19:56:23,14 78148
23/11/2023 19:56:34,20 77542
23/11/2023 19:56:45,13 85633
23/11/2023 19:56:56,22 89889
23/11/2023 19:57:07,12 91073
23/11/2023 19:57:18,22 90949
23/11/2023 19:57:29,20 104473
23/11/2023 19:57:40,16 105367
23/11/2023 19:57:51,18 109693
23/11/2023 19:58:02,17 111567
23/11/2023 19:58:13,14 115879
23/11/2023 19:58:24,19 121967
23/11/2023 19:58:35,17 122285
23/11/2023 19:58:46,12 122193
23/11/2023 19:58:57,16 121610
23/11/2023 19:59:08,22 121594
23/11/2023 19:59:19,15 121656
23/11/2023 19:59:30,15 120064
23/11/2023 19:59:41,18 119924
23/11/2023 19:59:52,19 119875
23/11/2023 20:00:03,19 140759
23/11/2023 20:00:14,17 98848
23/11/2023 20:00:25,17 76299
23/11/2023 20:00:36,17 77899
23/11/2023 20:00:47,12 84713
23/11/2023 20:00:58,21 85919
23/11/2023 20:01:09,13 85781
23/11/2023 20:01:20,14 120748
23/11/2023 20:01:31,20 122230
23/11/2023 20:01:42,12 126792
23/11/2023 20:01:53,15 130254
23/11/2023 20:02:04,17 132094
23/11/2023 20:02:15,21 139082
23/11/2023 20:02:26,15 139821
23/11/2023 20:02:37,16 139752
23/11/2023 20:02:48,17 139152
23/11/2023 20:02:59,17 139210
23/11/2023 20:03:10,22 138962
23/11/2023 20:03:21,20 137622
23/11/2023 20:03:32,17 137610
23/11/2023 20:03:43,18 137616
23/11/2023 20:03:54,20 88128
23/11/2023 20:04:05,14 78989
23/11/2023 20:04:16,20 80005
23/11/2023 20:04:27,20 102392
23/11/2023 20:04:38,17 91149
23/11/2023 20:04:49,19 92276
23/11/2023 20:05:00,18 107014
23/11/2023 20:05:11,20 106646
23/11/2023 20:05:22,22 104626
23/11/2023 20:05:33,13 109155
23/11/2023 20:05:44,17 112117
23/11/2023 20:05:55,15 113413
23/11/2023 20:06:06,17 119659
23/11/2023 20:06:17,20 120195
23/11/2023 20:06:28,23 120137
23/11/2023 20:06:39,19 120126
23/11/2023 20:06:50,17 120183
23/11/2023 20:07:01,20 120567
23/11/2023 20:07:12,14 119737
23/11/2023 20:07:23,19 119733
23/11/2023 20:07:34,16 119737
23/11/2023 20:07:45,17 108435
23/11/2023 20:07:56,17 102962
23/11/2023 20:08:07,12 83132
23/11/2023 20:08:18,19 83997
23/11/2023 20:08:29,22 85369
23/11/2023 20:08:40,12 85305
23/11/2023 20:08:51,16 113559
23/11/2023 20:09:02,12 114914
23/11/2023 20:09:13,22 117384
23/11/2023 20:09:24,16 120813
23/11/2023 20:09:35,12 124923
23/11/2023 20:09:46,18 130934
23/11/2023 20:09:57,15 132360
23/11/2023 20:10:08,12 132321
23/11/2023 20:10:19,15 131228
23/11/2023 20:10:30,22 130263
23/11/2023 20:10:41,15 130309
23/11/2023 20:10:52,16 129441
23/11/2023 20:11:03,17 128497
23/11/2023 20:11:14,21 128515
23/11/2023 20:11:25,19 138880
23/11/2023 20:11:36,16 96509
23/11/2023 20:11:47,14 89443
23/11/2023 20:11:58,22 94101
23/11/2023 20:12:09,18 95061
23/11/2023 20:12:20,14 96190
23/11/2023 20:12:31,19 96065
23/11/2023 20:12:42,14 108444
23/11/2023 20:12:53,14 108409
23/11/2023 20:13:04,14 111462
23/11/2023 20:13:15,20 114006
23/11/2023 20:13:26,13 116898
23/11/2023 20:13:37,17 123394
23/11/2023 20:13:48,14 124277
23/11/2023 20:13:59,17 124022
23/11/2023 20:14:10,16 124037
23/11/2023 20:14:21,16 124079
23/11/2023 20:14:32,18 123903
23/11/2023 20:14:43,15 122351
23/11/2023 20:14:54,15 122343
23/11/2023 20:15:05,15 122351
23/11/2023 20:15:16,16 125583
23/11/2023 20:15:27,12 85252
23/11/2023 20:15:38,20 86430
23/11/2023 20:15:49,16 102927
23/11/2023 20:16:00,14 91096
23/11/2023 20:16:11,16 92268
23/11/2023 20:16:22,18 106869
23/11/2023 20:16:33,12 108157
23/11/2023 20:16:44,12 110937
23/11/2023 20:16:55,21 115399
23/11/2023 20:17:06,22 119573
23/11/2023 20:17:17,16 120491
23/11/2023 20:17:28,12 126812
23/11/2023 20:17:39,17 127166
23/11/2023 20:17:50,13 126948
23/11/2023 20:18:01,19 126658
23/11/2023 20:18:12,15 118369
23/11/2023 20:18:23,18 119668
23/11/2023 20:18:34,16 118702
23/11/2023 20:18:45,12 119085
23/11/2023 20:18:56,14 119093
23/11/2023 20:19:07,18 98325
23/11/2023 20:19:18,19 92366
23/11/2023 20:19:29,20 78432
23/11/2023 20:19:40,16 82132
23/11/2023 20:19:51,16 83494
23/11/2023 20:20:02,18 83538
23/11/2023 20:20:13,13 126194
23/11/2023 20:20:24,12 119465
23/11/2023 20:20:35,15 120938
23/11/2023 20:20:46,13 124568
23/11/2023 20:20:57,13 128652
23/11/2023 20:21:08,18 133394
23/11/2023 20:21:19,13 135300
23/11/2023 20:21:30,21 136948
23/11/2023 20:21:41,15 136928
23/11/2023 20:21:52,19 136944
23/11/2023 20:22:03,21 136982
23/11/2023 20:22:14,12 136732
23/11/2023 20:22:25,14 136245
23/11/2023 20:22:36,14 136196
23/11/2023 20:22:47,17 157355
23/11/2023 20:22:58,19 115837
23/11/2023 20:23:09,15 87326
23/11/2023 20:23:20,17 82842
23/11/2023 20:23:31,20 83693
23/11/2023 20:23:42,20 84856
23/11/2023 20:23:53,13 84852
23/11/2023 20:24:04,19 106852
23/11/2023 20:24:15,17 108840
23/11/2023 20:24:26,19 113590
23/11/2023 20:24:37,13 116063
23/11/2023 20:24:48,18 119156
23/11/2023 20:24:59,19 125765
23/11/2023 20:25:10,16 126693
23/11/2023 20:25:21,15 117580
23/11/2023 20:25:32,20 116645
23/11/2023 20:25:43,22 116635
23/11/2023 20:25:54,16 117246
23/11/2023 20:26:05,21 115556
23/11/2023 20:26:16,17 115548
23/11/2023 20:26:27,21 115554
23/11/2023 20:26:38,18 137470
23/11/2023 20:26:49,20 84912
23/11/2023 20:27:00,18 86194
23/11/2023 20:27:11,14 102431
23/11/2023 20:27:22,22 93942
23/11/2023 20:27:33,17 95032
23/11/2023 20:27:44,20 114312
23/11/2023 20:27:55,22 117118
23/11/2023 20:28:06,14 118020
23/11/2023 20:28:17,15 122663
23/11/2023 20:28:28,18 125506
23/11/2023 20:28:39,22 125047
23/11/2023 20:28:50,21 132388
23/11/2023 20:29:01,19 133148
23/11/2023 20:29:12,12 133092
23/11/2023 20:29:23,18 133099
23/11/2023 20:29:34,15 133173
23/11/2023 20:29:45,11 132521
23/11/2023 20:29:56,19 131429
23/11/2023 20:30:07,19 131388
23/11/2023 20:30:18,15 131210
23/11/2023 20:30:29,20 103506
23/11/2023 20:30:40,15 88459
23/11/2023 20:30:51,21 117611
23/11/2023 20:31:02,20 84106
23/11/2023 20:31:13,13 85608
23/11/2023 20:31:24,15 85550
23/11/2023 20:31:35,15 113928
23/11/2023 20:31:46,20 115300
23/11/2023 20:31:57,19 116604
23/11/2023 20:32:08,13 120233
23/11/2023 20:32:19,12 124032
23/11/2023 20:32:30,17 127838
23/11/2023 20:32:41,14 129978
23/11/2023 20:32:52,17 131368
23/11/2023 20:33:03,22 131064
23/11/2023 20:33:14,21 126983
23/11/2023 20:33:25,22 125378
23/11/2023 20:33:36,18 124175
23/11/2023 20:33:47,22 123645
23/11/2023 20:33:58,20 123633
23/11/2023 20:34:09,13 130567
23/11/2023 20:34:20,14 88898
23/11/2023 20:34:31,12 82038
23/11/2023 20:34:42,20 77584
23/11/2023 20:34:53,18 94551
23/11/2023 20:35:04,14 95739
23/11/2023 20:35:15,20 95711
23/11/2023 20:35:26,17 102302
23/11/2023 20:35:37,18 104317
23/11/2023 20:35:48,18 107572
23/11/2023 20:35:59,15 110378
23/11/2023 20:36:10,13 113249
23/11/2023 20:36:21,20 119604
23/11/2023 20:36:32,20 120782
23/11/2023 20:36:43,13 120722
23/11/2023 20:36:54,17 120750
23/11/2023 20:37:05,21 120749
23/11/2023 20:37:16,17 120731
23/11/2023 20:37:27,14 118117
23/11/2023 20:37:38,17 118058
23/11/2023 20:37:49,17 118065
23/11/2023 20:38:00,14 132176
23/11/2023 20:38:11,17 82625
23/11/2023 20:38:22,17 83796
23/11/2023 20:38:33,13 99990
23/11/2023 20:38:44,18 85342
23/11/2023 20:38:55,15 86492
23/11/2023 20:39:06,15 93060
23/11/2023 20:39:17,21 117983
23/11/2023 20:39:28,18 119389
23/11/2023 20:39:39,16 124266
23/11/2023 20:39:50,18 125991
23/11/2023 20:40:01,11 127507
23/11/2023 20:40:12,16 134346
23/11/2023 20:40:23,12 133805
23/11/2023 20:40:34,13 134008
23/11/2023 20:40:45,16 134012
23/11/2023 20:40:56,12 134074
23/11/2023 20:41:07,13 134053
23/11/2023 20:41:18,15 132588
23/11/2023 20:41:29,14 132301
23/11/2023 20:41:40,12 132325
23/11/2023 20:41:51,19 85652
23/11/2023 20:42:02,13 86086
23/11/2023 20:42:13,22 86970
23/11/2023 20:42:24,13 79506
23/11/2023 20:42:35,22 80960
23/11/2023 20:42:46,15 80818
23/11/2023 20:42:57,14 118338
23/11/2023 20:43:08,22 119714
23/11/2023 20:43:19,14 120947
23/11/2023 20:43:30,20 125688
