Inicio: 25/11/2023 19:09:30,80 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: video-error-key.txt
25/11/2023 22:13:54,12 121631
25/11/2023 22:14:00,13 118561
25/11/2023 22:14:06,16 86742
25/11/2023 22:14:12,12 117288
25/11/2023 22:14:18,18 119650
25/11/2023 22:14:24,13 117888
25/11/2023 22:14:30,20 117894
25/11/2023 22:14:36,15 117916
25/11/2023 22:14:42,13 117934
25/11/2023 22:14:48,16 128366
25/11/2023 22:14:54,12 131760
25/11/2023 22:15:00,19 102486
25/11/2023 22:15:06,16 102819
25/11/2023 22:15:12,14 120993
25/11/2023 22:15:18,17 115835
25/11/2023 22:15:24,17 115975
25/11/2023 22:15:30,15 115313
25/11/2023 22:15:36,18 116093
25/11/2023 22:15:42,14 118409
25/11/2023 22:15:48,18 118585
25/11/2023 22:15:54,11 118501
25/11/2023 22:16:00,13 121529
25/11/2023 22:16:06,13 118456
25/11/2023 22:16:12,22 119632
25/11/2023 22:16:18,21 117209
25/11/2023 22:16:24,16 119368
25/11/2023 22:16:30,16 117622
25/11/2023 22:16:36,17 117594
25/11/2023 22:16:42,15 117620
25/11/2023 22:16:48,17 117582
25/11/2023 22:16:54,15 128029
25/11/2023 22:17:00,12 128537
25/11/2023 22:17:06,19 102496
25/11/2023 22:17:12,15 102820
25/11/2023 22:17:18,15 120976
25/11/2023 22:17:24,21 115880
25/11/2023 22:17:30,18 115975
25/11/2023 22:17:36,12 115899
25/11/2023 22:17:42,15 116566
25/11/2023 22:17:48,18 118566
25/11/2023 22:17:54,20 119075
25/11/2023 22:18:00,14 119021
25/11/2023 22:18:06,12 121969
25/11/2023 22:18:12,15 118905
25/11/2023 22:18:18,22 87118
25/11/2023 22:18:24,20 117688
25/11/2023 22:18:30,13 120048
25/11/2023 22:18:36,19 118326
25/11/2023 22:18:42,17 118308
25/11/2023 22:18:48,19 118306
25/11/2023 22:18:54,13 121385
25/11/2023 22:19:00,12 128664
25/11/2023 22:19:06,20 129226
25/11/2023 22:19:12,17 103100
25/11/2023 22:19:18,12 103430
25/11/2023 22:19:24,21 121585
25/11/2023 22:19:30,17 116376
25/11/2023 22:19:36,12 116584
25/11/2023 22:19:42,12 115863
25/11/2023 22:19:47,19 116567
25/11/2023 22:19:53,17 115827
25/11/2023 22:19:59,19 119579
25/11/2023 22:20:05,15 119143
25/11/2023 22:20:11,22 122048
25/11/2023 22:20:17,21 119000
25/11/2023 22:20:23,12 118960
25/11/2023 22:20:29,14 120739
25/11/2023 22:20:35,21 120525
25/11/2023 22:20:41,18 118799
25/11/2023 22:20:47,17 118775
25/11/2023 22:20:53,12 118813
25/11/2023 22:20:59,19 118771
25/11/2023 22:21:05,17 129529
25/11/2023 22:21:11,22 130050
25/11/2023 22:21:17,19 103779
25/11/2023 22:21:23,13 104334
25/11/2023 22:21:29,20 104417
25/11/2023 22:21:35,14 123458
25/11/2023 22:21:41,21 118528
25/11/2023 22:21:47,19 118000
25/11/2023 22:21:53,17 118416
25/11/2023 22:21:59,16 117737
25/11/2023 22:22:05,15 121470
25/11/2023 22:22:11,12 121070
25/11/2023 22:22:17,14 123885
25/11/2023 22:22:23,21 120895
25/11/2023 22:22:29,16 120849
25/11/2023 22:22:35,21 122433
25/11/2023 22:22:41,16 122058
25/11/2023 22:22:47,14 120137
25/11/2023 22:22:53,12 120074
25/11/2023 22:22:59,17 120084
25/11/2023 22:23:05,12 120028
25/11/2023 22:23:11,17 130449
25/11/2023 22:23:17,22 131122
25/11/2023 22:23:23,18 104564
25/11/2023 22:23:29,15 105284
25/11/2023 22:23:35,21 105340
25/11/2023 22:23:41,16 123521
25/11/2023 22:23:47,22 118821
25/11/2023 22:23:53,16 118307
25/11/2023 22:23:59,19 118725
25/11/2023 22:24:05,17 118051
25/11/2023 22:24:11,12 121730
25/11/2023 22:24:17,20 121344
25/11/2023 22:24:23,14 124145
25/11/2023 22:24:29,20 121112
25/11/2023 22:24:35,21 121034
25/11/2023 22:24:41,17 122687
25/11/2023 22:24:47,19 122373
25/11/2023 22:24:53,13 120587
25/11/2023 22:24:59,20 120575
25/11/2023 22:25:05,19 120582
25/11/2023 22:25:11,12 120563
25/11/2023 22:25:17,22 130794
25/11/2023 22:25:23,16 131467
25/11/2023 22:25:29,12 104853
25/11/2023 22:25:35,20 105656
25/11/2023 22:25:41,16 105664
25/11/2023 22:25:47,13 123754
25/11/2023 22:25:53,22 118904
25/11/2023 22:25:59,16 118404
25/11/2023 22:26:05,20 118781
25/11/2023 22:26:11,14 118080
25/11/2023 22:26:17,19 121827
25/11/2023 22:26:23,17 121401
25/11/2023 22:26:29,20 124296
25/11/2023 22:26:35,14 121282
25/11/2023 22:26:41,19 121268
25/11/2023 22:26:47,13 122894
25/11/2023 22:26:53,20 122428
25/11/2023 22:26:59,14 120656
25/11/2023 22:27:05,13 120618
25/11/2023 22:27:11,17 120646
25/11/2023 22:27:17,15 120633
25/11/2023 22:27:23,16 130892
25/11/2023 22:27:29,21 131596
25/11/2023 22:27:35,20 104980
25/11/2023 22:27:41,19 105796
25/11/2023 22:27:47,12 105709
25/11/2023 22:27:53,13 123745
25/11/2023 22:27:59,15 118887
25/11/2023 22:28:05,22 118402
25/11/2023 22:28:11,14 118759
25/11/2023 22:28:17,12 118127
25/11/2023 22:28:22,18 121725
25/11/2023 22:28:28,15 121467
25/11/2023 22:28:34,12 124297
25/11/2023 22:28:40,19 121260
25/11/2023 22:28:46,18 121224
25/11/2023 22:28:52,13 122736
25/11/2023 22:28:58,17 119966
25/11/2023 22:29:04,19 122326
25/11/2023 22:29:10,14 120504
25/11/2023 22:29:16,20 120521
25/11/2023 22:29:22,14 120493
25/11/2023 22:29:28,21 120441
25/11/2023 22:29:34,15 131364
25/11/2023 22:29:40,22 104692
25/11/2023 22:29:46,12 105563
25/11/2023 22:29:52,14 105654
25/11/2023 22:29:58,19 123752
25/11/2023 22:30:04,15 118338
25/11/2023 22:30:10,16 118891
25/11/2023 22:30:16,19 118522
25/11/2023 22:30:22,13 118238
25/11/2023 22:30:27,22 121400
25/11/2023 22:30:33,13 121356
25/11/2023 22:30:39,17 121338
25/11/2023 22:30:45,17 124213
25/11/2023 22:30:51,11 121167
25/11/2023 22:30:57,18 122746
25/11/2023 22:31:03,15 119982
25/11/2023 22:31:09,21 122223
25/11/2023 22:31:15,18 120372
25/11/2023 22:31:21,18 120340
25/11/2023 22:31:27,18 120327
25/11/2023 22:31:33,16 120329
25/11/2023 22:31:39,16 131222
25/11/2023 22:31:45,20 131506
25/11/2023 22:31:51,12 115383
25/11/2023 22:31:57,18 104681
25/11/2023 22:32:03,19 122872
25/11/2023 22:32:09,15 117710
25/11/2023 22:32:15,20 118070
25/11/2023 22:32:21,14 117605
25/11/2023 22:32:27,22 117602
25/11/2023 22:32:33,16 120530
25/11/2023 22:32:39,16 120502
25/11/2023 22:32:45,18 120496
25/11/2023 22:32:51,13 123319
25/11/2023 22:32:57,16 120214
25/11/2023 22:33:03,21 121878
25/11/2023 22:33:09,18 119131
25/11/2023 22:33:15,20 121447
25/11/2023 22:33:21,19 119695
25/11/2023 22:33:27,13 119672
25/11/2023 22:33:33,23 119685
25/11/2023 22:33:39,22 119679
25/11/2023 22:33:45,19 130389
25/11/2023 22:33:51,16 130658
25/11/2023 22:33:57,17 117720
25/11/2023 22:34:03,12 104832
25/11/2023 22:34:09,19 122881
25/11/2023 22:34:15,13 117690
25/11/2023 22:34:20,17 118169
25/11/2023 22:34:26,16 117327
25/11/2023 22:34:32,18 118355
25/11/2023 22:34:38,21 120546
25/11/2023 22:34:44,17 120700
25/11/2023 22:34:50,14 120637
25/11/2023 22:34:56,12 123604
25/11/2023 22:35:02,17 120553
25/11/2023 22:35:08,14 122118
25/11/2023 22:35:14,15 119426
25/11/2023 22:35:20,12 121776
25/11/2023 22:35:26,18 120053
25/11/2023 22:35:32,18 120034
25/11/2023 22:35:38,13 120013
25/11/2023 22:35:44,12 120040
25/11/2023 22:35:50,15 130549
25/11/2023 22:35:56,15 131006
25/11/2023 22:36:02,13 104925
25/11/2023 22:36:08,18 105147
25/11/2023 22:36:14,14 123154
25/11/2023 22:36:20,18 118055
25/11/2023 22:36:26,17 118224
25/11/2023 22:36:32,16 117386
25/11/2023 22:36:38,22 118410
25/11/2023 22:36:44,16 120647
25/11/2023 22:36:50,11 120763
25/11/2023 22:36:56,17 120779
25/11/2023 22:37:02,15 127525
25/11/2023 22:37:08,15 127760
25/11/2023 22:37:14,22 129362
25/11/2023 22:37:20,18 126407
25/11/2023 22:37:26,16 128700
25/11/2023 22:37:32,15 126947
25/11/2023 22:37:38,13 126929
25/11/2023 22:37:44,22 126945
25/11/2023 22:37:50,19 126949
25/11/2023 22:37:56,19 137458
25/11/2023 22:38:02,19 137832
25/11/2023 22:38:08,11 111802
25/11/2023 22:38:14,13 111987
25/11/2023 22:38:20,19 130127
25/11/2023 22:38:26,19 124996
25/11/2023 22:38:32,11 125208
25/11/2023 22:38:38,14 124342
25/11/2023 22:38:44,19 125370
25/11/2023 22:38:50,22 127530
25/11/2023 22:38:56,20 127678
25/11/2023 22:39:02,17 127643
25/11/2023 22:39:08,12 130615
25/11/2023 22:39:14,14 127575
25/11/2023 22:39:20,20 129089
25/11/2023 22:39:26,19 126349
25/11/2023 22:39:32,22 128576
25/11/2023 22:39:38,19 126772
25/11/2023 22:39:44,12 126739
25/11/2023 22:39:50,17 126724
25/11/2023 22:39:56,21 126755
25/11/2023 22:40:02,18 129570
25/11/2023 22:40:08,22 129338
25/11/2023 22:40:14,13 103901
25/11/2023 22:40:20,14 104131
25/11/2023 22:40:26,12 122291
25/11/2023 22:40:32,14 117127
25/11/2023 22:40:38,18 117277
25/11/2023 22:40:44,13 116465
25/11/2023 22:40:50,17 117369
25/11/2023 22:40:56,19 119728
25/11/2023 22:41:02,13 119856
25/11/2023 22:41:08,21 119852
25/11/2023 22:41:14,16 123688
25/11/2023 22:41:20,14 120474
25/11/2023 22:41:26,19 122665
25/11/2023 22:41:32,18 119843
25/11/2023 22:41:38,17 122208
25/11/2023 22:41:44,19 120352
25/11/2023 22:41:50,19 120344
25/11/2023 22:41:56,12 120344
25/11/2023 22:42:02,18 120424
25/11/2023 22:42:08,19 128825
25/11/2023 22:42:14,15 127729
25/11/2023 22:42:20,16 101689
25/11/2023 22:42:26,11 101859
25/11/2023 22:42:32,16 120025
25/11/2023 22:42:38,14 114873
25/11/2023 22:42:44,11 115031
25/11/2023 22:42:50,20 114251
25/11/2023 22:42:56,18 115231
25/11/2023 22:43:02,13 117463
25/11/2023 22:43:08,21 117522
25/11/2023 22:43:14,17 117434
25/11/2023 22:43:20,17 120467
25/11/2023 22:43:26,13 117372
25/11/2023 22:43:32,17 118986
25/11/2023 22:43:38,13 116214
25/11/2023 22:43:44,19 118539
25/11/2023 22:43:50,14 116775
25/11/2023 22:43:56,22 116795
25/11/2023 22:44:02,15 116779
25/11/2023 22:44:08,14 116771
25/11/2023 22:44:14,19 127340
25/11/2023 22:44:20,16 127772
25/11/2023 22:44:26,14 101732
25/11/2023 22:44:32,16 101954
25/11/2023 22:44:38,13 120033
25/11/2023 22:44:44,16 114941
25/11/2023 22:44:50,19 115119
25/11/2023 22:44:56,14 114311
25/11/2023 22:45:02,14 115201
25/11/2023 22:45:08,20 117425
25/11/2023 22:45:14,19 117572
25/11/2023 22:45:20,20 117549
25/11/2023 22:45:26,16 120693
25/11/2023 22:45:32,19 117652
25/11/2023 22:45:38,15 119271
25/11/2023 22:45:44,14 116399
25/11/2023 22:45:50,19 118802
25/11/2023 22:45:56,12 117022
25/11/2023 22:46:02,19 117017
25/11/2023 22:46:08,17 117001
25/11/2023 22:46:14,20 117026
25/11/2023 22:46:20,15 127562
25/11/2023 22:46:26,18 128046
25/11/2023 22:46:32,21 102021
25/11/2023 22:46:38,15 102246
25/11/2023 22:46:44,16 120329
25/11/2023 22:46:50,19 115212
25/11/2023 22:46:56,14 115379
25/11/2023 22:47:02,22 114541
25/11/2023 22:47:08,16 115568
25/11/2023 22:47:14,19 117761
25/11/2023 22:47:20,21 121016
25/11/2023 22:47:26,17 120988
25/11/2023 22:47:32,15 120829
25/11/2023 22:47:38,17 117773
25/11/2023 22:47:44,23 119300
25/11/2023 22:47:50,19 116528
25/11/2023 22:47:56,15 118862
25/11/2023 22:48:02,21 117117
25/11/2023 22:48:08,21 117085
25/11/2023 22:48:14,15 117077
25/11/2023 22:48:20,13 117101
25/11/2023 22:48:26,13 127654
25/11/2023 22:48:32,22 128110
25/11/2023 22:48:38,15 102010
25/11/2023 22:48:44,21 102253
25/11/2023 22:48:50,16 120302
25/11/2023 22:48:56,12 115104
25/11/2023 22:49:02,20 115375
25/11/2023 22:49:08,15 114519
25/11/2023 22:49:14,21 115593
25/11/2023 22:49:20,15 117784
25/11/2023 22:49:26,19 117944
25/11/2023 22:49:32,15 117901
25/11/2023 22:49:38,14 120861
25/11/2023 22:49:44,21 117853
25/11/2023 22:49:50,17 119426
25/11/2023 22:49:56,15 116574
25/11/2023 22:50:02,11 118916
25/11/2023 22:50:08,15 117180
25/11/2023 22:50:14,21 117189
25/11/2023 22:50:20,15 117173
25/11/2023 22:50:26,16 117165
25/11/2023 22:50:32,13 127744
25/11/2023 22:50:38,12 128204
25/11/2023 22:50:44,11 101965
25/11/2023 22:50:50,18 102179
25/11/2023 22:50:56,17 120291
25/11/2023 22:51:02,12 115204
25/11/2023 22:51:08,13 115354
25/11/2023 22:51:14,21 114579
25/11/2023 22:51:20,14 115560
25/11/2023 22:51:26,22 116299
25/11/2023 22:51:32,17 114948
25/11/2023 22:51:38,20 114460
25/11/2023 22:51:44,17 117456
25/11/2023 22:51:50,14 114071
25/11/2023 22:51:56,22 115245
25/11/2023 22:52:02,17 112481
25/11/2023 22:52:08,12 115023
25/11/2023 22:52:14,11 112243
25/11/2023 22:52:20,13 111648
25/11/2023 22:52:26,14 111271
25/11/2023 22:52:32,17 111052
25/11/2023 22:52:38,22 121406
25/11/2023 22:52:44,15 121781
25/11/2023 22:52:50,18 95997
25/11/2023 22:52:56,22 96181
25/11/2023 22:53:02,19 114483
25/11/2023 22:53:08,20 109386
25/11/2023 22:53:14,15 109524
25/11/2023 22:53:20,12 108783
25/11/2023 22:53:26,12 109721
25/11/2023 22:53:32,20 111923
25/11/2023 22:53:38,18 112091
25/11/2023 22:53:44,14 112063
25/11/2023 22:53:50,19 115026
25/11/2023 22:53:56,17 111962
25/11/2023 22:54:02,15 113612
25/11/2023 22:54:08,21 110736
25/11/2023 22:54:14,16 113074
25/11/2023 22:54:20,16 111330
25/11/2023 22:54:26,19 111290
25/11/2023 22:54:32,14 111221
25/11/2023 22:54:38,17 111149
25/11/2023 22:54:44,16 121881
25/11/2023 22:54:50,15 122365
25/11/2023 22:54:56,14 96417
26/11/2023 00:06:36,01 118418
26/11/2023 00:06:41,17 113699
26/11/2023 00:06:47,14 114594
26/11/2023 00:06:53,17 114093
26/11/2023 00:06:59,13 113969
26/11/2023 00:07:05,16 117129
26/11/2023 00:07:11,12 117009
26/11/2023 00:07:17,16 81578
26/11/2023 00:07:23,20 117161
26/11/2023 00:07:29,21 116808
26/11/2023 00:07:35,13 118378
26/11/2023 00:07:41,18 115638
26/11/2023 00:07:47,14 117980
26/11/2023 00:07:53,12 116160
26/11/2023 00:07:59,19 116192
26/11/2023 00:08:05,14 116153
26/11/2023 00:08:11,13 116153
26/11/2023 00:08:17,18 127069
26/11/2023 00:08:23,14 101676
26/11/2023 00:08:29,20 101174
26/11/2023 00:08:35,13 101200
26/11/2023 00:08:41,16 119221
26/11/2023 00:08:47,16 113909
26/11/2023 00:08:53,19 114496
26/11/2023 00:08:59,16 113955
26/11/2023 00:09:05,21 113843
26/11/2023 00:09:11,13 116995
26/11/2023 00:09:17,18 116887
26/11/2023 00:09:23,12 81384
26/11/2023 00:09:29,20 117009
26/11/2023 00:09:35,16 116689
26/11/2023 00:09:41,21 118311
26/11/2023 00:09:47,16 115531
26/11/2023 00:09:53,21 117840
26/11/2023 00:09:59,16 116080
26/11/2023 00:10:05,17 116040
26/11/2023 00:10:11,13 116048
26/11/2023 00:10:17,20 116084
26/11/2023 00:10:23,18 126928
26/11/2023 00:10:29,19 100186
26/11/2023 00:10:35,19 100955
26/11/2023 00:10:41,19 100989
26/11/2023 00:10:47,13 119201
26/11/2023 00:10:53,21 113881
26/11/2023 00:10:59,15 114431
26/11/2023 00:11:05,17 113903
26/11/2023 00:11:11,21 113779
26/11/2023 00:11:17,13 116930
26/11/2023 00:11:23,22 116806
26/11/2023 00:11:29,18 86974
26/11/2023 00:11:35,21 116721
26/11/2023 00:11:41,15 116661
26/11/2023 00:11:47,13 118229
26/11/2023 00:11:53,12 115453
26/11/2023 00:11:59,18 117807
26/11/2023 00:12:05,21 116041
26/11/2023 00:12:11,15 115991
26/11/2023 00:12:17,17 115976
26/11/2023 00:12:23,13 116028
26/11/2023 00:12:29,17 126785
26/11/2023 00:12:35,20 100319
26/11/2023 00:12:41,13 101153
26/11/2023 00:12:47,20 101216
26/11/2023 00:12:53,12 119396
26/11/2023 00:12:59,20 114116
26/11/2023 00:13:05,12 114663
26/11/2023 00:13:11,17 114083
26/11/2023 00:13:17,22 113975
26/11/2023 00:13:23,13 117334
26/11/2023 00:13:29,17 117202
26/11/2023 00:13:35,11 117190
26/11/2023 00:13:41,12 117617
26/11/2023 00:13:47,22 117093
26/11/2023 00:13:53,18 118684
26/11/2023 00:13:59,22 115924
26/11/2023 00:14:05,22 118253
26/11/2023 00:14:11,15 116461
26/11/2023 00:14:17,19 116441
26/11/2023 00:14:23,17 116413
26/11/2023 00:14:29,20 116361
26/11/2023 00:14:35,21 127244
26/11/2023 00:14:41,20 100589
26/11/2023 00:14:47,12 101467
26/11/2023 00:14:53,16 101592
26/11/2023 00:14:59,22 119673
26/11/2023 00:15:05,20 114369
26/11/2023 00:15:11,14 115031
26/11/2023 00:15:17,18 114487
26/11/2023 00:15:23,12 114359
26/11/2023 00:15:28,17 117381
26/11/2023 00:15:34,13 117383
26/11/2023 00:15:40,16 117375
26/11/2023 00:15:46,20 120287
26/11/2023 00:15:52,16 117219
26/11/2023 00:15:58,18 118843
26/11/2023 00:16:04,12 116089
26/11/2023 00:16:10,20 118429
26/11/2023 00:16:16,15 116592
26/11/2023 00:16:22,11 116463
26/11/2023 00:16:28,17 116471
26/11/2023 00:16:34,13 116416
26/11/2023 00:16:40,16 127282
26/11/2023 00:16:46,22 127585
26/11/2023 00:16:52,18 101320
26/11/2023 00:16:58,13 101534
26/11/2023 00:17:04,21 119635
26/11/2023 00:17:10,12 114527
26/11/2023 00:17:16,18 114749
26/11/2023 00:17:22,12 113781
26/11/2023 00:17:28,21 114789
26/11/2023 00:17:34,16 117867
26/11/2023 00:17:40,15 117963
26/11/2023 00:17:46,21 117979
26/11/2023 00:17:52,17 120893
26/11/2023 00:17:58,12 117832
26/11/2023 00:18:04,12 119321
26/11/2023 00:18:10,17 116484
26/11/2023 00:18:16,18 118915
26/11/2023 00:18:22,13 120239
26/11/2023 00:18:28,17 120254
26/11/2023 00:18:34,22 120214
26/11/2023 00:18:40,17 120210
26/11/2023 00:18:46,14 128088
26/11/2023 00:18:52,21 128431
26/11/2023 00:18:58,17 102410
26/11/2023 00:19:04,13 102620
26/11/2023 00:19:10,20 120756
26/11/2023 00:19:16,22 115544
26/11/2023 00:19:22,13 115754
26/11/2023 00:19:28,20 79359
26/11/2023 00:19:34,14 115676
26/11/2023 00:19:40,18 118223
26/11/2023 00:19:46,21 118241
26/11/2023 00:19:52,13 118168
26/11/2023 00:19:58,20 121054
26/11/2023 00:20:04,14 117986
26/11/2023 00:20:10,16 119611
26/11/2023 00:20:16,13 116859
26/11/2023 00:20:22,16 119189
26/11/2023 00:20:28,22 117441
26/11/2023 00:20:34,21 117393
26/11/2023 00:20:40,19 117410
26/11/2023 00:20:46,20 117376
26/11/2023 00:20:52,18 128085
26/11/2023 00:20:58,20 128357
26/11/2023 00:21:04,14 102307
26/11/2023 00:21:10,17 102561
26/11/2023 00:21:16,21 120594
26/11/2023 00:21:22,17 115502
26/11/2023 00:21:28,19 115721
26/11/2023 00:21:34,12 114740
26/11/2023 00:21:40,18 115736
26/11/2023 00:21:46,21 118406
26/11/2023 00:21:52,15 118470
26/11/2023 00:21:58,14 118423
26/11/2023 00:22:04,15 121382
26/11/2023 00:22:10,13 118334
26/11/2023 00:22:16,14 119926
26/11/2023 00:22:22,16 117128
26/11/2023 00:22:28,12 119468
26/11/2023 00:22:34,18 117748
26/11/2023 00:22:40,18 117728
26/11/2023 00:22:46,14 118161
26/11/2023 00:22:52,18 118165
26/11/2023 00:22:58,13 128748
26/11/2023 00:23:04,19 129084
26/11/2023 00:23:10,12 103152
26/11/2023 00:23:16,12 103342
26/11/2023 00:23:22,18 121397
26/11/2023 00:23:28,12 116201
26/11/2023 00:23:34,16 117028
26/11/2023 00:23:40,19 116095
26/11/2023 00:23:46,22 117086
26/11/2023 00:23:52,13 119466
26/11/2023 00:23:58,15 119578
26/11/2023 00:24:04,16 119546
26/11/2023 00:24:10,15 122484
26/11/2023 00:24:16,16 119404
26/11/2023 00:24:22,19 120942
26/11/2023 00:24:28,13 118176
26/11/2023 00:24:34,15 120504
26/11/2023 00:24:40,21 118780
26/11/2023 00:24:46,12 118732
26/11/2023 00:24:52,19 118732
26/11/2023 00:24:58,13 118695
26/11/2023 00:25:04,15 129323
26/11/2023 00:25:10,20 129659
26/11/2023 00:25:16,19 103765
26/11/2023 00:25:22,18 103942
26/11/2023 00:25:28,22 122042
26/11/2023 00:25:34,16 116898
26/11/2023 00:25:40,20 117116
26/11/2023 00:25:46,14 116176
26/11/2023 00:25:52,20 117087
26/11/2023 00:25:58,21 119618
26/11/2023 00:26:04,20 120665
26/11/2023 00:26:10,17 120679
26/11/2023 00:26:16,13 123620
26/11/2023 00:26:22,21 120568
26/11/2023 00:26:28,20 122083
26/11/2023 00:26:34,16 119314
26/11/2023 00:26:40,20 121669
26/11/2023 00:26:46,14 119897
26/11/2023 00:26:52,11 119821
26/11/2023 00:26:58,20 119822
26/11/2023 00:27:04,22 119849
26/11/2023 00:27:10,17 130507
26/11/2023 00:27:16,17 130887
26/11/2023 00:27:22,21 104851
26/11/2023 00:27:28,14 105048
26/11/2023 00:27:34,18 123188
26/11/2023 00:27:40,11 118040
26/11/2023 00:27:46,12 118262
26/11/2023 00:27:52,12 117302
26/11/2023 00:27:58,18 118281
26/11/2023 00:28:04,22 120716
26/11/2023 00:28:10,16 120773
26/11/2023 00:28:16,16 120755
26/11/2023 00:28:22,14 123570
26/11/2023 00:28:28,12 120458
26/11/2023 00:28:34,19 122218
26/11/2023 00:28:40,22 119443
26/11/2023 00:28:46,17 127069
26/11/2023 00:28:52,21 127689
26/11/2023 00:28:58,14 127621
26/11/2023 00:29:04,12 127617
26/11/2023 00:29:10,16 127649
26/11/2023 00:29:16,20 138088
26/11/2023 00:29:22,18 138416
26/11/2023 00:29:28,16 112354
26/11/2023 00:29:34,12 112580
26/11/2023 00:29:40,17 130678
26/11/2023 00:29:46,21 125646
26/11/2023 00:29:52,11 125792
26/11/2023 00:29:58,17 89248
26/11/2023 00:30:04,13 125387
26/11/2023 00:30:10,16 128162
26/11/2023 00:30:16,19 128174
26/11/2023 00:30:22,13 128159
26/11/2023 00:30:28,19 131126
26/11/2023 00:30:34,15 128058
26/11/2023 00:30:40,13 129620
26/11/2023 00:30:46,22 126862
26/11/2023 00:30:52,16 129161
26/11/2023 00:30:58,18 127421
26/11/2023 00:31:04,22 127385
26/11/2023 00:31:10,13 127361
26/11/2023 00:31:16,21 127417
26/11/2023 00:31:22,21 138073
26/11/2023 00:31:28,21 138389
26/11/2023 00:31:34,13 112385
26/11/2023 00:31:40,13 112518
26/11/2023 00:31:46,12 130694
26/11/2023 00:31:52,16 125598
26/11/2023 00:31:58,19 125752
26/11/2023 00:32:04,20 124820
26/11/2023 00:32:10,17 128889
26/11/2023 00:32:16,19 128606
26/11/2023 00:32:22,14 128650
26/11/2023 00:32:28,21 128671
26/11/2023 00:32:34,19 131644
26/11/2023 00:32:40,15 128576
26/11/2023 00:32:46,21 130163
26/11/2023 00:32:52,15 127386
26/11/2023 00:32:58,21 129776
26/11/2023 00:33:04,17 128000
26/11/2023 00:33:10,16 127989
26/11/2023 00:33:16,21 127965
26/11/2023 00:33:22,19 127917
26/11/2023 00:33:28,20 138608
26/11/2023 00:33:34,18 138933
26/11/2023 00:33:40,18 112941
26/11/2023 00:33:46,11 113146
26/11/2023 00:33:52,18 131262
26/11/2023 00:33:58,15 126131
26/11/2023 00:34:04,11 126312
26/11/2023 00:34:10,16 89995
26/11/2023 00:34:16,19 125999
26/11/2023 00:34:22,12 128748
26/11/2023 00:34:28,16 128840
26/11/2023 00:34:34,12 128804
26/11/2023 00:34:40,19 131753
26/11/2023 00:34:46,22 128669
26/11/2023 00:34:52,15 130203
26/11/2023 00:34:58,22 127445
26/11/2023 00:35:04,17 129778
26/11/2023 00:35:10,18 127993
26/11/2023 00:35:16,21 127930
26/11/2023 00:35:22,16 127969
26/11/2023 00:35:28,20 127973
26/11/2023 00:35:34,15 138709
26/11/2023 00:35:40,22 139053
26/11/2023 00:35:46,19 112899
26/11/2023 00:35:52,15 113141
26/11/2023 00:35:58,12 131209
26/11/2023 00:36:04,12 126097
26/11/2023 00:36:09,16 126167
26/11/2023 00:36:15,21 125511
26/11/2023 00:36:21,12 126435
26/11/2023 00:36:27,15 128678
26/11/2023 00:36:33,11 128791
26/11/2023 00:36:39,18 128774
26/11/2023 00:36:45,13 131555
26/11/2023 00:36:51,18 128503
26/11/2023 00:36:57,21 130216
26/11/2023 00:37:03,14 127370
26/11/2023 00:37:09,20 129722
26/11/2023 00:37:15,18 127974
26/11/2023 00:37:21,13 127968
26/11/2023 00:37:27,20 127968
26/11/2023 00:37:33,15 127957
26/11/2023 00:37:39,20 138652
26/11/2023 00:37:45,17 139148
26/11/2023 00:37:51,17 112833
26/11/2023 00:37:57,20 113063
26/11/2023 00:38:03,16 131187
26/11/2023 00:38:09,21 126044
26/11/2023 00:38:15,19 126162
26/11/2023 00:38:21,14 125337
26/11/2023 00:38:27,14 126256
26/11/2023 00:38:33,13 128601
26/11/2023 00:38:39,19 128679
26/11/2023 00:38:45,13 128665
26/11/2023 00:38:51,18 131606
26/11/2023 00:38:57,15 128518
26/11/2023 00:39:03,15 130221
26/11/2023 00:39:09,21 127349
26/11/2023 00:39:15,15 129653
26/11/2023 00:39:21,12 127909
26/11/2023 00:39:27,19 127915
26/11/2023 00:39:33,13 127907
26/11/2023 00:39:39,18 127915
26/11/2023 00:39:45,13 138406
26/11/2023 00:39:51,19 138894
26/11/2023 00:39:57,11 112800
26/11/2023 00:40:03,14 112981
26/11/2023 00:40:09,21 131117
26/11/2023 00:40:15,14 125985
26/11/2023 00:40:21,19 126151
26/11/2023 00:40:27,13 125392
26/11/2023 00:40:33,16 126324
26/11/2023 00:40:39,12 128564
26/11/2023 00:40:45,21 128716
26/11/2023 00:40:51,19 128716
26/11/2023 00:40:57,21 131606
26/11/2023 00:41:03,14 128526
26/11/2023 00:41:09,20 130189
26/11/2023 00:41:15,13 127327
26/11/2023 00:41:21,20 129675
26/11/2023 00:41:27,20 127945
26/11/2023 00:41:33,18 127889
26/11/2023 00:41:39,20 127909
26/11/2023 00:41:45,12 127812
26/11/2023 00:41:51,20 138353
26/11/2023 00:41:57,14 138818
26/11/2023 00:42:03,16 112746
26/11/2023 00:42:09,19 113052
26/11/2023 00:42:15,15 131154
26/11/2023 00:42:21,13 126069
26/11/2023 00:42:27,18 126215
26/11/2023 00:42:33,13 125467
