Inicio: 26/11/2023 16:15:09,49 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: video-error-key-continue-2.txt
26/11/2023 18:32:30,13 129229
26/11/2023 18:32:41,20 140017
26/11/2023 18:32:52,14 113985
26/11/2023 18:33:03,18 130363
26/11/2023 18:33:14,13 127120
26/11/2023 18:33:25,17 126757
26/11/2023 18:33:36,18 128508
26/11/2023 18:33:47,22 129303
26/11/2023 18:33:58,15 129934
26/11/2023 18:34:09,13 127769
26/11/2023 18:34:20,21 129150
26/11/2023 18:34:31,14 129102
26/11/2023 18:34:42,14 139065
26/11/2023 18:34:53,18 113185
26/11/2023 18:35:04,12 132614
26/11/2023 18:35:15,23 127372
26/11/2023 18:35:26,20 126924
26/11/2023 18:35:37,15 129712
26/11/2023 18:35:48,16 129682
26/11/2023 18:35:59,21 128671
26/11/2023 18:36:10,15 127200
26/11/2023 18:36:21,14 127930
26/11/2023 18:36:32,20 129148
26/11/2023 18:36:43,17 129088
26/11/2023 18:36:54,12 139997
26/11/2023 18:37:05,18 113891
26/11/2023 18:37:16,17 132422
26/11/2023 18:37:27,12 126724
26/11/2023 18:37:38,14 126578
26/11/2023 18:37:49,14 128549
26/11/2023 18:38:00,18 128596
26/11/2023 18:38:11,22 126998
26/11/2023 18:38:22,16 127554
26/11/2023 18:38:33,19 129004
26/11/2023 18:38:44,17 129004
26/11/2023 18:38:55,15 139062
26/11/2023 18:39:06,17 113015
26/11/2023 18:39:17,20 132316
26/11/2023 18:39:28,18 126914
26/11/2023 18:39:39,15 126495
26/11/2023 18:39:50,13 129293
26/11/2023 18:40:01,21 128901
26/11/2023 18:40:12,18 129064
26/11/2023 18:40:23,20 126739
26/11/2023 18:40:34,14 127453
26/11/2023 18:40:45,13 128611
26/11/2023 18:40:56,14 128477
26/11/2023 18:41:07,14 111970
26/11/2023 18:41:18,19 113577
26/11/2023 18:41:29,15 131919
26/11/2023 18:41:40,19 126297
26/11/2023 18:41:51,17 126273
26/11/2023 18:42:02,19 128388
26/11/2023 18:42:13,15 127945
26/11/2023 18:42:24,22 126339
26/11/2023 18:42:35,18 126999
26/11/2023 18:42:46,15 128244
26/11/2023 18:42:57,21 128282
26/11/2023 18:43:08,17 138614
26/11/2023 18:43:19,22 112414
26/11/2023 18:43:30,18 131154
26/11/2023 18:43:41,19 126148
26/11/2023 18:43:52,19 125700
26/11/2023 18:44:03,14 128520
26/11/2023 18:44:14,20 127277
26/11/2023 18:44:25,12 128452
26/11/2023 18:44:36,12 126163
26/11/2023 18:44:47,22 126851
26/11/2023 18:44:58,14 127979
26/11/2023 18:45:09,20 137261
26/11/2023 18:45:20,14 111468
26/11/2023 18:45:31,13 113040
26/11/2023 18:45:42,16 130968
26/11/2023 18:45:53,16 125551
26/11/2023 18:46:04,22 127126
26/11/2023 18:46:15,16 128460
26/11/2023 18:46:26,17 127515
26/11/2023 18:46:37,18 125893
26/11/2023 18:46:48,13 126667
26/11/2023 18:46:59,20 127991
26/11/2023 18:47:10,12 127966
26/11/2023 18:47:21,12 138442
26/11/2023 18:47:32,14 112649
26/11/2023 18:47:43,21 131467
26/11/2023 18:47:54,15 126165
26/11/2023 18:48:05,18 125689
26/11/2023 18:48:16,16 127289
26/11/2023 18:48:27,17 127582
26/11/2023 18:48:38,18 128610
26/11/2023 18:48:49,13 126341
26/11/2023 18:49:00,19 127083
26/11/2023 18:49:11,13 128171
26/11/2023 18:49:22,15 138027
26/11/2023 18:49:33,19 112178
26/11/2023 18:49:44,17 113396
26/11/2023 18:49:55,21 101916
26/11/2023 18:50:06,21 126150
26/11/2023 18:50:17,12 129266
26/11/2023 18:50:28,16 128994
26/11/2023 18:50:39,13 127779
26/11/2023 18:50:50,21 126366
26/11/2023 18:51:01,17 127112
26/11/2023 18:51:12,21 128324
26/11/2023 18:51:23,15 128303
26/11/2023 18:51:34,13 139122
26/11/2023 18:51:45,18 113232
26/11/2023 18:51:56,23 129719
26/11/2023 18:52:07,16 124830
26/11/2023 18:52:18,21 121369
26/11/2023 18:52:29,20 119399
26/11/2023 18:52:40,17 119206
26/11/2023 18:52:51,12 120054
26/11/2023 18:53:02,21 117026
26/11/2023 18:53:13,17 118428
26/11/2023 18:53:24,22 118415
26/11/2023 18:53:35,19 125176
26/11/2023 18:53:46,13 99730
26/11/2023 18:53:57,22 119741
26/11/2023 18:54:08,13 114758
26/11/2023 18:54:19,21 114369
26/11/2023 18:54:30,13 118403
26/11/2023 18:54:41,14 118543
26/11/2023 18:54:52,16 117553
26/11/2023 18:55:03,21 116078
26/11/2023 18:55:14,13 116751
26/11/2023 18:55:25,15 117941
26/11/2023 18:55:36,17 117816
26/11/2023 18:55:47,12 128918
26/11/2023 18:55:58,18 102787
26/11/2023 18:56:09,21 121253
26/11/2023 18:56:20,13 115675
26/11/2023 18:56:31,17 115495
26/11/2023 18:56:42,15 117475
26/11/2023 18:56:53,21 117513
26/11/2023 18:57:04,19 115862
26/11/2023 18:57:15,16 116402
26/11/2023 18:57:26,15 117847
26/11/2023 18:57:37,18 117875
26/11/2023 18:57:48,13 128200
26/11/2023 18:57:59,17 102293
26/11/2023 18:58:10,22 121596
26/11/2023 18:58:21,15 116234
26/11/2023 18:58:32,21 115374
26/11/2023 18:58:43,18 117843
26/11/2023 18:58:54,17 112063
26/11/2023 18:59:05,13 117170
26/11/2023 18:59:16,18 114897
26/11/2023 18:59:27,18 115601
26/11/2023 18:59:38,13 116743
26/11/2023 18:59:49,14 116751
26/11/2023 19:00:00,16 99544
26/11/2023 19:00:11,21 101100
26/11/2023 19:00:22,13 119355
26/11/2023 19:00:33,16 113659
26/11/2023 19:00:44,21 113657
26/11/2023 19:00:55,17 115727
26/11/2023 19:01:06,13 115614
26/11/2023 19:01:17,23 114641
26/11/2023 19:01:28,22 115272
26/11/2023 19:01:39,12 116580
26/11/2023 19:01:50,21 116580
26/11/2023 19:02:01,16 126918
26/11/2023 19:02:12,22 101069
26/11/2023 19:02:23,16 119816
26/11/2023 19:02:34,17 114754
26/11/2023 19:02:45,13 114351
26/11/2023 19:02:56,14 117152
26/11/2023 19:03:07,19 115894
26/11/2023 19:03:18,15 117104
26/11/2023 19:03:29,16 114772
26/11/2023 19:03:40,21 115292
26/11/2023 19:03:51,21 116310
26/11/2023 19:04:02,16 125745
26/11/2023 19:04:13,16 99409
26/11/2023 19:04:24,16 100957
26/11/2023 19:04:35,17 119004
26/11/2023 19:04:46,15 113646
26/11/2023 19:04:57,17 115204
26/11/2023 19:05:08,13 116588
26/11/2023 19:05:19,15 115516
26/11/2023 19:05:30,19 114018
26/11/2023 19:05:41,21 114776
26/11/2023 19:05:52,14 115928
26/11/2023 19:06:03,18 115976
26/11/2023 19:06:14,19 126560
26/11/2023 19:06:25,20 100393
26/11/2023 19:06:36,11 119132
26/11/2023 19:06:47,15 113858
26/11/2023 19:06:58,18 113366
26/11/2023 19:07:09,19 114933
26/11/2023 19:07:20,21 115183
26/11/2023 19:07:31,11 116139
26/11/2023 19:07:42,16 113934
26/11/2023 19:07:53,16 114540
26/11/2023 19:08:04,23 115700
26/11/2023 19:08:15,19 124993
26/11/2023 19:08:26,14 99034
26/11/2023 19:08:37,13 100248
26/11/2023 19:08:48,17 117985
26/11/2023 19:08:59,16 113277
26/11/2023 19:09:10,18 116042
26/11/2023 19:09:21,20 115818
26/11/2023 19:09:32,20 114708
26/11/2023 19:09:43,18 113149
26/11/2023 19:09:54,22 113919
26/11/2023 19:10:05,18 115083
26/11/2023 19:10:16,12 115047
26/11/2023 19:10:27,19 125785
26/11/2023 19:10:38,21 99874
26/11/2023 19:10:49,19 118285
26/11/2023 19:11:00,22 113018
26/11/2023 19:11:11,14 112690
26/11/2023 19:11:22,14 114426
26/11/2023 19:11:33,18 114611
26/11/2023 19:11:44,18 115499
26/11/2023 19:11:55,21 115493
26/11/2023 19:12:06,18 115051
26/11/2023 19:12:17,18 114858
26/11/2023 19:12:28,14 124841
26/11/2023 19:12:39,21 99037
26/11/2023 19:12:50,14 82543
26/11/2023 19:13:01,12 113465
26/11/2023 19:13:12,15 112721
26/11/2023 19:13:23,12 115482
26/11/2023 19:13:34,16 115616
26/11/2023 19:13:45,13 114563
26/11/2023 19:13:56,19 113023
26/11/2023 19:14:07,12 113738
26/11/2023 19:14:18,20 114930
26/11/2023 19:14:29,17 114934
26/11/2023 19:14:40,15 125923
26/11/2023 19:14:51,20 99938
26/11/2023 19:15:02,12 118448
26/11/2023 19:15:13,12 112898
26/11/2023 19:15:24,13 112666
26/11/2023 19:15:35,19 114537
26/11/2023 19:15:46,19 114621
26/11/2023 19:15:57,12 112974
26/11/2023 19:16:08,19 113554
26/11/2023 19:16:19,12 115012
26/11/2023 19:16:30,18 115025
26/11/2023 19:16:41,12 125037
26/11/2023 19:16:52,15 99165
26/11/2023 19:17:03,14 118463
26/11/2023 19:17:14,22 113072
26/11/2023 19:17:25,15 112680
26/11/2023 19:17:36,21 115455
26/11/2023 19:17:47,21 97053
26/11/2023 19:17:58,12 115919
26/11/2023 19:18:09,19 113082
26/11/2023 19:18:20,19 113762
26/11/2023 19:18:31,12 114920
26/11/2023 19:18:42,12 114912
26/11/2023 19:18:53,18 114541
26/11/2023 19:19:04,17 100941
26/11/2023 19:19:15,13 119238
26/11/2023 19:19:26,15 113687
26/11/2023 19:19:37,13 113639
26/11/2023 19:19:48,22 115654
26/11/2023 19:19:59,18 115589
26/11/2023 19:20:10,17 113987
26/11/2023 19:20:21,12 114594
26/11/2023 19:20:32,18 115963
26/11/2023 19:20:43,23 115827
26/11/2023 19:20:54,17 126174
26/11/2023 19:21:05,20 100209
26/11/2023 19:21:16,20 119211
26/11/2023 19:21:27,14 114005
26/11/2023 19:21:38,22 113605
26/11/2023 19:21:49,19 116517
26/11/2023 19:22:00,14 115149
26/11/2023 19:22:11,19 116212
26/11/2023 19:22:22,14 113704
26/11/2023 19:22:33,18 114477
26/11/2023 19:22:44,14 115616
26/11/2023 19:22:55,13 125322
26/11/2023 19:23:06,20 99063
26/11/2023 19:23:17,15 100651
26/11/2023 19:23:28,20 118683
26/11/2023 19:23:39,14 113269
26/11/2023 19:23:50,20 116936
26/11/2023 19:24:01,21 116291
26/11/2023 19:24:12,13 115318
26/11/2023 19:24:23,18 113763
26/11/2023 19:24:34,14 114521
26/11/2023 19:24:45,18 115729
26/11/2023 19:24:56,12 115721
26/11/2023 19:25:07,20 126329
26/11/2023 19:25:18,15 100291
26/11/2023 19:25:29,13 119033
26/11/2023 19:25:40,11 113750
26/11/2023 19:25:51,13 113338
26/11/2023 19:26:02,17 114829
26/11/2023 19:26:13,19 115052
26/11/2023 19:26:24,15 116120
26/11/2023 19:26:35,19 113838
26/11/2023 19:26:46,13 114451
26/11/2023 19:26:57,19 115619
26/11/2023 19:27:08,15 125262
26/11/2023 19:27:19,14 99442
26/11/2023 19:27:30,20 100640
26/11/2023 19:27:41,14 118496
26/11/2023 19:27:52,21 113592
26/11/2023 19:28:03,21 116178
26/11/2023 19:28:14,17 116070
26/11/2023 19:28:25,22 115069
26/11/2023 19:28:36,13 113475
26/11/2023 19:28:47,17 114289
26/11/2023 19:28:58,20 115489
26/11/2023 19:29:09,16 115336
26/11/2023 19:29:20,18 126209
26/11/2023 19:29:31,22 101126
26/11/2023 19:29:42,15 119576
26/11/2023 19:29:53,13 114350
26/11/2023 19:30:04,15 113958
26/11/2023 19:30:15,21 115718
26/11/2023 19:30:26,22 115842
26/11/2023 19:30:37,15 116737
26/11/2023 19:30:48,18 116942
26/11/2023 19:30:59,19 116390
26/11/2023 19:31:10,13 116422
26/11/2023 19:31:21,21 126283
26/11/2023 19:31:32,17 100476
26/11/2023 19:31:43,21 89939
26/11/2023 19:31:54,19 114338
26/11/2023 19:32:05,16 113914
26/11/2023 19:32:16,19 116676
26/11/2023 19:32:27,13 116278
26/11/2023 19:32:38,16 115229
26/11/2023 19:32:49,20 113760
26/11/2023 19:33:00,12 114465
26/11/2023 19:33:11,16 115655
26/11/2023 19:33:22,22 115663
26/11/2023 19:33:33,20 127104
26/11/2023 19:33:44,15 101061
26/11/2023 19:33:55,21 114632
26/11/2023 19:34:06,14 113937
26/11/2023 19:34:17,18 113765
26/11/2023 19:34:28,16 115653
26/11/2023 19:34:39,12 115698
26/11/2023 19:34:50,23 114149
26/11/2023 19:35:01,13 114754
26/11/2023 19:35:12,23 116248
26/11/2023 19:35:23,19 116224
26/11/2023 19:35:34,12 126284
26/11/2023 19:35:45,22 100194
26/11/2023 19:35:56,13 119385
26/11/2023 19:36:07,19 114131
26/11/2023 19:36:18,18 113747
26/11/2023 19:36:29,21 116509
26/11/2023 19:36:40,14 116643
26/11/2023 19:36:51,17 117041
26/11/2023 19:37:02,17 114127
26/11/2023 19:37:13,18 114859
26/11/2023 19:37:24,23 115985
26/11/2023 19:37:35,14 115856
26/11/2023 19:37:46,17 114450
26/11/2023 19:37:57,17 101071
26/11/2023 19:38:08,19 119493
26/11/2023 19:38:19,16 113727
26/11/2023 19:38:30,21 113679
26/11/2023 19:38:41,13 115738
26/11/2023 19:38:52,17 115629
26/11/2023 19:39:03,22 114031
26/11/2023 19:39:14,15 114653
26/11/2023 19:39:25,20 115993
26/11/2023 19:39:36,17 115989
26/11/2023 19:39:40,61 114905
26/11/2023 19:39:51,20 127020
26/11/2023 19:40:02,21 100840
26/11/2023 19:40:13,19 117266
26/11/2023 19:40:24,11 113768
26/11/2023 19:40:35,15 113226
26/11/2023 19:40:46,18 114960
26/11/2023 19:40:57,16 114982
26/11/2023 19:41:08,13 113340
26/11/2023 19:41:19,12 113892
26/11/2023 19:41:30,16 115370
26/11/2023 19:41:41,20 115370
26/11/2023 19:41:52,18 125294
26/11/2023 19:42:03,12 99418
26/11/2023 19:42:14,12 118452
26/11/2023 19:42:25,20 113382
26/11/2023 19:42:36,17 112908
26/11/2023 19:42:47,21 115914
26/11/2023 19:42:58,17 112788
26/11/2023 19:43:09,16 115926
26/11/2023 19:43:20,13 113569
26/11/2023 19:43:31,12 114577
26/11/2023 19:43:42,20 115783
26/11/2023 19:43:53,22 115739
26/11/2023 19:44:04,12 99283
26/11/2023 19:44:15,17 100788
26/11/2023 19:44:26,19 119252
26/11/2023 19:44:37,15 112353
26/11/2023 19:44:48,19 111861
26/11/2023 19:44:59,20 114887
26/11/2023 19:45:10,21 115082
26/11/2023 19:45:21,14 113584
26/11/2023 19:45:32,12 114251
26/11/2023 19:45:43,18 115447
26/11/2023 19:45:54,19 115217
26/11/2023 19:46:05,18 125914
26/11/2023 19:46:16,18 100609
26/11/2023 19:46:27,21 119729
26/11/2023 19:46:38,11 114411
26/11/2023 19:46:48,18 113879
26/11/2023 19:46:59,16 116773
26/11/2023 19:47:10,19 120154
26/11/2023 19:47:21,12 116728
26/11/2023 19:47:32,21 114363
26/11/2023 19:47:43,17 115078
26/11/2023 19:47:54,14 116263
26/11/2023 19:48:05,15 85480
26/11/2023 19:48:16,13 99579
26/11/2023 19:48:27,21 101371
26/11/2023 19:48:38,18 119600
26/11/2023 19:48:49,13 113969
26/11/2023 19:49:00,14 113986
26/11/2023 19:49:11,20 116026
26/11/2023 19:49:22,19 115893
26/11/2023 19:49:33,13 114827
26/11/2023 19:49:44,21 115540
26/11/2023 19:49:55,15 116816
26/11/2023 19:50:06,11 116796
26/11/2023 19:50:17,21 128307
26/11/2023 19:50:28,17 101743
26/11/2023 19:50:39,17 120709
26/11/2023 19:50:50,20 115447
26/11/2023 19:51:01,16 115011
26/11/2023 19:51:12,16 117780
26/11/2023 19:51:23,16 116534
26/11/2023 19:51:34,17 117732
26/11/2023 19:51:45,17 115481
26/11/2023 19:51:56,19 116105
26/11/2023 19:52:07,15 117123
26/11/2023 19:52:18,12 126000
26/11/2023 19:52:29,14 99804
26/11/2023 19:52:40,18 101300
26/11/2023 19:52:51,16 119352
26/11/2023 19:53:02,14 114011
26/11/2023 19:53:13,14 115474
26/11/2023 19:53:24,17 116830
26/11/2023 19:53:35,18 115836
26/11/2023 19:53:46,14 114266
26/11/2023 19:53:57,15 114984
26/11/2023 19:54:08,14 116196
26/11/2023 19:54:19,17 116139
26/11/2023 19:54:30,11 126829
26/11/2023 19:54:41,18 100911
26/11/2023 19:54:52,22 119653
26/11/2023 19:55:03,20 114371
26/11/2023 19:55:14,17 113851
26/11/2023 19:55:25,17 115490
26/11/2023 19:55:36,16 115669
26/11/2023 19:55:47,13 116681
26/11/2023 19:55:58,18 114475
26/11/2023 19:56:09,15 115036
26/11/2023 19:56:20,17 116093
26/11/2023 19:56:31,17 125831
26/11/2023 19:56:42,18 99695
26/11/2023 19:56:53,14 100949
26/11/2023 19:57:04,22 89427
26/11/2023 19:57:15,17 113587
26/11/2023 19:57:26,20 116460
26/11/2023 19:57:37,16 116446
26/11/2023 19:57:48,18 115409
26/11/2023 19:57:59,18 113851
26/11/2023 19:58:10,20 114621
26/11/2023 19:58:21,13 115909
26/11/2023 19:58:32,14 115927
26/11/2023 19:58:43,17 126714
26/11/2023 19:58:54,12 100805
26/11/2023 19:59:05,12 118967
26/11/2023 19:59:16,16 113929
26/11/2023 19:59:27,18 113553
26/11/2023 19:59:38,15 115332
26/11/2023 19:59:49,15 115457
26/11/2023 20:00:00,21 116245
26/11/2023 20:00:11,19 114391
26/11/2023 20:00:22,20 115845
26/11/2023 20:00:33,21 115860
26/11/2023 20:00:44,18 125865
26/11/2023 20:00:55,18 100008
26/11/2023 20:01:06,13 119251
26/11/2023 20:01:17,16 114071
26/11/2023 20:01:28,18 113691
26/11/2023 20:01:39,21 116329
26/11/2023 20:01:50,21 116413
26/11/2023 20:02:01,18 115475
26/11/2023 20:02:12,13 114040
26/11/2023 20:02:23,18 114826
26/11/2023 20:02:34,14 115960
26/11/2023 20:02:45,13 115948
26/11/2023 20:02:56,12 127052
26/11/2023 20:03:07,19 100500
26/11/2023 20:03:18,17 118981
26/11/2023 20:03:29,14 113318
26/11/2023 20:03:40,12 113166
26/11/2023 20:03:51,12 115090
26/11/2023 20:04:02,19 115084
26/11/2023 20:04:13,13 113466
26/11/2023 20:04:24,20 114053
26/11/2023 20:04:35,12 115467
26/11/2023 20:04:46,16 113375
26/11/2023 20:04:57,20 126926
26/11/2023 20:05:08,12 102092
26/11/2023 20:05:19,21 121438
26/11/2023 20:05:30,18 115988
26/11/2023 20:05:41,16 115596
26/11/2023 20:05:52,13 118461
26/11/2023 20:06:03,16 118582
26/11/2023 20:06:14,15 118928
26/11/2023 20:06:25,19 116059
26/11/2023 20:06:36,15 116713
26/11/2023 20:06:47,21 117915
26/11/2023 20:06:58,12 117754
26/11/2023 20:07:09,13 116393
26/11/2023 20:07:20,20 103011
26/11/2023 20:07:31,20 121424
26/11/2023 20:07:42,13 115646
26/11/2023 20:07:53,12 115606
26/11/2023 20:08:04,12 117665
26/11/2023 20:08:15,20 117532
26/11/2023 20:08:26,15 115922
26/11/2023 20:08:37,21 116523
26/11/2023 20:08:48,13 117817
26/11/2023 20:08:59,19 117831
26/11/2023 20:09:10,19 128237
26/11/2023 20:09:21,22 102343
26/11/2023 20:09:32,20 121203
26/11/2023 20:09:43,16 116157
26/11/2023 20:09:54,18 115745
26/11/2023 20:10:05,21 118509
26/11/2023 20:10:16,21 117175
26/11/2023 20:10:27,18 118441
26/11/2023 20:10:38,19 116229
26/11/2023 20:10:49,15 116820
26/11/2023 20:11:00,18 117971
26/11/2023 20:11:11,18 127793
26/11/2023 20:11:22,15 101592
26/11/2023 20:11:33,12 103180
26/11/2023 20:11:44,11 121196
26/11/2023 20:11:55,15 115596
26/11/2023 20:12:06,15 119402
26/11/2023 20:12:17,20 118718
26/11/2023 20:12:28,17 117651
26/11/2023 20:12:39,19 116078
26/11/2023 20:12:50,19 116896
26/11/2023 20:13:01,19 118072
26/11/2023 20:13:12,12 118075
26/11/2023 20:13:23,19 128585
26/11/2023 20:13:34,14 102591
26/11/2023 20:13:45,12 121466
26/11/2023 20:13:56,20 116212
26/11/2023 20:14:07,16 116312
26/11/2023 20:14:18,20 117824
26/11/2023 20:14:29,16 118046
26/11/2023 20:14:40,14 119066
26/11/2023 20:14:51,14 116836
26/11/2023 20:15:02,12 117554
26/11/2023 20:15:13,17 118552
26/11/2023 20:15:24,13 128309
26/11/2023 20:15:35,19 102515
26/11/2023 20:15:46,16 103789
26/11/2023 20:15:57,20 121561
26/11/2023 20:16:08,16 116903
26/11/2023 20:16:19,21 119944
26/11/2023 20:16:30,16 119636
26/11/2023 20:16:41,18 118653
26/11/2023 20:16:52,17 117043
26/11/2023 20:17:03,12 117738
26/11/2023 20:17:14,12 118916
26/11/2023 20:17:25,21 118920
26/11/2023 20:17:36,14 129742
26/11/2023 20:17:47,13 103824
26/11/2023 20:17:58,14 122265
26/11/2023 20:18:09,17 113460
26/11/2023 20:18:20,16 113196
26/11/2023 20:18:31,15 115151
26/11/2023 20:18:42,11 115373
26/11/2023 20:18:53,19 116249
26/11/2023 20:19:04,20 115492
26/11/2023 20:19:15,17 115786
26/11/2023 20:19:26,19 115822
26/11/2023 20:19:37,19 125611
26/11/2023 20:19:48,20 99852
26/11/2023 20:19:59,15 100898
26/11/2023 20:20:10,19 119107
26/11/2023 20:20:21,19 113504
26/11/2023 20:20:32,15 115373
26/11/2023 20:20:43,12 113740
26/11/2023 20:20:54,16 119961
26/11/2023 20:21:05,14 118602
26/11/2023 20:21:16,17 119428
26/11/2023 20:21:27,16 120554
26/11/2023 20:21:38,19 120458
26/11/2023 20:21:49,15 131494
26/11/2023 20:22:00,22 105889
26/11/2023 20:22:11,14 124178
26/11/2023 20:22:22,13 118585
26/11/2023 20:22:33,20 118304
26/11/2023 20:22:44,23 120309
26/11/2023 20:22:55,22 120404
26/11/2023 20:23:06,16 120617
26/11/2023 20:23:17,14 119306
26/11/2023 20:23:28,20 120663
26/11/2023 20:23:39,20 120620
26/11/2023 20:23:50,15 129395
26/11/2023 20:24:01,15 100758
26/11/2023 20:24:12,19 120057
26/11/2023 20:24:23,16 114755
26/11/2023 20:24:34,20 114479
26/11/2023 20:24:45,18 117236
26/11/2023 20:24:56,18 117378
26/11/2023 20:25:07,19 120207
26/11/2023 20:25:18,17 114785
26/11/2023 20:25:29,19 115495
26/11/2023 20:25:40,17 116262
26/11/2023 20:25:51,11 116059
26/11/2023 20:26:02,14 113675
26/11/2023 20:26:13,22 100192
26/11/2023 20:26:24,17 118408
26/11/2023 20:26:35,19 112790
26/11/2023 20:26:46,20 112766
26/11/2023 20:26:57,19 114656
26/11/2023 20:27:08,14 114684
26/11/2023 20:27:19,16 113083
26/11/2023 20:27:30,20 113713
26/11/2023 20:27:41,21 115097
26/11/2023 20:27:52,21 115085
26/11/2023 20:28:03,18 125388
26/11/2023 20:28:14,21 99517
26/11/2023 20:28:25,11 118419
26/11/2023 20:28:36,20 113220
26/11/2023 20:28:47,16 112805
26/11/2023 20:28:58,21 115607
26/11/2023 20:29:09,21 114250
26/11/2023 20:29:20,18 115516
26/11/2023 20:29:31,13 113282
26/11/2023 20:29:42,22 115303
26/11/2023 20:29:53,18 116423
26/11/2023 20:30:04,20 126156
26/11/2023 20:30:15,17 99874
26/11/2023 20:30:26,21 101405
26/11/2023 20:30:37,15 119543
26/11/2023 20:30:48,17 114112
26/11/2023 20:30:59,17 115553
26/11/2023 20:31:10,11 117090
26/11/2023 20:31:21,15 116069
26/11/2023 20:31:32,20 114540
26/11/2023 20:31:43,15 115278
26/11/2023 20:31:54,14 116450
26/11/2023 20:32:05,16 116362
26/11/2023 20:32:16,21 126977
26/11/2023 20:32:27,18 101158
26/11/2023 20:32:38,12 120003
26/11/2023 20:32:49,20 114697
26/11/2023 20:33:00,19 114222
26/11/2023 20:33:11,14 115697
26/11/2023 20:33:22,20 117786
26/11/2023 20:33:33,16 118834
26/11/2023 20:33:44,17 116584
26/11/2023 20:33:55,16 117161
26/11/2023 20:34:06,12 118262
26/11/2023 20:34:17,16 128086
26/11/2023 20:34:28,15 102002
26/11/2023 20:34:39,22 103348
26/11/2023 20:34:50,19 121126
26/11/2023 20:35:01,16 116424
26/11/2023 20:35:12,17 119478
26/11/2023 20:35:23,18 119254
26/11/2023 20:35:34,18 118135
26/11/2023 20:35:45,17 116617
26/11/2023 20:35:56,12 117399
26/11/2023 20:36:07,17 118595
26/11/2023 20:36:18,15 118579
26/11/2023 20:36:29,16 129341
26/11/2023 20:36:40,11 103454
26/11/2023 20:36:51,11 122041
26/11/2023 20:37:02,16 116655
26/11/2023 20:37:13,16 116121
26/11/2023 20:37:24,16 118056
26/11/2023 20:37:35,17 118338
26/11/2023 20:37:46,21 119198
26/11/2023 20:37:57,17 119172
26/11/2023 20:38:08,21 118717
26/11/2023 20:38:19,20 118701
26/11/2023 20:38:30,13 128396
26/11/2023 20:38:41,19 102592
26/11/2023 20:38:52,15 103626
26/11/2023 20:39:03,22 117190
26/11/2023 20:39:14,17 116301
26/11/2023 20:39:25,15 119338
26/11/2023 20:39:36,17 118920
26/11/2023 20:39:47,13 117975
26/11/2023 20:39:58,19 116467
26/11/2023 20:40:09,15 117148
26/11/2023 20:40:20,20 118342
26/11/2023 20:40:31,13 118326
26/11/2023 20:40:42,13 129162
26/11/2023 20:40:53,20 103036
26/11/2023 20:41:04,12 121525
26/11/2023 20:41:15,16 116007
26/11/2023 20:41:26,17 115807
26/11/2023 20:41:37,17 117797
26/11/2023 20:41:48,13 117832
26/11/2023 20:41:59,19 116274
26/11/2023 20:42:10,13 116783
26/11/2023 20:42:21,16 118133
26/11/2023 20:42:32,13 118081
26/11/2023 20:42:43,13 127688
26/11/2023 20:42:54,18 101263
26/11/2023 20:43:05,19 120453
26/11/2023 20:43:16,18 115214
26/11/2023 20:43:27,18 114786
26/11/2023 20:43:38,21 117591
26/11/2023 20:43:49,21 117701
26/11/2023 20:44:00,16 117934
26/11/2023 20:44:11,18 115141
26/11/2023 20:44:22,16 115844
26/11/2023 20:44:33,19 117010
26/11/2023 20:44:44,18 116982
26/11/2023 20:44:55,12 114326
26/11/2023 20:45:06,22 100894
26/11/2023 20:45:17,20 118941
26/11/2023 20:45:28,18 113524
26/11/2023 20:45:39,14 113307
26/11/2023 20:45:50,15 115428
26/11/2023 20:46:01,12 115621
26/11/2023 20:46:12,17 113962
26/11/2023 20:46:23,16 114675
26/11/2023 20:46:34,13 116007
26/11/2023 20:46:45,22 115999
26/11/2023 20:46:56,14 126406
26/11/2023 20:47:07,17 100482
26/11/2023 20:47:18,15 119211
26/11/2023 20:47:29,15 114193
26/11/2023 20:47:40,11 113773
26/11/2023 20:47:51,16 116565
26/11/2023 20:48:02,13 115285
26/11/2023 20:48:13,20 116567
26/11/2023 20:48:24,14 113731
26/11/2023 20:48:35,13 114383
26/11/2023 20:48:46,14 115686
26/11/2023 20:48:57,14 125314
26/11/2023 20:49:08,17 99136
26/11/2023 20:49:19,21 100736
26/11/2023 20:49:30,14 118811
26/11/2023 20:49:41,17 112407
26/11/2023 20:49:52,18 116146
26/11/2023 20:50:03,17 115441
26/11/2023 20:50:14,19 114397
26/11/2023 20:50:25,11 112805
26/11/2023 20:50:36,13 113081
26/11/2023 20:50:47,16 114246
26/11/2023 20:50:58,20 114242
26/11/2023 20:51:09,12 124998
26/11/2023 20:51:20,13 99299
26/11/2023 20:51:31,14 118164
26/11/2023 20:51:42,15 112866
26/11/2023 20:51:53,11 112406
26/11/2023 20:52:04,20 113788
26/11/2023 20:52:15,21 116749
26/11/2023 20:52:26,18 117725
26/11/2023 20:52:37,20 115508
26/11/2023 20:52:48,13 116105
26/11/2023 20:52:59,17 117261
26/11/2023 20:53:10,16 127052
26/11/2023 20:53:21,17 101088
26/11/2023 20:53:32,19 102452
26/11/2023 20:53:43,18 120459
26/11/2023 20:53:54,20 115809
