Inicio: 26/11/2023 13:00:20,53 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: video-error-key-continue.txt
26/11/2023 15:13:15,22 125296
26/11/2023 15:13:26,21 98408
26/11/2023 15:13:37,20 99873
26/11/2023 15:13:48,13 117827
26/11/2023 15:13:58,22 112502
26/11/2023 15:14:09,17 112494
26/11/2023 15:14:20,22 115342
26/11/2023 15:14:31,22 115935
26/11/2023 15:14:42,18 114322
26/11/2023 15:14:53,23 115039
26/11/2023 15:15:04,16 116247
26/11/2023 15:15:15,14 116231
26/11/2023 15:15:26,13 126757
26/11/2023 15:15:37,17 100702
26/11/2023 15:15:48,19 119401
26/11/2023 15:15:59,20 114416
26/11/2023 15:16:10,15 114224
26/11/2023 15:16:21,15 117481
26/11/2023 15:16:32,13 116165
26/11/2023 15:16:43,21 117403
26/11/2023 15:16:54,16 115118
26/11/2023 15:17:05,22 115759
26/11/2023 15:17:16,17 116920
26/11/2023 15:17:27,15 126586
26/11/2023 15:17:38,13 100344
26/11/2023 15:17:49,14 101884
26/11/2023 15:18:00,19 120286
26/11/2023 15:18:11,14 114831
26/11/2023 15:18:22,14 116499
26/11/2023 15:18:33,13 117879
26/11/2023 15:18:44,21 116813
26/11/2023 15:18:55,17 115300
26/11/2023 15:19:06,13 116070
26/11/2023 15:19:17,12 117282
26/11/2023 15:19:28,18 117254
26/11/2023 15:19:39,15 127817
26/11/2023 15:19:50,14 102054
26/11/2023 15:20:01,12 120989
26/11/2023 15:20:12,13 115831
26/11/2023 15:20:23,21 116107
26/11/2023 15:20:34,15 117719
26/11/2023 15:20:45,18 117880
26/11/2023 15:20:56,15 118924
26/11/2023 15:21:07,22 116703
26/11/2023 15:21:18,17 120106
26/11/2023 15:21:29,18 118298
26/11/2023 15:21:40,16 128260
26/11/2023 15:21:51,15 102490
26/11/2023 15:22:02,19 103376
26/11/2023 15:22:13,19 121030
26/11/2023 15:22:24,22 115179
26/11/2023 15:22:35,19 118463
26/11/2023 15:22:46,14 118253
26/11/2023 15:22:57,15 117268
26/11/2023 15:23:08,14 116030
26/11/2023 15:23:19,19 116793
26/11/2023 15:23:30,14 115937
26/11/2023 15:23:41,12 115653
26/11/2023 15:23:52,17 126804
26/11/2023 15:24:03,17 100174
26/11/2023 15:24:14,18 118684
26/11/2023 15:24:25,17 113691
26/11/2023 15:24:36,18 113270
26/11/2023 15:24:47,15 115129
26/11/2023 15:24:58,11 115144
26/11/2023 15:25:09,15 84281
26/11/2023 15:25:20,15 115563
26/11/2023 15:25:31,17 117089
26/11/2023 15:25:42,16 117065
26/11/2023 15:25:53,20 126807
26/11/2023 15:26:04,21 100943
26/11/2023 15:26:15,20 120389
26/11/2023 15:26:26,21 115067
26/11/2023 15:26:37,21 114611
26/11/2023 15:26:48,13 117329
26/11/2023 15:26:59,12 117481
26/11/2023 15:27:10,15 116469
26/11/2023 15:27:21,22 115149
26/11/2023 15:27:32,22 116449
26/11/2023 15:27:43,17 117667
26/11/2023 15:27:54,14 117667
26/11/2023 15:28:05,14 119521
26/11/2023 15:28:16,19 113256
26/11/2023 15:28:27,22 120846
26/11/2023 15:28:38,12 115176
26/11/2023 15:28:49,20 115072
26/11/2023 15:29:00,15 117059
26/11/2023 15:29:11,15 117462
26/11/2023 15:29:22,12 116080
26/11/2023 15:29:33,17 116816
26/11/2023 15:29:44,22 118058
26/11/2023 15:29:55,20 117999
26/11/2023 15:30:06,13 128316
26/11/2023 15:30:17,15 102524
26/11/2023 15:30:28,14 114853
26/11/2023 15:30:39,20 116607
26/11/2023 15:30:50,19 116138
26/11/2023 15:31:01,12 118900
26/11/2023 15:31:12,13 117647
26/11/2023 15:31:23,21 118809
26/11/2023 15:31:34,19 116433
26/11/2023 15:31:45,17 117111
26/11/2023 15:31:56,15 118269
26/11/2023 15:32:07,13 123640
26/11/2023 15:32:18,13 101772
26/11/2023 15:32:29,21 103370
26/11/2023 15:32:40,19 121459
26/11/2023 15:32:51,20 116165
26/11/2023 15:33:02,21 82119
26/11/2023 15:33:13,17 119111
26/11/2023 15:33:24,18 118150
26/11/2023 15:33:35,14 116564
26/11/2023 15:33:46,19 117358
26/11/2023 15:33:57,19 118538
26/11/2023 15:34:08,21 118550
26/11/2023 15:34:19,18 128944
26/11/2023 15:34:30,13 103037
26/11/2023 15:34:41,15 121378
26/11/2023 15:34:52,13 116615
26/11/2023 15:35:03,22 116394
26/11/2023 15:35:14,15 119496
26/11/2023 15:35:25,20 118142
26/11/2023 15:35:36,16 119202
26/11/2023 15:35:47,21 116878
26/11/2023 15:35:58,17 117540
26/11/2023 15:36:09,13 118652
26/11/2023 15:36:20,13 128574
26/11/2023 15:36:31,19 103022
26/11/2023 15:36:42,10 104346
26/11/2023 15:36:53,18 122244
26/11/2023 15:37:04,12 117352
26/11/2023 15:37:14,21 117847
26/11/2023 15:37:25,19 119901
26/11/2023 15:37:36,17 118900
26/11/2023 15:37:47,21 117322
26/11/2023 15:37:58,17 118100
26/11/2023 15:38:09,15 119186
26/11/2023 15:38:20,13 119132
26/11/2023 15:38:31,21 129776
26/11/2023 15:38:42,22 103881
26/11/2023 15:38:53,18 122755
26/11/2023 15:39:04,15 117440
26/11/2023 15:39:15,19 117024
26/11/2023 15:39:26,16 119025
26/11/2023 15:39:37,20 131285
26/11/2023 15:39:48,13 129963
26/11/2023 15:39:58,20 127404
26/11/2023 15:40:09,18 128114
26/11/2023 15:40:20,14 129246
26/11/2023 15:40:31,14 138455
26/11/2023 15:40:42,13 112707
26/11/2023 15:40:53,21 114327
26/11/2023 15:41:04,11 132431
26/11/2023 15:41:15,15 126922
26/11/2023 15:41:26,13 130561
26/11/2023 15:41:37,17 129829
26/11/2023 15:41:48,16 128805
26/11/2023 15:41:59,12 127320
26/11/2023 15:42:10,20 128134
26/11/2023 15:42:21,21 129314
26/11/2023 15:42:32,13 129514
26/11/2023 15:42:43,17 139978
26/11/2023 15:42:54,16 114142
26/11/2023 15:43:05,17 125898
26/11/2023 15:43:16,14 127577
26/11/2023 15:43:27,20 127181
26/11/2023 15:43:38,12 128989
26/11/2023 15:43:49,15 129179
26/11/2023 15:44:00,16 130231
26/11/2023 15:44:11,17 128033
26/11/2023 15:44:22,16 129679
26/11/2023 15:44:33,18 130246
26/11/2023 15:44:44,18 139984
26/11/2023 15:44:55,20 113869
26/11/2023 15:45:06,16 115127
26/11/2023 15:45:17,13 132995
26/11/2023 15:45:28,18 128389
26/11/2023 15:45:39,20 130584
26/11/2023 15:45:50,14 130628
26/11/2023 15:46:01,11 129631
26/11/2023 15:46:12,13 127992
26/11/2023 15:46:23,21 128776
26/11/2023 15:46:34,12 129922
26/11/2023 15:46:45,21 129957
26/11/2023 15:46:56,17 140794
26/11/2023 15:47:07,17 114953
26/11/2023 15:47:18,12 133156
26/11/2023 15:47:29,20 128022
26/11/2023 15:47:40,16 127830
26/11/2023 15:47:51,12 129434
26/11/2023 15:48:02,17 129675
26/11/2023 15:48:13,21 130598
26/11/2023 15:48:24,19 128660
26/11/2023 15:48:35,22 130130
26/11/2023 15:48:46,21 130102
26/11/2023 15:48:57,15 140089
26/11/2023 15:49:08,22 114074
26/11/2023 15:49:19,15 133413
26/11/2023 15:49:30,16 128165
26/11/2023 15:49:41,12 127539
26/11/2023 15:49:52,17 130306
26/11/2023 15:50:03,14 130374
26/11/2023 15:50:14,22 129437
26/11/2023 15:50:25,20 127913
26/11/2023 15:50:36,20 128611
26/11/2023 15:50:47,13 129777
26/11/2023 15:50:58,20 129809
26/11/2023 15:51:09,21 140480
26/11/2023 15:51:20,14 114368
26/11/2023 15:51:31,22 125873
26/11/2023 15:51:42,20 127311
26/11/2023 15:51:53,16 127123
26/11/2023 15:52:04,20 127685
26/11/2023 15:52:15,12 127412
26/11/2023 15:52:26,13 125825
26/11/2023 15:52:37,20 126573
26/11/2023 15:52:48,19 127926
26/11/2023 15:52:59,19 127899
26/11/2023 15:53:10,19 138166
26/11/2023 15:53:21,22 111477
26/11/2023 15:53:32,19 128344
26/11/2023 15:53:43,13 125139
26/11/2023 15:53:54,20 124835
26/11/2023 15:54:05,14 127584
26/11/2023 15:54:16,12 130229
26/11/2023 15:54:27,18 127295
26/11/2023 15:54:38,12 124924
26/11/2023 15:54:49,11 126112
26/11/2023 15:55:00,17 127290
26/11/2023 15:55:11,19 91876
26/11/2023 15:55:22,20 110001
26/11/2023 15:55:33,21 111769
26/11/2023 15:55:44,17 130319
26/11/2023 15:55:55,21 124785
26/11/2023 15:56:06,19 124765
26/11/2023 15:56:17,17 126931
26/11/2023 15:56:28,12 126712
26/11/2023 15:56:39,19 125187
26/11/2023 15:56:50,15 125833
26/11/2023 15:57:01,13 127189
26/11/2023 15:57:12,14 127137
26/11/2023 15:57:23,18 137326
26/11/2023 15:57:34,20 111329
26/11/2023 15:57:45,20 130120
26/11/2023 15:57:56,15 125090
26/11/2023 15:58:07,22 124694
26/11/2023 15:58:18,22 127494
26/11/2023 15:58:29,21 126306
26/11/2023 15:58:40,19 127575
26/11/2023 15:58:51,19 125235
26/11/2023 15:59:02,17 125875
26/11/2023 15:59:13,21 127009
26/11/2023 15:59:24,12 136792
26/11/2023 15:59:35,12 110648
26/11/2023 15:59:46,15 112220
26/11/2023 15:59:57,12 130144
26/11/2023 16:00:08,15 124802
26/11/2023 16:00:19,14 126390
26/11/2023 16:00:30,19 127725
26/11/2023 16:00:41,17 126843
26/11/2023 16:00:52,12 125281
26/11/2023 16:01:03,15 126139
26/11/2023 16:01:14,20 127327
26/11/2023 16:01:25,21 127323
26/11/2023 16:01:36,12 137849
26/11/2023 16:01:47,22 112046
26/11/2023 16:01:58,13 130864
26/11/2023 16:02:09,21 125453
26/11/2023 16:02:20,16 124955
26/11/2023 16:02:31,12 126584
26/11/2023 16:02:42,22 127014
26/11/2023 16:02:53,17 127974
26/11/2023 16:03:04,15 125760
26/11/2023 16:03:15,18 126389
26/11/2023 16:03:26,16 127524
26/11/2023 16:03:37,18 137208
26/11/2023 16:03:48,19 110642
26/11/2023 16:03:59,19 111870
26/11/2023 16:04:10,16 94265
26/11/2023 16:04:21,14 124505
26/11/2023 16:04:32,20 128222
26/11/2023 16:04:43,21 119873
26/11/2023 16:04:54,13 119484
26/11/2023 16:05:05,14 117840
26/11/2023 16:05:16,13 118943
26/11/2023 16:05:27,17 120065
26/11/2023 16:05:38,13 120083
26/11/2023 16:05:49,18 130674
26/11/2023 16:06:00,13 104582
26/11/2023 16:06:11,19 121444
26/11/2023 16:06:22,17 117954
26/11/2023 16:06:33,19 117682
26/11/2023 16:06:44,15 119426
26/11/2023 16:06:55,12 119514
26/11/2023 16:07:06,16 120374
26/11/2023 16:07:17,15 118448
26/11/2023 16:07:28,12 119914
26/11/2023 16:07:39,20 119929
26/11/2023 16:07:50,16 129568
26/11/2023 16:08:01,17 102990
26/11/2023 16:08:12,21 122462
26/11/2023 16:08:23,19 117487
26/11/2023 16:08:34,18 117396
26/11/2023 16:08:45,21 120096
26/11/2023 16:08:56,20 120224
26/11/2023 16:09:07,20 119187
26/11/2023 16:09:18,18 117671
26/11/2023 16:09:29,12 118424
26/11/2023 16:09:40,14 119384
26/11/2023 16:09:51,13 119384
26/11/2023 16:10:02,19 130059
26/11/2023 16:10:13,18 102408
26/11/2023 16:10:24,21 121176
26/11/2023 16:10:35,17 116491
26/11/2023 16:10:46,13 116314
26/11/2023 16:10:57,12 118299
26/11/2023 16:11:08,13 118321
26/11/2023 16:11:19,12 116623
26/11/2023 16:11:30,15 117337
26/11/2023 16:11:41,14 118730
26/11/2023 16:11:52,19 118646
26/11/2023 16:12:03,15 128933
26/11/2023 16:12:14,14 102893
26/11/2023 16:12:25,22 122029
26/11/2023 16:12:36,19 116774
26/11/2023 16:12:47,16 116354
26/11/2023 16:12:58,13 119132
26/11/2023 16:13:09,21 117857
26/11/2023 16:13:20,12 119079
26/11/2023 16:13:31,20 117339
26/11/2023 16:13:42,14 117986
26/11/2023 16:13:53,21 119188
26/11/2023 16:14:04,18 121516
26/11/2023 16:14:15,20 102559
