Inicio: 28/11/2023 14:13:49,28 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: teste-media-error.txt
29/11/2023 17:16:39,13 239131
29/11/2023 17:16:50,21 238307
29/11/2023 17:17:01,22 238340
29/11/2023 17:17:12,15 237996
29/11/2023 17:17:23,21 237244
29/11/2023 17:17:34,12 207619
29/11/2023 17:17:45,11 244742
29/11/2023 17:17:56,15 292557
29/11/2023 17:18:07,22 294943
29/11/2023 17:18:18,12 294275
29/11/2023 17:18:29,19 230505
29/11/2023 17:18:40,16 215223
29/11/2023 17:18:51,16 239237
29/11/2023 17:19:02,11 191635
29/11/2023 17:19:13,19 232837
29/11/2023 17:19:24,14 233716
29/11/2023 17:19:35,12 233599
29/11/2023 17:19:46,21 204777
29/11/2023 17:19:57,15 256509
29/11/2023 17:20:08,21 256321
29/11/2023 17:20:19,11 255892
29/11/2023 17:20:30,18 251766
29/11/2023 17:20:41,12 249736
29/11/2023 17:20:52,16 250027
29/11/2023 17:21:03,16 249225
29/11/2023 17:21:14,20 240658
29/11/2023 17:21:25,22 240660
29/11/2023 17:21:36,21 240436
29/11/2023 17:21:47,18 240376
29/11/2023 17:21:58,15 239945
29/11/2023 17:22:09,11 239402
29/11/2023 17:22:20,21 238421
29/11/2023 17:22:31,16 237847
29/11/2023 17:22:42,18 236809
29/11/2023 17:22:53,15 236684
29/11/2023 17:23:04,18 236665
29/11/2023 17:23:15,16 238875
29/11/2023 17:23:26,23 237951
29/11/2023 17:23:37,21 236690
29/11/2023 17:23:48,14 236775
29/11/2023 17:23:59,18 236955
29/11/2023 17:24:10,20 210407
29/11/2023 17:24:21,21 251056
29/11/2023 17:24:32,17 253472
29/11/2023 17:24:43,21 302752
29/11/2023 17:24:54,13 301957
29/11/2023 17:25:05,15 241547
29/11/2023 17:25:16,14 225144
29/11/2023 17:25:27,22 246131
29/11/2023 17:25:38,19 199881
29/11/2023 17:25:49,15 238113
29/11/2023 17:26:00,20 240067
29/11/2023 17:26:11,11 239968
29/11/2023 17:26:22,16 209468
29/11/2023 17:26:33,15 260558
29/11/2023 17:26:44,15 261741
29/11/2023 17:26:55,19 262163
29/11/2023 17:27:06,13 257551
29/11/2023 17:27:17,19 253963
29/11/2023 17:27:28,19 253119
29/11/2023 17:27:39,13 252022
29/11/2023 17:27:50,21 243374
29/11/2023 17:28:01,19 236615
29/11/2023 17:28:12,14 236015
29/11/2023 17:28:23,20 235732
29/11/2023 17:28:34,11 234264
29/11/2023 17:28:45,16 234400
29/11/2023 17:28:56,14 233734
29/11/2023 17:29:07,17 233744
29/11/2023 17:29:18,11 233694
29/11/2023 17:29:29,11 233691
29/11/2023 17:29:40,15 233689
29/11/2023 17:29:51,19 236689
29/11/2023 17:30:02,18 235781
29/11/2023 17:30:13,18 235740
29/11/2023 17:30:24,16 235882
29/11/2023 17:30:35,11 235872
29/11/2023 17:30:46,15 213650
29/11/2023 17:30:57,13 254017
29/11/2023 17:31:08,15 253874
29/11/2023 17:31:19,17 302098
29/11/2023 17:31:30,19 303595
29/11/2023 17:31:41,20 242663
29/11/2023 17:31:52,21 244281
29/11/2023 17:32:03,11 225573
29/11/2023 17:32:14,14 202153
29/11/2023 17:32:25,20 240998
29/11/2023 17:32:36,16 242718
29/11/2023 17:32:47,18 242635
29/11/2023 17:32:58,16 207803
29/11/2023 17:33:09,11 200288
29/11/2023 17:33:20,14 251691
29/11/2023 17:33:31,16 251679
29/11/2023 17:33:42,16 244151
29/11/2023 17:33:53,11 241665
29/11/2023 17:34:04,19 241711
29/11/2023 17:34:15,19 242018
29/11/2023 17:34:26,19 241983
29/11/2023 17:34:37,17 233790
29/11/2023 17:34:48,17 233806
29/11/2023 17:34:59,18 233915
29/11/2023 17:35:10,19 233880
29/11/2023 17:35:21,16 233865
29/11/2023 17:35:32,20 233880
29/11/2023 17:35:43,21 233810
29/11/2023 17:35:54,21 233894
29/11/2023 17:36:05,19 233677
29/11/2023 17:36:16,14 233487
29/11/2023 17:36:27,21 233175
29/11/2023 17:36:38,15 235763
29/11/2023 17:36:49,16 235227
29/11/2023 17:37:00,23 235390
29/11/2023 17:37:11,17 235303
29/11/2023 17:37:22,18 214573
29/11/2023 17:37:33,15 193228
29/11/2023 17:37:44,13 256501
29/11/2023 17:37:55,22 300413
29/11/2023 17:38:06,15 289788
29/11/2023 17:38:17,11 289901
29/11/2023 17:38:28,19 236630
29/11/2023 17:38:39,17 219579
29/11/2023 17:38:50,16 230277
29/11/2023 17:39:01,14 192105
29/11/2023 17:39:12,19 234288
29/11/2023 17:39:23,16 235452
29/11/2023 17:39:34,20 208701
29/11/2023 17:39:45,16 202054
29/11/2023 17:39:56,14 258951
29/11/2023 17:40:07,12 259020
29/11/2023 17:40:18,13 254433
29/11/2023 17:40:29,21 253298
29/11/2023 17:40:40,19 251344
29/11/2023 17:40:51,11 251812
29/11/2023 17:41:02,12 251402
29/11/2023 17:41:13,14 242196
29/11/2023 17:41:24,17 242167
29/11/2023 17:41:35,18 242067
29/11/2023 17:41:46,13 240928
29/11/2023 17:41:57,16 239352
29/11/2023 17:42:08,18 239416
29/11/2023 17:42:19,20 235420
29/11/2023 17:42:30,13 233710
29/11/2023 17:42:41,21 233781
29/11/2023 17:42:52,19 234280
29/11/2023 17:43:03,16 234285
29/11/2023 17:43:14,21 236922
29/11/2023 17:43:25,17 235606
29/11/2023 17:43:36,13 235347
29/11/2023 17:43:47,12 235749
29/11/2023 17:43:58,14 235845
29/11/2023 17:44:09,14 212632
29/11/2023 17:44:20,15 251268
29/11/2023 17:44:31,15 301054
29/11/2023 17:44:42,14 302186
29/11/2023 17:44:53,21 302635
29/11/2023 17:45:04,13 244838
29/11/2023 17:45:15,19 227739
29/11/2023 17:45:26,20 251546
29/11/2023 17:45:37,19 203842
29/11/2023 17:45:48,16 243877
29/11/2023 17:45:59,16 243889
29/11/2023 17:46:10,18 243282
29/11/2023 17:46:21,17 212971
29/11/2023 17:46:32,16 262605
29/11/2023 17:46:43,19 261477
29/11/2023 17:46:54,21 261239
29/11/2023 17:47:05,13 257000
29/11/2023 17:47:16,21 250078
29/11/2023 17:47:28,13 242892
29/11/2023 17:47:39,17 242750
29/11/2023 17:47:50,19 235190
29/11/2023 17:48:01,14 235053
29/11/2023 17:48:12,19 235044
29/11/2023 17:48:23,16 235063
29/11/2023 17:48:34,14 235047
29/11/2023 17:48:45,15 234981
29/11/2023 17:48:56,13 234950
29/11/2023 17:49:07,18 234942
29/11/2023 17:49:18,17 234929
29/11/2023 17:49:29,19 234921
29/11/2023 17:49:40,17 234877
29/11/2023 17:49:51,16 235302
29/11/2023 17:50:02,14 236947
29/11/2023 17:50:13,17 236950
29/11/2023 17:50:24,19 237119
29/11/2023 17:50:35,14 237119
29/11/2023 17:50:46,13 214454
29/11/2023 17:50:57,20 254806
29/11/2023 17:51:08,21 256446
29/11/2023 17:51:19,13 299406
29/11/2023 17:51:30,15 301057
29/11/2023 17:51:41,21 244331
29/11/2023 17:51:52,16 229087
29/11/2023 17:52:03,14 252695
29/11/2023 17:52:14,19 205281
29/11/2023 17:52:25,17 238517
29/11/2023 17:52:36,13 239740
29/11/2023 17:52:47,21 239629
29/11/2023 17:52:58,19 211110
29/11/2023 17:53:09,11 259267
29/11/2023 17:53:20,16 259318
29/11/2023 17:53:31,12 259597
29/11/2023 17:53:42,16 255426
29/11/2023 17:53:53,11 253553
29/11/2023 17:54:04,17 253580
29/11/2023 17:54:15,12 253592
29/11/2023 17:54:26,14 253620
29/11/2023 17:54:37,14 245422
29/11/2023 17:54:48,13 245348
29/11/2023 17:54:59,15 245349
29/11/2023 17:55:10,21 245378
29/11/2023 17:55:21,13 245220
29/11/2023 17:55:32,17 245257
29/11/2023 17:55:43,16 244410
29/11/2023 17:55:54,21 244102
29/11/2023 17:56:05,20 244065
29/11/2023 17:56:16,16 241884
29/11/2023 17:56:27,14 243661
29/11/2023 17:56:38,18 242793
29/11/2023 17:56:49,13 242710
29/11/2023 17:57:00,17 242894
29/11/2023 17:57:11,12 242350
29/11/2023 17:57:22,21 213916
29/11/2023 17:57:33,19 190453
29/11/2023 17:57:44,15 251519
29/11/2023 17:57:55,13 295125
29/11/2023 17:58:06,14 290042
29/11/2023 17:58:17,14 235721
29/11/2023 17:58:28,13 236992
29/11/2023 17:58:39,14 219639
29/11/2023 17:58:50,19 229084
29/11/2023 17:59:01,16 192045
29/11/2023 17:59:12,21 233528
29/11/2023 17:59:23,21 236157
29/11/2023 17:59:34,16 207693
29/11/2023 17:59:45,21 201874
29/11/2023 17:59:56,18 257921
29/11/2023 18:00:07,21 258221
29/11/2023 18:00:18,19 253773
29/11/2023 18:00:29,12 251455
29/11/2023 18:00:40,16 251278
29/11/2023 18:00:51,18 252047
29/11/2023 18:01:02,19 251971
29/11/2023 18:01:13,20 243632
29/11/2023 18:01:24,13 243479
29/11/2023 18:01:35,17 242801
29/11/2023 18:01:46,22 241333
29/11/2023 18:01:57,19 241057
29/11/2023 18:02:08,16 240828
29/11/2023 18:02:19,14 239785
29/11/2023 18:02:30,15 238112
29/11/2023 18:02:41,13 237021
29/11/2023 18:02:52,16 237363
29/11/2023 18:03:03,19 237160
29/11/2023 18:03:14,15 237500
29/11/2023 18:03:25,15 239194
29/11/2023 18:03:36,17 238538
29/11/2023 18:03:47,13 237308
29/11/2023 18:03:58,18 215338
29/11/2023 18:04:09,21 193781
29/11/2023 18:04:20,17 255842
29/11/2023 18:04:31,18 300583
29/11/2023 18:04:42,15 304853
29/11/2023 18:04:53,15 305125
29/11/2023 18:05:04,11 243146
29/11/2023 18:05:15,18 227172
29/11/2023 18:05:26,14 250771
29/11/2023 18:05:37,14 202959
29/11/2023 18:05:48,20 243470
29/11/2023 18:05:59,19 244775
29/11/2023 18:06:10,22 244776
29/11/2023 18:06:21,12 215501
29/11/2023 18:06:32,23 267766
29/11/2023 18:06:43,15 267155
29/11/2023 18:06:54,13 263294
29/11/2023 18:07:05,19 261569
29/11/2023 18:07:16,19 259651
29/11/2023 18:07:27,14 250694
29/11/2023 18:07:38,21 246468
29/11/2023 18:07:49,11 238068
29/11/2023 18:08:00,15 237408
29/11/2023 18:08:11,18 237279
29/11/2023 18:08:22,19 237214
29/11/2023 18:08:33,15 237098
29/11/2023 18:08:44,11 237114
29/11/2023 18:08:55,18 237158
29/11/2023 18:09:06,19 236492
29/11/2023 18:09:17,14 236392
29/11/2023 18:09:28,17 236713
29/11/2023 18:09:39,19 236635
29/11/2023 18:09:50,17 239663
29/11/2023 18:10:01,12 238824
29/11/2023 18:10:12,19 238887
29/11/2023 18:10:23,19 238849
29/11/2023 18:10:34,16 238858
29/11/2023 18:10:45,18 216202
29/11/2023 18:10:56,17 257957
29/11/2023 18:11:07,20 268848
29/11/2023 18:11:18,15 305400
29/11/2023 18:11:29,20 304483
29/11/2023 18:11:40,14 245953
29/11/2023 18:11:51,13 229472
29/11/2023 18:12:02,22 253173
29/11/2023 18:12:13,16 205046
29/11/2023 18:12:24,14 237653
29/11/2023 18:12:35,15 236281
29/11/2023 18:12:46,12 236268
29/11/2023 18:12:57,12 206087
29/11/2023 18:13:08,13 257955
29/11/2023 18:13:19,15 257440
29/11/2023 18:13:30,20 257729
29/11/2023 18:13:41,12 253334
29/11/2023 18:13:52,13 251443
29/11/2023 18:14:03,19 251579
29/11/2023 18:14:14,16 250549
29/11/2023 18:14:25,20 242328
29/11/2023 18:14:36,16 242221
29/11/2023 18:14:47,12 242221
29/11/2023 18:14:58,21 242247
29/11/2023 18:15:09,17 242227
29/11/2023 18:15:20,19 242200
29/11/2023 18:15:31,14 242228
29/11/2023 18:15:42,16 242240
29/11/2023 18:15:53,16 241889
29/11/2023 18:16:04,13 241829
29/11/2023 18:16:15,15 240902
29/11/2023 18:16:26,17 239703
29/11/2023 18:16:37,21 241395
29/11/2023 18:16:48,12 241166
29/11/2023 18:16:59,13 241200
29/11/2023 18:17:10,12 240965
29/11/2023 18:17:21,15 214205
29/11/2023 18:17:32,18 249162
29/11/2023 18:17:43,16 244654
29/11/2023 18:17:54,16 293988
29/11/2023 18:18:05,12 293766
29/11/2023 18:18:16,15 242466
29/11/2023 18:18:27,22 241832
29/11/2023 18:18:38,18 222146
29/11/2023 18:18:49,14 196605
29/11/2023 18:19:00,13 235007
29/11/2023 18:19:11,11 236157
29/11/2023 18:19:22,20 235774
29/11/2023 18:19:33,12 207544
29/11/2023 18:19:44,22 257695
29/11/2023 18:19:55,15 257782
29/11/2023 18:20:06,16 258244
29/11/2023 18:20:17,20 253951
29/11/2023 18:20:28,19 251956
29/11/2023 18:20:39,17 251886
29/11/2023 18:20:50,17 252165
29/11/2023 18:21:01,20 251797
29/11/2023 18:21:12,11 243545
29/11/2023 18:21:23,18 242352
29/11/2023 18:21:34,12 242109
29/11/2023 18:21:45,13 242054
29/11/2023 18:21:56,16 242091
29/11/2023 18:22:07,12 241969
29/11/2023 18:22:18,16 241941
29/11/2023 18:22:29,12 239848
29/11/2023 18:22:40,18 240083
29/11/2023 18:22:51,18 239133
29/11/2023 18:23:02,16 237556
29/11/2023 18:23:13,17 239660
29/11/2023 18:23:24,13 239025
29/11/2023 18:23:35,15 239162
29/11/2023 18:23:46,16 238445
29/11/2023 18:23:57,14 214836
29/11/2023 18:24:08,18 193750
29/11/2023 18:24:19,15 253498
29/11/2023 18:24:30,19 301868
29/11/2023 18:24:41,16 305113
29/11/2023 18:24:52,15 287113
29/11/2023 18:25:03,18 244703
29/11/2023 18:25:14,21 227867
29/11/2023 18:25:25,17 240194
29/11/2023 18:25:36,21 202677
29/11/2023 18:25:47,14 243464
29/11/2023 18:25:58,16 242619
29/11/2023 18:26:09,18 214972
29/11/2023 18:26:20,16 208833
29/11/2023 18:26:31,15 265973
29/11/2023 18:26:42,11 266643
29/11/2023 18:26:53,20 261411
29/11/2023 18:27:04,12 258765
29/11/2023 18:27:15,17 257167
29/11/2023 18:27:26,16 256522
29/11/2023 18:27:37,21 255649
29/11/2023 18:27:48,19 247303
29/11/2023 18:27:59,21 247318
29/11/2023 18:28:10,19 234956
29/11/2023 18:28:21,16 235286
29/11/2023 18:28:32,19 235595
29/11/2023 18:28:43,19 235601
29/11/2023 18:28:54,13 235953
29/11/2023 18:29:05,17 236081
29/11/2023 18:29:16,16 236006
29/11/2023 18:29:27,21 236295
29/11/2023 18:29:38,12 236293
29/11/2023 18:29:49,16 238673
29/11/2023 18:30:00,12 238377
29/11/2023 18:30:11,18 238578
29/11/2023 18:30:22,16 238533
29/11/2023 18:30:33,19 238645
29/11/2023 18:30:44,11 215726
29/11/2023 18:30:55,21 257161
29/11/2023 18:31:06,12 300954
29/11/2023 18:31:17,15 300792
29/11/2023 18:31:28,20 300077
29/11/2023 18:31:39,21 243426
29/11/2023 18:31:50,16 225615
29/11/2023 18:32:01,19 249776
29/11/2023 18:32:12,12 202415
29/11/2023 18:32:23,16 243037
29/11/2023 18:32:34,14 235948
29/11/2023 18:32:45,22 235634
29/11/2023 18:32:56,12 207222
29/11/2023 18:33:07,13 255364
29/11/2023 18:33:18,14 255121
29/11/2023 18:33:29,22 254973
29/11/2023 18:33:40,12 250743
29/11/2023 18:33:51,21 249412
29/11/2023 18:34:02,20 249626
29/11/2023 18:34:13,13 249164
29/11/2023 18:34:24,19 239515
29/11/2023 18:34:35,16 239155
29/11/2023 18:34:46,19 239045
29/11/2023 18:34:57,18 239091
29/11/2023 18:35:08,14 238983
29/11/2023 18:35:19,20 238358
29/11/2023 18:35:30,21 238314
29/11/2023 18:35:41,19 238664
29/11/2023 18:35:52,14 238590
29/11/2023 18:36:03,15 238606
29/11/2023 18:36:14,11 238592
29/11/2023 18:36:25,23 239034
29/11/2023 18:36:36,12 240622
29/11/2023 18:36:47,13 240552
29/11/2023 18:36:58,20 240190
29/11/2023 18:37:09,18 240255
29/11/2023 18:37:20,14 217844
29/11/2023 18:37:31,18 259998
29/11/2023 18:37:42,16 261826
29/11/2023 18:37:53,20 304934
29/11/2023 18:38:04,11 298537
29/11/2023 18:38:15,16 241946
29/11/2023 18:38:26,18 225881
29/11/2023 18:38:37,13 248577
29/11/2023 18:38:48,13 193789
29/11/2023 18:38:59,14 234397
29/11/2023 18:39:10,15 236447
29/11/2023 18:39:21,18 236236
29/11/2023 18:39:32,20 206826
29/11/2023 18:39:43,20 257117
29/11/2023 18:39:54,15 258340
29/11/2023 18:40:05,17 256087
29/11/2023 18:40:16,13 251600
29/11/2023 18:40:27,14 248804
29/11/2023 18:40:38,22 248713
29/11/2023 18:40:49,22 249332
29/11/2023 18:41:00,12 240911
29/11/2023 18:41:11,14 240866
29/11/2023 18:41:22,19 240503
29/11/2023 18:41:33,18 240127
29/11/2023 18:41:44,20 239922
29/11/2023 18:41:55,14 239883
29/11/2023 18:42:06,19 239901
29/11/2023 18:42:17,15 239849
29/11/2023 18:42:28,13 238257
29/11/2023 18:42:39,11 238141
29/11/2023 18:42:50,14 238108
29/11/2023 18:43:01,12 238568
29/11/2023 18:43:12,19 239598
29/11/2023 18:43:23,19 239048
29/11/2023 18:43:34,22 239208
29/11/2023 18:43:45,17 238412
29/11/2023 18:43:56,20 217059
29/11/2023 18:44:07,12 244944
29/11/2023 18:44:18,21 254000
29/11/2023 18:44:29,21 302640
29/11/2023 18:44:40,12 304828
29/11/2023 18:44:51,14 245548
29/11/2023 18:45:02,14 245617
29/11/2023 18:45:13,18 228942
29/11/2023 18:45:24,17 206263
29/11/2023 18:45:35,18 244987
29/11/2023 18:45:46,14 247266
29/11/2023 18:45:57,21 246648
29/11/2023 18:46:08,19 217980
29/11/2023 18:46:19,13 212248
29/11/2023 18:46:30,12 268563
29/11/2023 18:46:41,21 268035
29/11/2023 18:46:52,17 263853
29/11/2023 18:47:03,19 261844
29/11/2023 18:47:14,19 261480
29/11/2023 18:47:25,13 260771
29/11/2023 18:47:36,20 260019
29/11/2023 18:47:47,20 251567
29/11/2023 18:47:58,11 251510
29/11/2023 18:48:09,13 251517
29/11/2023 18:48:20,12 247531
29/11/2023 18:48:31,12 238845
29/11/2023 18:48:42,20 238331
29/11/2023 18:48:53,20 238781
29/11/2023 18:49:04,13 238736
29/11/2023 18:49:15,11 238680
29/11/2023 18:49:26,14 238783
29/11/2023 18:49:37,21 238631
29/11/2023 18:49:48,21 241719
29/11/2023 18:49:59,21 240724
29/11/2023 18:50:10,13 240773
29/11/2023 18:50:21,16 240741
29/11/2023 18:50:32,21 218947
29/11/2023 18:50:43,18 197333
29/11/2023 18:50:54,16 258432
29/11/2023 18:51:05,21 302165
29/11/2023 18:51:16,15 302804
29/11/2023 18:51:27,18 302761
29/11/2023 18:51:38,20 241981
29/11/2023 18:51:49,17 226563
29/11/2023 18:52:00,21 238893
29/11/2023 18:52:11,18 202624
29/11/2023 18:52:22,22 243674
29/11/2023 18:52:33,20 244059
29/11/2023 18:52:44,20 215453
29/11/2023 18:52:55,16 206515
29/11/2023 18:53:06,21 261928
29/11/2023 18:53:17,12 261444
29/11/2023 18:53:28,22 257452
29/11/2023 18:53:39,17 255753
29/11/2023 18:53:50,21 252064
29/11/2023 18:54:01,18 252516
29/11/2023 18:54:12,16 252131
29/11/2023 18:54:23,13 243730
29/11/2023 18:54:34,14 243739
29/11/2023 18:54:45,23 243932
29/11/2023 18:54:56,22 243943
29/11/2023 18:55:07,19 243937
29/11/2023 18:55:18,21 243612
29/11/2023 18:55:29,16 243546
29/11/2023 18:55:40,21 243437
29/11/2023 18:55:51,20 242606
29/11/2023 18:56:02,21 241774
29/11/2023 18:56:13,14 239963
29/11/2023 18:56:24,17 242359
29/11/2023 18:56:35,15 241557
29/11/2023 18:56:46,16 241735
29/11/2023 18:56:57,11 241776
29/11/2023 18:57:08,19 241855
29/11/2023 18:57:19,13 215708
29/11/2023 18:57:30,17 256751
29/11/2023 18:57:41,11 303603
29/11/2023 18:57:52,16 306097
29/11/2023 18:58:03,20 296153
29/11/2023 18:58:14,18 240144
29/11/2023 18:58:25,21 223355
29/11/2023 18:58:36,17 246232
29/11/2023 18:58:47,14 197324
29/11/2023 18:58:58,16 231380
29/11/2023 18:59:09,12 233004
29/11/2023 18:59:20,11 232461
29/11/2023 18:59:31,18 200825
29/11/2023 18:59:42,19 259257
29/11/2023 18:59:53,16 258201
29/11/2023 19:00:04,20 258639
29/11/2023 19:00:15,18 254350
29/11/2023 19:00:26,12 252461
29/11/2023 19:00:37,14 253134
29/11/2023 19:00:48,16 253369
29/11/2023 19:00:59,15 245105
29/11/2023 19:01:10,21 245054
29/11/2023 19:01:21,20 245079
29/11/2023 19:01:32,13 245057
29/11/2023 19:01:43,13 245024
29/11/2023 19:01:54,19 244923
29/11/2023 19:02:05,22 244874
29/11/2023 19:02:16,12 244660
29/11/2023 19:02:27,18 244642
29/11/2023 19:02:38,15 244668
29/11/2023 19:02:49,19 243388
29/11/2023 19:03:00,16 244749
29/11/2023 19:03:11,21 243496
29/11/2023 19:03:22,13 242909
29/11/2023 19:03:33,18 242741
29/11/2023 19:03:44,21 238673
29/11/2023 19:03:55,21 216792
29/11/2023 19:04:06,11 253509
29/11/2023 19:04:17,11 255894
29/11/2023 19:04:28,15 304934
29/11/2023 19:04:39,10 305554
29/11/2023 19:04:50,13 244517
29/11/2023 19:05:01,18 246291
29/11/2023 19:05:12,11 250049
29/11/2023 19:05:23,13 204358
29/11/2023 19:05:34,18 242626
29/11/2023 19:05:45,11 245426
29/11/2023 19:05:56,13 244882
29/11/2023 19:06:07,18 216850
29/11/2023 19:06:18,22 267393
29/11/2023 19:06:29,16 266653
29/11/2023 19:06:40,20 266523
29/11/2023 19:06:51,13 262036
29/11/2023 19:07:02,19 259786
29/11/2023 19:07:13,15 259519
29/11/2023 19:07:24,19 258935
29/11/2023 19:07:35,15 258670
29/11/2023 19:07:46,13 250504
29/11/2023 19:07:57,20 250692
29/11/2023 19:08:08,21 250675
29/11/2023 19:08:19,13 250560
29/11/2023 19:08:30,14 247000
29/11/2023 19:08:41,14 243668
29/11/2023 19:08:52,13 243696
29/11/2023 19:09:03,16 243712
29/11/2023 19:09:14,15 243692
29/11/2023 19:09:25,20 243663
29/11/2023 19:09:36,20 245516
29/11/2023 19:09:47,14 243271
29/11/2023 19:09:58,13 242915
29/11/2023 19:10:09,22 243085
29/11/2023 19:10:20,15 242907
29/11/2023 19:10:31,13 217491
29/11/2023 19:10:42,18 195909
29/11/2023 19:10:53,22 253166
29/11/2023 19:11:04,18 303271
29/11/2023 19:11:15,22 303401
29/11/2023 19:11:26,20 240696
29/11/2023 19:11:37,19 242160
29/11/2023 19:11:48,13 225121
29/11/2023 19:11:59,16 236017
29/11/2023 19:12:10,21 199762
29/11/2023 19:12:21,11 238632
29/11/2023 19:12:32,12 237753
29/11/2023 19:12:43,13 208026
29/11/2023 19:12:54,14 201239
29/11/2023 19:13:05,20 258463
29/11/2023 19:13:16,12 256867
29/11/2023 19:13:27,11 252531
29/11/2023 19:13:38,13 251226
29/11/2023 19:13:49,13 250497
29/11/2023 19:14:00,18 250658
29/11/2023 19:14:11,12 250237
29/11/2023 19:14:22,19 241604
29/11/2023 19:14:33,17 241570
29/11/2023 19:14:44,13 241556
29/11/2023 19:14:55,12 241608
29/11/2023 19:15:06,20 241616
29/11/2023 19:15:17,15 241588
29/11/2023 19:15:28,16 241588
29/11/2023 19:15:39,21 241552
29/11/2023 19:15:50,14 241490
29/11/2023 19:16:01,14 241608
29/11/2023 19:16:12,11 241522
29/11/2023 19:16:23,22 298381
29/11/2023 19:16:34,11 242797
29/11/2023 19:16:45,20 242532
29/11/2023 19:16:56,20 242468
29/11/2023 19:17:07,16 216553
29/11/2023 19:17:18,11 193627
29/11/2023 19:17:29,16 204508
29/11/2023 19:17:40,12 202812
29/11/2023 19:17:51,14 202697
29/11/2023 19:18:02,19 202714
29/11/2023 19:18:13,16 204175
29/11/2023 19:18:24,18 203668
29/11/2023 19:18:35,17 205428
29/11/2023 19:18:46,14 202396
29/11/2023 19:18:57,14 197992
29/11/2023 19:19:08,18 239227
29/11/2023 19:19:19,16 222784
29/11/2023 19:19:30,20 247402
29/11/2023 19:19:41,21 209914
29/11/2023 19:19:52,19 253077
29/11/2023 19:20:03,12 254130
29/11/2023 19:20:14,16 226904
29/11/2023 19:20:25,16 220562
29/11/2023 19:20:36,19 276154
29/11/2023 19:20:47,19 261394
29/11/2023 19:20:58,14 257555
29/11/2023 19:21:09,22 255741
29/11/2023 19:21:20,12 253860
29/11/2023 19:21:31,16 253972
29/11/2023 19:21:42,17 253859
29/11/2023 19:21:53,21 245655
29/11/2023 19:22:04,18 245637
29/11/2023 19:22:15,17 245640
29/11/2023 19:22:26,14 245614
29/11/2023 19:22:37,19 245578
29/11/2023 19:22:48,21 245601
29/11/2023 19:22:59,15 245588
29/11/2023 19:23:10,20 245588
29/11/2023 19:23:21,21 242093
29/11/2023 19:23:32,22 242112
29/11/2023 19:23:43,14 241122
29/11/2023 19:23:54,19 243157
29/11/2023 19:24:05,14 241972
29/11/2023 19:24:16,19 241954
29/11/2023 19:24:27,12 241938
29/11/2023 19:24:38,17 241958
29/11/2023 19:24:49,13 215914
29/11/2023 19:25:00,16 256206
29/11/2023 19:25:11,13 302325
29/11/2023 19:25:22,15 305587
29/11/2023 19:25:33,17 304215
29/11/2023 19:25:44,17 244560
29/11/2023 19:25:55,17 227007
29/11/2023 19:26:06,18 249124
29/11/2023 19:26:17,16 202025
29/11/2023 19:26:28,18 240896
29/11/2023 19:26:39,15 243134
29/11/2023 19:26:50,16 242622
29/11/2023 19:27:01,21 214028
29/11/2023 19:27:12,21 265523
29/11/2023 19:27:23,19 265158
29/11/2023 19:27:34,11 261331
29/11/2023 19:27:45,16 255261
29/11/2023 19:27:56,19 253193
29/11/2023 19:28:07,22 252010
29/11/2023 19:28:18,16 251315
29/11/2023 19:28:29,15 242954
29/11/2023 19:28:40,14 243162
29/11/2023 19:28:51,15 243183
29/11/2023 19:29:02,14 243226
29/11/2023 19:29:13,19 243141
29/11/2023 19:29:24,15 240759
29/11/2023 19:29:35,17 240747
29/11/2023 19:29:46,21 240759
29/11/2023 19:29:57,15 240631
29/11/2023 19:30:08,20 240592
29/11/2023 19:30:19,19 240502
29/11/2023 19:30:30,16 242976
29/11/2023 19:30:41,15 241941
29/11/2023 19:30:52,18 241897
29/11/2023 19:31:03,13 242042
29/11/2023 19:31:14,22 242199
29/11/2023 19:31:25,18 217380
29/11/2023 19:31:36,19 258159
29/11/2023 19:31:47,19 260479
29/11/2023 19:31:58,15 304987
29/11/2023 19:32:09,19 306290
29/11/2023 19:32:20,14 244521
29/11/2023 19:32:31,14 228792
29/11/2023 19:32:42,18 252017
29/11/2023 19:32:53,17 204790
29/11/2023 19:33:04,21 244769
29/11/2023 19:33:15,19 246964
29/11/2023 19:33:26,20 246467
29/11/2023 19:33:37,19 211837
29/11/2023 19:33:48,21 259987
29/11/2023 19:33:59,13 260606
29/11/2023 19:34:10,21 261127
29/11/2023 19:34:21,12 256952
29/11/2023 19:34:32,17 254925
29/11/2023 19:34:43,20 254977
29/11/2023 19:34:54,14 254702
29/11/2023 19:35:05,16 254363
29/11/2023 19:35:16,17 246081
29/11/2023 19:35:27,22 245484
29/11/2023 19:35:38,23 245392
29/11/2023 19:35:49,20 245324
29/11/2023 19:36:00,18 245152
29/11/2023 19:36:11,16 245191
29/11/2023 19:36:22,17 244191
29/11/2023 19:36:33,12 243704
29/11/2023 19:36:44,18 243231
29/11/2023 19:36:55,21 242629
29/11/2023 19:37:06,18 244802
29/11/2023 19:37:17,15 243852
29/11/2023 19:37:28,20 243682
29/11/2023 19:37:39,18 243832
29/11/2023 19:37:50,22 243784
29/11/2023 19:38:01,22 218060
29/11/2023 19:38:12,22 197215
