Inicio: 28/11/2023 14:13:49,28 - App: com.cleversystems.s3panelTv - Intervalo: 10 seg - Duracao: 99999999 min - Log: teste-media-error.txt
29/11/2023 04:14:30,14 197621
29/11/2023 04:14:41,21 199554
29/11/2023 04:14:52,17 168745
29/11/2023 04:15:03,18 220328
29/11/2023 04:15:14,16 220414
29/11/2023 04:15:25,12 220722
29/11/2023 04:15:36,20 216561
29/11/2023 04:15:47,16 214926
29/11/2023 04:15:58,20 215239
29/11/2023 04:16:09,13 215149
29/11/2023 04:16:20,12 206968
29/11/2023 04:16:31,12 206968
29/11/2023 04:16:42,19 206938
29/11/2023 04:16:53,15 206929
29/11/2023 04:17:04,20 206935
29/11/2023 04:17:15,20 206941
29/11/2023 04:17:26,22 196947
29/11/2023 04:17:37,17 195071
29/11/2023 04:17:48,17 195487
29/11/2023 04:17:59,20 195472
29/11/2023 04:18:10,21 195429
29/11/2023 04:18:21,20 195858
29/11/2023 04:18:32,13 197523
29/11/2023 04:18:43,14 197628
29/11/2023 04:18:54,19 197599
29/11/2023 04:19:05,13 197649
29/11/2023 04:19:16,14 176355
29/11/2023 04:19:27,20 218134
29/11/2023 04:19:38,15 220025
29/11/2023 04:19:49,22 260520
29/11/2023 04:20:00,15 263004
29/11/2023 04:20:11,22 205358
29/11/2023 04:20:22,23 188921
29/11/2023 04:20:33,18 212958
29/11/2023 04:20:44,16 164948
29/11/2023 04:20:55,19 199954
29/11/2023 04:21:06,22 199040
29/11/2023 04:21:17,17 200530
29/11/2023 04:21:28,15 172104
29/11/2023 04:21:39,16 222912
29/11/2023 04:21:50,21 223254
29/11/2023 04:22:01,18 223568
29/11/2023 04:22:12,20 218711
29/11/2023 04:22:23,18 209129
29/11/2023 04:22:34,21 206896
29/11/2023 04:22:45,14 206778
29/11/2023 04:22:56,16 198658
29/11/2023 04:23:07,22 198573
29/11/2023 04:23:18,21 198665
29/11/2023 04:23:29,22 198583
29/11/2023 04:23:40,15 198531
29/11/2023 04:23:51,19 198588
29/11/2023 04:24:02,13 198528
29/11/2023 04:24:13,13 198737
29/11/2023 04:24:24,15 198662
29/11/2023 04:24:35,11 198611
29/11/2023 04:24:46,14 198557
29/11/2023 04:24:57,12 198983
29/11/2023 04:25:08,13 200693
29/11/2023 04:25:19,17 200661
29/11/2023 04:25:30,18 200839
29/11/2023 04:25:41,17 200931
29/11/2023 04:25:52,13 180132
29/11/2023 04:26:03,15 222090
29/11/2023 04:26:14,19 222279
29/11/2023 04:26:25,18 271098
29/11/2023 04:26:36,15 270060
29/11/2023 04:26:47,18 206064
29/11/2023 04:26:58,21 205952
29/11/2023 04:27:09,19 189331
29/11/2023 04:27:20,22 166257
29/11/2023 04:27:31,13 193881
29/11/2023 04:27:42,15 188700
29/11/2023 04:27:53,19 190046
29/11/2023 04:28:04,19 166610
29/11/2023 04:28:15,21 160796
29/11/2023 04:28:26,13 222941
29/11/2023 04:28:37,12 223696
29/11/2023 04:28:48,14 219989
29/11/2023 04:28:59,13 215885
29/11/2023 04:29:10,18 214534
29/11/2023 04:29:21,12 214890
29/11/2023 04:29:32,18 212903
29/11/2023 04:29:43,17 204303
29/11/2023 04:29:54,17 204313
29/11/2023 04:30:05,20 203934
29/11/2023 04:30:16,20 201992
29/11/2023 04:30:27,13 201927
29/11/2023 04:30:38,22 201986
29/11/2023 04:30:49,20 201865
29/11/2023 04:31:00,16 200872
29/11/2023 04:31:11,18 200872
29/11/2023 04:31:22,13 200886
29/11/2023 04:31:33,20 203476
29/11/2023 04:31:44,17 202800
29/11/2023 04:31:55,17 202829
29/11/2023 04:32:06,13 202971
29/11/2023 04:32:17,18 202906
29/11/2023 04:32:28,19 178767
29/11/2023 04:32:39,18 156604
29/11/2023 04:32:50,14 212746
29/11/2023 04:33:01,13 258558
29/11/2023 04:33:12,20 257820
29/11/2023 04:33:23,19 257183
29/11/2023 04:33:34,17 199206
29/11/2023 04:33:45,13 184013
29/11/2023 04:33:56,14 198784
29/11/2023 04:34:07,14 161451
29/11/2023 04:34:18,16 204033
29/11/2023 04:34:29,19 203018
29/11/2023 04:34:40,21 175817
29/11/2023 04:34:51,20 169295
29/11/2023 04:35:02,19 222509
29/11/2023 04:35:13,21 222554
29/11/2023 04:35:24,18 218247
29/11/2023 04:35:35,18 216300
29/11/2023 04:35:46,19 216264
29/11/2023 04:35:57,15 216587
29/11/2023 04:36:08,20 215251
29/11/2023 04:36:19,17 206850
29/11/2023 04:36:30,22 206221
29/11/2023 04:36:41,12 205454
29/11/2023 04:36:52,20 205377
29/11/2023 04:37:03,20 204841
29/11/2023 04:37:14,20 204831
29/11/2023 04:37:25,13 203902
29/11/2023 04:37:36,13 202943
29/11/2023 04:37:47,22 196977
29/11/2023 04:37:58,14 196841
29/11/2023 04:38:09,11 196324
29/11/2023 04:38:20,12 196854
29/11/2023 04:38:31,14 198528
29/11/2023 04:38:42,14 198794
29/11/2023 04:38:53,21 198768
29/11/2023 04:39:04,13 198884
29/11/2023 04:39:15,17 177410
29/11/2023 04:39:26,12 217767
29/11/2023 04:39:37,17 263186
29/11/2023 04:39:48,17 263476
29/11/2023 04:39:59,15 260668
29/11/2023 04:40:10,20 204200
29/11/2023 04:40:21,13 186999
29/11/2023 04:40:32,22 212025
29/11/2023 04:40:43,18 164784
29/11/2023 04:40:54,17 202331
29/11/2023 04:41:05,14 200746
29/11/2023 04:41:16,15 202307
29/11/2023 04:41:27,12 172224
29/11/2023 04:41:38,20 223290
29/11/2023 04:41:49,13 224180
29/11/2023 04:42:00,16 224039
29/11/2023 04:42:11,20 219571
29/11/2023 04:42:22,18 213921
29/11/2023 04:42:33,21 207719
29/11/2023 04:42:44,19 206737
29/11/2023 04:42:55,19 198786
29/11/2023 04:43:06,15 198634
29/11/2023 04:43:17,18 198633
29/11/2023 04:43:28,13 198947
29/11/2023 04:43:39,19 198791
29/11/2023 04:43:50,19 198877
29/11/2023 04:44:01,16 198487
29/11/2023 04:44:12,16 198479
29/11/2023 04:44:23,13 197981
29/11/2023 04:44:34,15 197966
29/11/2023 04:44:45,19 197957
29/11/2023 04:44:56,14 198312
29/11/2023 04:45:07,19 200032
29/11/2023 04:45:18,14 200047
29/11/2023 04:45:29,16 200169
29/11/2023 04:45:40,20 200271
29/11/2023 04:45:51,19 179573
29/11/2023 04:46:02,12 217770
29/11/2023 04:46:13,21 220172
29/11/2023 04:46:24,17 268130
29/11/2023 04:46:35,13 266678
29/11/2023 04:46:46,17 206557
29/11/2023 04:46:57,21 206131
29/11/2023 04:47:08,17 226924
29/11/2023 04:47:19,14 157492
29/11/2023 04:47:30,13 194134
29/11/2023 04:47:41,21 193751
29/11/2023 04:47:52,20 195158
29/11/2023 04:48:03,16 166893
29/11/2023 04:48:14,11 216114
29/11/2023 04:48:25,19 217788
29/11/2023 04:48:36,21 216565
29/11/2023 04:48:47,18 212830
29/11/2023 04:48:58,15 210808
29/11/2023 04:49:09,20 211088
29/11/2023 04:49:20,15 211324
29/11/2023 04:49:31,21 210892
29/11/2023 04:49:42,20 201569
29/11/2023 04:49:53,14 201499
29/11/2023 04:50:04,20 201534
29/11/2023 04:50:15,15 201521
29/11/2023 04:50:26,22 201553
29/11/2023 04:50:37,13 201511
29/11/2023 04:50:48,18 201576
29/11/2023 04:50:59,17 201257
29/11/2023 04:51:10,21 200824
29/11/2023 04:51:21,16 200641
29/11/2023 04:51:32,15 198437
29/11/2023 04:51:43,17 199801
29/11/2023 04:51:54,21 199758
29/11/2023 04:52:05,16 199841
29/11/2023 04:52:16,16 199799
29/11/2023 04:52:27,13 178310
29/11/2023 04:52:38,20 157235
29/11/2023 04:52:49,15 214167
29/11/2023 04:53:00,16 260941
29/11/2023 04:53:11,20 262260
29/11/2023 04:53:22,13 202245
29/11/2023 04:53:33,20 203805
29/11/2023 04:53:44,12 187178
29/11/2023 04:53:55,14 201435
29/11/2023 04:54:06,14 163538
29/11/2023 04:54:17,18 206164
29/11/2023 04:54:28,16 205028
29/11/2023 04:54:39,18 177386
29/11/2023 04:54:50,18 171358
29/11/2023 04:55:01,15 228267
29/11/2023 04:55:12,16 228632
29/11/2023 04:55:23,14 224308
29/11/2023 04:55:34,16 219955
29/11/2023 04:55:45,20 219937
29/11/2023 04:55:56,14 220005
29/11/2023 04:56:07,15 218975
29/11/2023 04:56:18,15 210781
29/11/2023 04:56:29,20 206607
29/11/2023 04:56:40,20 206067
29/11/2023 04:56:51,12 206070
29/11/2023 04:57:02,15 205159
29/11/2023 04:57:13,14 204964
29/11/2023 04:57:24,14 204968
29/11/2023 04:57:35,17 204859
29/11/2023 04:57:46,20 203790
29/11/2023 04:57:57,12 202722
29/11/2023 04:58:08,15 202334
29/11/2023 04:58:19,19 201946
29/11/2023 04:58:30,15 203280
29/11/2023 04:58:41,14 203346
29/11/2023 04:58:52,15 203330
29/11/2023 04:59:03,20 178633
29/11/2023 04:59:14,20 157363
29/11/2023 04:59:25,20 214168
29/11/2023 04:59:36,18 259436
29/11/2023 04:59:47,21 261614
29/11/2023 04:59:58,19 261026
29/11/2023 05:00:09,21 199741
29/11/2023 05:00:20,12 183811
29/11/2023 05:00:31,12 196514
29/11/2023 05:00:42,16 160263
29/11/2023 05:00:53,22 199690
29/11/2023 05:01:04,17 197831
29/11/2023 05:01:15,20 199811
29/11/2023 05:01:26,13 169048
29/11/2023 05:01:37,20 219587
29/11/2023 05:01:48,13 220048
29/11/2023 05:01:59,20 216166
29/11/2023 05:02:10,18 216193
29/11/2023 05:02:21,20 212942
29/11/2023 05:02:32,13 210076
29/11/2023 05:02:43,17 206454
29/11/2023 05:02:54,21 198231
29/11/2023 05:03:05,13 198007
29/11/2023 05:03:16,21 197962
29/11/2023 05:03:27,16 197898
29/11/2023 05:03:38,15 197759
29/11/2023 05:03:49,15 197771
29/11/2023 05:04:00,16 197991
29/11/2023 05:04:11,17 197936
29/11/2023 05:04:22,18 197867
29/11/2023 05:04:33,12 197832
29/11/2023 05:04:44,13 197737
29/11/2023 05:04:55,20 198142
29/11/2023 05:05:06,20 199862
29/11/2023 05:05:17,13 203249
29/11/2023 05:05:28,16 203239
29/11/2023 05:05:39,18 203287
29/11/2023 05:05:50,16 178200
29/11/2023 05:06:01,19 218473
29/11/2023 05:06:12,13 220487
29/11/2023 05:06:23,19 268098
29/11/2023 05:06:34,15 268457
29/11/2023 05:06:45,12 208609
29/11/2023 05:06:56,16 192324
29/11/2023 05:07:07,21 215968
29/11/2023 05:07:18,13 167860
29/11/2023 05:07:29,14 206429
29/11/2023 05:07:40,13 205840
29/11/2023 05:07:51,18 206479
29/11/2023 05:08:02,17 177714
29/11/2023 05:08:13,17 223559
29/11/2023 05:08:24,15 223776
29/11/2023 05:08:35,17 223677
29/11/2023 05:08:46,13 219477
29/11/2023 05:08:57,15 216888
29/11/2023 05:09:08,14 217080
29/11/2023 05:09:19,13 216916
29/11/2023 05:09:30,15 208067
29/11/2023 05:09:41,12 208083
29/11/2023 05:09:52,16 207901
29/11/2023 05:10:03,12 207825
29/11/2023 05:10:14,19 207835
29/11/2023 05:10:25,19 207811
29/11/2023 05:10:36,22 207807
29/11/2023 05:10:47,18 207835
29/11/2023 05:10:58,20 207766
29/11/2023 05:11:09,19 207781
29/11/2023 05:11:20,19 206843
29/11/2023 05:11:31,20 204891
29/11/2023 05:11:42,19 206575
29/11/2023 05:11:53,18 206579
29/11/2023 05:12:04,17 206905
29/11/2023 05:12:15,10 205395
29/11/2023 05:12:26,16 177475
29/11/2023 05:12:37,12 211615
29/11/2023 05:12:48,14 211561
29/11/2023 05:12:59,18 259455
29/11/2023 05:13:10,13 255516
29/11/2023 05:13:21,21 198935
29/11/2023 05:13:32,18 199059
29/11/2023 05:13:43,13 183629
29/11/2023 05:13:54,21 161793
29/11/2023 05:14:05,12 201671
29/11/2023 05:14:16,13 201474
29/11/2023 05:14:27,14 203354
29/11/2023 05:14:38,12 175170
29/11/2023 05:14:49,12 169334
29/11/2023 05:15:00,22 226830
29/11/2023 05:15:11,18 227209
29/11/2023 05:15:22,22 223025
29/11/2023 05:15:33,21 221126
29/11/2023 05:15:44,16 221109
29/11/2023 05:15:55,20 220924
29/11/2023 05:16:06,22 220672
29/11/2023 05:16:17,15 212458
29/11/2023 05:16:28,18 212390
29/11/2023 05:16:39,13 210928
29/11/2023 05:16:50,17 210552
29/11/2023 05:17:01,15 210553
29/11/2023 05:17:12,14 210548
29/11/2023 05:17:23,12 209886
29/11/2023 05:17:34,20 209618
29/11/2023 05:17:45,20 209133
29/11/2023 05:17:56,18 207382
29/11/2023 05:18:07,16 205498
29/11/2023 05:18:18,19 205614
29/11/2023 05:18:29,21 204225
29/11/2023 05:18:40,19 203531
29/11/2023 05:18:51,20 203423
29/11/2023 05:19:02,21 179470
29/11/2023 05:19:13,18 158314
29/11/2023 05:19:24,14 218087
29/11/2023 05:19:35,19 262883
29/11/2023 05:19:46,20 263950
29/11/2023 05:19:57,21 263936
29/11/2023 05:20:08,15 202839
29/11/2023 05:20:19,15 186118
29/11/2023 05:20:30,19 198239
29/11/2023 05:20:41,12 160991
29/11/2023 05:20:52,14 200860
29/11/2023 05:21:03,22 198904
29/11/2023 05:21:14,19 166153
29/11/2023 05:21:25,20 158793
29/11/2023 05:21:36,20 218861
29/11/2023 05:21:47,22 219724
29/11/2023 05:21:58,16 215902
29/11/2023 05:22:09,12 213877
29/11/2023 05:22:20,21 213838
29/11/2023 05:22:31,18 214122
29/11/2023 05:22:42,12 206666
29/11/2023 05:22:53,15 198236
29/11/2023 05:23:04,21 198261
29/11/2023 05:23:15,21 198099
29/11/2023 05:23:26,17 197936
29/11/2023 05:23:37,15 197849
29/11/2023 05:23:48,16 198082
29/11/2023 05:23:59,15 198075
29/11/2023 05:24:10,21 198031
29/11/2023 05:24:21,16 197939
29/11/2023 05:24:32,17 198249
29/11/2023 05:24:43,16 198272
29/11/2023 05:24:54,20 198730
29/11/2023 05:25:05,21 200458
29/11/2023 05:25:16,17 200577
29/11/2023 05:25:27,19 200522
29/11/2023 05:25:38,20 200682
29/11/2023 05:25:49,21 178874
29/11/2023 05:26:00,17 221624
29/11/2023 05:26:11,13 260920
29/11/2023 05:26:22,18 264434
29/11/2023 05:26:33,18 264309
29/11/2023 05:26:44,20 208092
29/11/2023 05:26:55,17 191005
29/11/2023 05:27:06,15 214719
29/11/2023 05:27:17,20 167189
29/11/2023 05:27:28,15 207923
29/11/2023 05:27:39,19 207254
29/11/2023 05:27:50,20 209042
29/11/2023 05:28:01,16 169255
29/11/2023 05:28:12,17 215154
29/11/2023 05:28:23,19 216483
29/11/2023 05:28:34,13 216258
29/11/2023 05:28:45,20 212569
29/11/2023 05:28:56,21 210438
29/11/2023 05:29:07,18 210494
29/11/2023 05:29:18,21 210522
29/11/2023 05:29:29,19 202250
29/11/2023 05:29:40,18 202241
29/11/2023 05:29:51,16 202245
29/11/2023 05:30:02,13 202250
29/11/2023 05:30:13,20 202167
29/11/2023 05:30:24,17 202027
29/11/2023 05:30:35,12 202023
29/11/2023 05:30:46,17 202126
29/11/2023 05:30:57,20 202102
29/11/2023 05:31:08,16 201718
29/11/2023 05:31:19,11 199592
29/11/2023 05:31:30,21 200551
29/11/2023 05:31:41,17 202225
29/11/2023 05:31:52,11 202322
29/11/2023 05:32:03,18 202474
29/11/2023 05:32:14,20 205649
29/11/2023 05:32:25,16 180451
29/11/2023 05:32:36,20 222393
29/11/2023 05:32:47,23 224677
29/11/2023 05:32:58,20 267412
29/11/2023 05:33:09,16 252298
29/11/2023 05:33:20,18 203562
29/11/2023 05:33:31,14 206548
29/11/2023 05:33:42,13 231545
29/11/2023 05:33:53,20 167422
29/11/2023 05:34:04,14 207380
29/11/2023 05:34:15,12 207647
29/11/2023 05:34:26,21 209652
29/11/2023 05:34:37,14 181082
29/11/2023 05:34:48,22 229804
29/11/2023 05:34:59,14 230599
29/11/2023 05:35:10,13 224438
29/11/2023 05:35:21,14 219192
29/11/2023 05:35:32,13 217138
29/11/2023 05:35:43,19 217057
29/11/2023 05:35:54,21 217027
29/11/2023 05:36:05,14 208717
29/11/2023 05:36:16,12 208470
29/11/2023 05:36:27,15 208087
29/11/2023 05:36:38,14 207369
29/11/2023 05:36:49,17 206992
29/11/2023 05:37:00,12 206715
29/11/2023 05:37:11,17 206688
29/11/2023 05:37:22,17 206254
29/11/2023 05:37:33,20 205899
29/11/2023 05:37:44,12 205729
29/11/2023 05:37:55,17 205582
29/11/2023 05:38:06,16 201479
29/11/2023 05:38:17,12 202908
29/11/2023 05:38:28,13 202828
29/11/2023 05:38:39,21 202941
29/11/2023 05:38:50,15 202887
29/11/2023 05:39:01,11 180019
29/11/2023 05:39:12,18 158850
29/11/2023 05:39:23,19 220200
29/11/2023 05:39:34,16 263811
29/11/2023 05:39:45,20 263968
29/11/2023 05:39:56,21 203353
29/11/2023 05:40:07,20 204841
29/11/2023 05:40:18,19 188170
29/11/2023 05:40:29,20 202710
29/11/2023 05:40:40,17 164904
29/11/2023 05:40:51,21 207017
29/11/2023 05:41:02,20 205656
29/11/2023 05:41:13,20 178547
29/11/2023 05:41:24,15 172531
29/11/2023 05:41:35,14 229766
29/11/2023 05:41:46,12 230231
29/11/2023 05:41:57,22 224635
29/11/2023 05:42:08,12 222605
29/11/2023 05:42:19,20 218898
29/11/2023 05:42:30,15 218527
29/11/2023 05:42:41,18 217345
29/11/2023 05:42:52,19 208668
29/11/2023 05:43:03,19 204286
29/11/2023 05:43:14,16 202396
29/11/2023 05:43:25,17 201669
29/11/2023 05:43:36,17 201592
29/11/2023 05:43:47,14 201744
29/11/2023 05:43:58,13 201050
29/11/2023 05:44:09,14 200618
29/11/2023 05:44:20,17 200368
29/11/2023 05:44:31,12 200383
29/11/2023 05:44:42,20 200010
29/11/2023 05:44:53,19 200400
29/11/2023 05:45:04,19 201823
29/11/2023 05:45:15,20 201981
29/11/2023 05:45:26,12 201916
29/11/2023 05:45:37,20 171354
29/11/2023 05:45:48,20 160338
29/11/2023 05:45:59,16 220077
29/11/2023 05:46:10,15 267674
29/11/2023 05:46:21,13 268129
29/11/2023 05:46:32,21 267931
29/11/2023 05:46:43,21 207952
29/11/2023 05:46:54,14 191978
29/11/2023 05:47:05,11 215925
29/11/2023 05:47:16,12 168229
29/11/2023 05:47:27,12 208838
29/11/2023 05:47:38,12 208392
29/11/2023 05:47:49,21 210200
29/11/2023 05:48:00,12 179201
29/11/2023 05:48:11,20 214917
29/11/2023 05:48:22,21 214461
29/11/2023 05:48:33,19 210919
29/11/2023 05:48:44,16 211407
29/11/2023 05:48:55,20 209457
29/11/2023 05:49:06,18 209355
29/11/2023 05:49:17,15 209001
29/11/2023 05:49:28,13 200762
29/11/2023 05:49:39,20 200775
29/11/2023 05:49:50,13 200655
29/11/2023 05:50:01,17 200571
29/11/2023 05:50:12,18 200545
29/11/2023 05:50:23,18 200508
29/11/2023 05:50:34,16 200482
29/11/2023 05:50:45,16 200459
29/11/2023 05:50:56,18 200425
29/11/2023 05:51:07,18 200398
29/11/2023 05:51:18,16 200315
29/11/2023 05:51:29,13 203178
29/11/2023 05:51:40,18 202474
29/11/2023 05:51:51,21 202556
29/11/2023 05:52:02,13 202576
29/11/2023 05:52:13,20 202607
29/11/2023 05:52:24,21 181577
29/11/2023 05:52:35,16 224664
29/11/2023 05:52:46,13 225932
29/11/2023 05:52:57,18 270150
29/11/2023 05:53:08,16 253503
29/11/2023 05:53:19,17 204262
29/11/2023 05:53:30,20 189886
29/11/2023 05:53:41,13 212137
29/11/2023 05:53:52,21 163399
29/11/2023 05:54:03,16 204655
29/11/2023 05:54:14,16 204527
29/11/2023 05:54:25,19 206441
29/11/2023 05:54:36,22 178919
29/11/2023 05:54:47,21 229753
29/11/2023 05:54:58,15 230764
29/11/2023 05:55:09,22 230754
29/11/2023 05:55:20,15 226532
29/11/2023 05:55:31,12 224603
29/11/2023 05:55:42,19 223998
29/11/2023 05:55:53,12 223776
29/11/2023 05:56:04,13 215011
29/11/2023 05:56:15,21 214275
29/11/2023 05:56:26,14 214250
29/11/2023 05:56:37,18 214120
29/11/2023 05:56:48,17 213980
29/11/2023 05:56:59,15 213227
29/11/2023 05:57:10,18 212995
29/11/2023 05:57:21,16 209342
29/11/2023 05:57:32,14 208393
29/11/2023 05:57:43,20 207586
29/11/2023 05:57:54,14 207329
29/11/2023 05:58:05,13 205518
29/11/2023 05:58:16,17 203906
29/11/2023 05:58:27,17 203809
29/11/2023 05:58:38,18 203971
29/11/2023 05:58:49,13 204123
29/11/2023 05:59:00,18 181504
29/11/2023 05:59:11,13 218875
29/11/2023 05:59:22,12 218967
29/11/2023 05:59:33,21 266676
29/11/2023 05:59:44,12 267281
29/11/2023 05:59:55,16 209653
29/11/2023 06:00:06,17 209726
29/11/2023 06:00:17,14 192907
29/11/2023 06:00:28,16 170536
29/11/2023 06:00:39,21 210158
29/11/2023 06:00:50,19 209936
29/11/2023 06:01:01,21 211687
29/11/2023 06:01:12,20 176759
29/11/2023 06:01:23,21 169193
29/11/2023 06:01:34,11 226351
29/11/2023 06:01:45,15 226340
29/11/2023 06:01:56,16 222277
29/11/2023 06:02:07,19 220165
29/11/2023 06:02:18,18 220160
29/11/2023 06:02:29,21 220393
29/11/2023 06:02:40,18 220357
29/11/2023 06:02:51,20 211942
29/11/2023 06:03:02,12 211823
29/11/2023 06:03:13,15 204350
29/11/2023 06:03:24,21 203974
29/11/2023 06:03:35,19 203952
29/11/2023 06:03:46,18 203978
29/11/2023 06:03:57,17 203977
29/11/2023 06:04:08,19 203985
29/11/2023 06:04:19,22 203927
29/11/2023 06:04:30,12 203933
29/11/2023 06:04:41,14 204197
29/11/2023 06:04:52,19 205706
29/11/2023 06:05:03,15 205203
29/11/2023 06:05:14,13 205366
29/11/2023 06:05:25,20 204887
29/11/2023 06:05:36,20 181207
29/11/2023 06:05:47,16 160072
29/11/2023 06:05:58,13 220089
29/11/2023 06:06:09,17 266731
29/11/2023 06:06:20,19 267978
29/11/2023 06:06:31,18 268014
29/11/2023 06:06:42,12 206830
29/11/2023 06:06:53,19 189739
29/11/2023 06:07:04,17 200143
29/11/2023 06:07:15,13 164326
29/11/2023 06:07:26,18 204445
29/11/2023 06:07:37,20 203607
29/11/2023 06:07:48,13 175999
29/11/2023 06:07:59,16 169823
29/11/2023 06:08:10,19 226803
29/11/2023 06:08:21,18 226456
29/11/2023 06:08:32,21 221447
29/11/2023 06:08:43,12 210897
29/11/2023 06:08:54,14 210866
29/11/2023 06:09:05,18 211154
29/11/2023 06:09:16,21 211201
29/11/2023 06:09:27,18 202418
29/11/2023 06:09:38,19 202097
29/11/2023 06:09:49,13 201229
29/11/2023 06:10:00,17 200417
29/11/2023 06:10:11,15 199846
29/11/2023 06:10:22,12 199797
29/11/2023 06:10:33,13 199791
29/11/2023 06:10:44,13 200540
29/11/2023 06:10:55,14 200484
29/11/2023 06:11:06,21 200593
29/11/2023 06:11:17,12 200441
29/11/2023 06:11:28,14 200825
29/11/2023 06:11:39,17 202544
29/11/2023 06:11:50,19 202700
29/11/2023 06:12:01,14 202628
29/11/2023 06:12:12,21 202820
29/11/2023 06:12:23,16 180738
29/11/2023 06:12:34,14 218524
29/11/2023 06:12:45,21 263883
29/11/2023 06:12:56,17 263760
29/11/2023 06:13:07,16 255993
29/11/2023 06:13:18,19 199407
29/11/2023 06:13:29,17 185679
29/11/2023 06:13:40,21 211311
29/11/2023 06:13:51,12 163364
29/11/2023 06:14:02,13 204091
29/11/2023 06:14:13,17 203480
29/11/2023 06:14:24,14 205226
29/11/2023 06:14:35,17 176537
29/11/2023 06:14:46,19 226836
29/11/2023 06:14:57,20 227885
29/11/2023 06:15:08,15 228028
29/11/2023 06:15:19,13 223878
29/11/2023 06:15:30,12 221966
29/11/2023 06:15:41,17 222198
29/11/2023 06:15:52,16 222020
29/11/2023 06:16:03,12 213495
29/11/2023 06:16:14,17 213003
29/11/2023 06:16:25,14 210423
29/11/2023 06:16:36,18 210472
29/11/2023 06:16:47,22 209916
29/11/2023 06:16:58,11 209757
29/11/2023 06:17:09,17 209408
29/11/2023 06:17:20,14 209416
29/11/2023 06:17:31,20 209325
29/11/2023 06:17:42,12 209055
29/11/2023 06:17:53,13 206539
29/11/2023 06:18:04,17 204177
29/11/2023 06:18:15,21 205277
29/11/2023 06:18:26,15 203612
29/11/2023 06:18:37,12 202647
29/11/2023 06:18:48,20 202860
29/11/2023 06:18:59,14 180895
29/11/2023 06:19:10,15 221058
29/11/2023 06:19:21,17 222777
29/11/2023 06:19:32,18 262288
29/11/2023 06:19:43,20 263763
29/11/2023 06:19:54,16 206493
29/11/2023 06:20:05,20 190875
29/11/2023 06:20:16,16 215286
29/11/2023 06:20:27,13 167832
29/11/2023 06:20:38,14 208125
29/11/2023 06:20:49,15 208461
29/11/2023 06:21:00,20 206210
29/11/2023 06:21:11,20 173161
29/11/2023 06:21:22,15 218674
29/11/2023 06:21:33,20 220686
29/11/2023 06:21:44,20 221229
29/11/2023 06:21:55,18 216964
29/11/2023 06:22:06,20 215052
29/11/2023 06:22:17,13 214960
29/11/2023 06:22:28,22 214395
29/11/2023 06:22:39,17 206039
29/11/2023 06:22:50,18 205943
29/11/2023 06:23:01,12 205679
29/11/2023 06:23:12,14 205696
29/11/2023 06:23:23,12 205537
29/11/2023 06:23:34,12 205252
29/11/2023 06:23:45,21 203500
29/11/2023 06:23:56,13 202917
29/11/2023 06:24:07,12 202920
29/11/2023 06:24:18,15 202658
29/11/2023 06:24:29,12 202616
29/11/2023 06:24:40,14 202685
29/11/2023 06:24:51,17 203948
29/11/2023 06:25:02,16 203885
29/11/2023 06:25:13,15 204007
29/11/2023 06:25:24,18 203867
29/11/2023 06:25:35,15 183216
29/11/2023 06:25:46,15 162327
29/11/2023 06:25:57,18 224514
29/11/2023 06:26:08,21 258374
29/11/2023 06:26:19,18 259579
29/11/2023 06:26:30,19 204899
29/11/2023 06:26:41,17 206591
29/11/2023 06:26:52,17 190228
29/11/2023 06:27:03,21 204725
29/11/2023 06:27:14,21 167303
29/11/2023 06:27:25,15 207242
29/11/2023 06:27:36,14 209420
29/11/2023 06:27:47,17 179630
29/11/2023 06:27:58,19 173608
29/11/2023 06:28:09,18 225351
29/11/2023 06:28:20,17 223276
29/11/2023 06:28:31,12 216884
29/11/2023 06:28:42,16 215293
29/11/2023 06:28:53,18 214869
29/11/2023 06:29:04,22 215168
29/11/2023 06:29:15,14 215026
29/11/2023 06:29:26,19 206801
29/11/2023 06:29:37,14 206402
29/11/2023 06:29:48,22 206644
29/11/2023 06:29:59,16 206630
29/11/2023 06:30:10,22 206678
29/11/2023 06:30:21,15 206621
29/11/2023 06:30:32,20 206665
29/11/2023 06:30:43,17 206637
29/11/2023 06:30:54,17 206625
29/11/2023 06:31:05,22 202614
29/11/2023 06:31:16,20 201993
29/11/2023 06:31:27,21 203994
29/11/2023 06:31:38,16 203224
29/11/2023 06:31:49,12 203808
29/11/2023 06:32:00,17 203832
29/11/2023 06:32:11,22 183508
29/11/2023 06:32:22,20 161989
29/11/2023 06:32:33,17 223152
29/11/2023 06:32:44,13 266451
29/11/2023 06:32:55,14 268139
29/11/2023 06:33:06,17 257912
29/11/2023 06:33:17,15 198910
29/11/2023 06:33:28,20 184431
29/11/2023 06:33:39,21 199849
29/11/2023 06:33:50,18 162858
29/11/2023 06:34:01,15 204748
29/11/2023 06:34:12,17 204150
29/11/2023 06:34:23,21 206077
29/11/2023 06:34:34,20 176098
29/11/2023 06:34:45,11 229130
29/11/2023 06:34:56,20 228597
29/11/2023 06:35:07,16 224672
29/11/2023 06:35:18,16 220906
29/11/2023 06:35:29,14 218183
29/11/2023 06:35:40,15 218527
29/11/2023 06:35:51,22 218595
29/11/2023 06:36:02,17 210223
